"idx","PMID","Database","Lookup_Successful","PMID_lookup","Year","Journal","Title"
207,6276349,"pubmed",TRUE,"6276349",1981,"J Am Vet Med Assoc","Fatal herpesvirus infection in patas monkeys and a black and white colobus monkey."
208,1313312,"pubmed",TRUE,"1313312",1992,"Clin Infect Dis","Biology of B virus in macaque and human hosts: a review."
209,1313312,"pubmed",TRUE,"1313312",1992,"Clin Infect Dis","Biology of B virus in macaque and human hosts: a review."
210,1313312,"pubmed",TRUE,"1313312",1992,"Clin Infect Dis","Biology of B virus in macaque and human hosts: a review."
211,1313312,"pubmed",TRUE,"1313312",1992,"Clin Infect Dis","Biology of B virus in macaque and human hosts: a review."
212,1313312,"pubmed",TRUE,"1313312",1992,"Clin Infect Dis","Biology of B virus in macaque and human hosts: a review."
213,1313312,"pubmed",TRUE,"1313312",1992,"Clin Infect Dis","Biology of B virus in macaque and human hosts: a review."
214,11200573,"pubmed",TRUE,"11200573",2001,"Comp Med","Retrospective analysis of an outbreak of B virus infection in a colony of DeBrazza's monkeys (Cercopithecus neglectus)."
215,11200573,"pubmed",TRUE,"11200573",2001,"Comp Med","Retrospective analysis of an outbreak of B virus infection in a colony of DeBrazza's monkeys (Cercopithecus neglectus)."
216,1313312,"pubmed",TRUE,"1313312",1992,"Clin Infect Dis","Biology of B virus in macaque and human hosts: a review."
217,2160783,"pubmed",TRUE,"2160783",1990,"Ann Intern Med","B virus (Herpesvirus simiae) infection in humans: epidemiologic investigation of a cluster."
218,213046,"pubmed",TRUE,"213046",1978,"Aust J Exp Biol Med Sci","Widespread occurrence in Australian marsupials of neutralizing antibodies to a herpesvirus from a parma wallaby."
219,213046,"pubmed",TRUE,"213046",1978,"Aust J Exp Biol Med Sci","Widespread occurrence in Australian marsupials of neutralizing antibodies to a herpesvirus from a parma wallaby."
220,213046,"pubmed",TRUE,"213046",1978,"Aust J Exp Biol Med Sci","Widespread occurrence in Australian marsupials of neutralizing antibodies to a herpesvirus from a parma wallaby."
221,184775,"pubmed",TRUE,"184775",1976,"Aust Vet J","Letter: Mortalities in parma wallabies (Macropus parma) associated with probable herpesvirus."
222,7340790,"pubmed",TRUE,"7340790",1981,"Aust Vet J","Herpesvirus neutralising antibody in grey kangaroos."
223,213046,"pubmed",TRUE,"213046",1978,"Aust J Exp Biol Med Sci","Widespread occurrence in Australian marsupials of neutralizing antibodies to a herpesvirus from a parma wallaby."
224,213046,"pubmed",TRUE,"213046",1978,"Aust J Exp Biol Med Sci","Widespread occurrence in Australian marsupials of neutralizing antibodies to a herpesvirus from a parma wallaby."
225,213046,"pubmed",TRUE,"213046",1978,"Aust J Exp Biol Med Sci","Widespread occurrence in Australian marsupials of neutralizing antibodies to a herpesvirus from a parma wallaby."
226,213046,"pubmed",TRUE,"213046",1978,"Aust J Exp Biol Med Sci","Widespread occurrence in Australian marsupials of neutralizing antibodies to a herpesvirus from a parma wallaby."
227,213046,"pubmed",TRUE,"213046",1978,"Aust J Exp Biol Med Sci","Widespread occurrence in Australian marsupials of neutralizing antibodies to a herpesvirus from a parma wallaby."
228,6264169,"pubmed",TRUE,"6264169",1981,"J Wildl Dis","Mortalities associated with herpesvirus infection in captive macropods."
229,6264169,"pubmed",TRUE,"6264169",1981,"J Wildl Dis","Mortalities associated with herpesvirus infection in captive macropods."
230,6264169,"pubmed",TRUE,"6264169",1981,"J Wildl Dis","Mortalities associated with herpesvirus infection in captive macropods."
231,18081530,"pubmed",TRUE,"18081530",2007,"J Am Vet Med Assoc","Naturally transmitted herpesvirus papio-2 infection in a black and white colobus monkey."
232,9241626,"pubmed",TRUE,"9241626",1997,"Lab Anim Sci","Prevalence of Herpesvirus papio 2 in baboons and identification of immunogenic viral polypeptides."
233,4315776,"pubmed",TRUE,"4315776",1970,"Lab Anim Care","Isolation, identification, and experimental transmission of herpesvirus T from an owl monkey (Aotus trivirgatus)."
234,4300617,"pubmed",TRUE,"4300617",1967,"Arch Gesamte Virusforsch","Isolation of herpes-T virus from a spontaneous disease in squirrel monkeys (Saimiri sciureus)."
235,13485080,"pubmed",TRUE,"13485080",1957,"Proc Soc Exp Biol Med","Serial propagation of the guinea pig salivary gland virus in tissue culture."
236,26462760,"pubmed",TRUE,"26462760",2015,"J Vet Diagn Invest","Abortion in a Mediterranean miniature donkey (Equus asinus) associated with a gammaherpesvirus similar to Equid herpesvirus 7."
237,3012127,"pubmed",TRUE,"3012127",1986,"J Wildl Dis","Isolation of a retrovirus and a herpesvirus from a captive California sea lion."
238,25527906,"pubmed",TRUE,"25527906",2014,"BMC Vet Res","First molecular detection and characterization of herpesvirus and poxvirus in a Pacific walrus (Odobenus rosmarus divergens)."
239,9249690,"pubmed",TRUE,"9249690",1997,"J Wildl Dis","Serologic survey for phocid herpesvirus-1 and -2 in marine mammals from Alaska and Russia."
240,9249690,"pubmed",TRUE,"9249690",1997,"J Wildl Dis","Serologic survey for phocid herpesvirus-1 and -2 in marine mammals from Alaska and Russia."
241,9249690,"pubmed",TRUE,"9249690",1997,"J Wildl Dis","Serologic survey for phocid herpesvirus-1 and -2 in marine mammals from Alaska and Russia."
242,8558126,"pubmed",TRUE,"8558126",1996,"J Gen Virol","Characterization of phocid herpesvirus-1 and -2 as putative alpha- and gammaherpesviruses of North American and European pinnipeds."
243,9249690,"pubmed",TRUE,"9249690",1997,"J Wildl Dis","Serologic survey for phocid herpesvirus-1 and -2 in marine mammals from Alaska and Russia."
244,9249690,"pubmed",TRUE,"9249690",1997,"J Wildl Dis","Serologic survey for phocid herpesvirus-1 and -2 in marine mammals from Alaska and Russia."
245,9249690,"pubmed",TRUE,"9249690",1997,"J Wildl Dis","Serologic survey for phocid herpesvirus-1 and -2 in marine mammals from Alaska and Russia."
246,4331927,"pubmed",TRUE,"4331927",1971,"Lab Anim Sci","New herpesviruses from South American monkeys. Preliminary report."
247,25010282,"pubmed",TRUE,"25010282",2014,"Virology","Genomic organization and molecular characterization of porcine cytomegalovirus."
248,11312357,"pubmed",TRUE,"11312357",2001,"J Virol","Analysis and characterization of the complete genome of tupaia (tree shrew) herpesvirus."
249,9391986,"pubmed",TRUE,"9391986",1997,"J Wildl Dis","Serological evidence of bovine herpesviruses 1 and 2 in Asian elephants."
250,23802762,"pubmed",TRUE,"23802762",2013,"Vet Q","Bovine herpesvirus-1 (BHV-1) - a re-emerging concern in livestock: a revisit to its biology, epidemiology, diagnosis, and prophylaxis."
251,207748,"pubmed",TRUE,"207748",1978,"J Comp Pathol","Neutralizing antibodies to bovid herpes virus 1 (infectious bovine rhinotracheitis/infectious pustular vulvo-vaginitis) in African wildlife with special reference to the cape buffalo (Syncerus caffer)."
252,207748,"pubmed",TRUE,"207748",1978,"J Comp Pathol","Neutralizing antibodies to bovid herpes virus 1 (infectious bovine rhinotracheitis/infectious pustular vulvo-vaginitis) in African wildlife with special reference to the cape buffalo (Syncerus caffer)."
253,9131564,"pubmed",TRUE,"9131564",1997,"J Wildl Dis","Serologic survey for infectious pathogens in free-ranging American bison."
254,23802762,"pubmed",TRUE,"23802762",2013,"Vet Q","Bovine herpesvirus-1 (BHV-1) - a re-emerging concern in livestock: a revisit to its biology, epidemiology, diagnosis, and prophylaxis."
255,4373588,"pubmed",TRUE,"4373588",1974,"J Wildl Dis","Vulvovaginitis in wildebeest caused by the virus of infectious bovine rhinotracheitis."
256,207748,"pubmed",TRUE,"207748",1978,"J Comp Pathol","Neutralizing antibodies to bovid herpes virus 1 (infectious bovine rhinotracheitis/infectious pustular vulvo-vaginitis) in African wildlife with special reference to the cape buffalo (Syncerus caffer)."
257,207748,"pubmed",TRUE,"207748",1978,"J Comp Pathol","Neutralizing antibodies to bovid herpes virus 1 (infectious bovine rhinotracheitis/infectious pustular vulvo-vaginitis) in African wildlife with special reference to the cape buffalo (Syncerus caffer)."
258,207748,"pubmed",TRUE,"207748",1978,"J Comp Pathol","Neutralizing antibodies to bovid herpes virus 1 (infectious bovine rhinotracheitis/infectious pustular vulvo-vaginitis) in African wildlife with special reference to the cape buffalo (Syncerus caffer)."
259,207748,"pubmed",TRUE,"207748",1978,"J Comp Pathol","Neutralizing antibodies to bovid herpes virus 1 (infectious bovine rhinotracheitis/infectious pustular vulvo-vaginitis) in African wildlife with special reference to the cape buffalo (Syncerus caffer)."
260,8383254,"pubmed",TRUE,"8383254",1993,"J Wildl Dis","Restriction endonuclease analysis of herpesviruses isolated from two peninsular bighorn sheep (Ovis canadensis cremnobates)."
261,207748,"pubmed",TRUE,"207748",1978,"J Comp Pathol","Neutralizing antibodies to bovid herpes virus 1 (infectious bovine rhinotracheitis/infectious pustular vulvo-vaginitis) in African wildlife with special reference to the cape buffalo (Syncerus caffer)."
262,207748,"pubmed",TRUE,"207748",1978,"J Comp Pathol","Neutralizing antibodies to bovid herpes virus 1 (infectious bovine rhinotracheitis/infectious pustular vulvo-vaginitis) in African wildlife with special reference to the cape buffalo (Syncerus caffer)."
263,9825798,"pubmed",TRUE,"9825798",1998,"Epidemiol Infect","The prevalence of antibody to the viruses of bovine virus diarrhoea, bovine herpes virus 1, rift valley fever, ephemeral fever and bluetongue and to Leptospira sp in free-ranging wildlife in Zimbabwe."
264,9825798,"pubmed",TRUE,"9825798",1998,"Epidemiol Infect","The prevalence of antibody to the viruses of bovine virus diarrhoea, bovine herpes virus 1, rift valley fever, ephemeral fever and bluetongue and to Leptospira sp in free-ranging wildlife in Zimbabwe."
265,207748,"pubmed",TRUE,"207748",1978,"J Comp Pathol","Neutralizing antibodies to bovid herpes virus 1 (infectious bovine rhinotracheitis/infectious pustular vulvo-vaginitis) in African wildlife with special reference to the cape buffalo (Syncerus caffer)."
266,207748,"pubmed",TRUE,"207748",1978,"J Comp Pathol","Neutralizing antibodies to bovid herpes virus 1 (infectious bovine rhinotracheitis/infectious pustular vulvo-vaginitis) in African wildlife with special reference to the cape buffalo (Syncerus caffer)."
267,207748,"pubmed",TRUE,"207748",1978,"J Comp Pathol","Neutralizing antibodies to bovid herpes virus 1 (infectious bovine rhinotracheitis/infectious pustular vulvo-vaginitis) in African wildlife with special reference to the cape buffalo (Syncerus caffer)."
268,14733272,"pubmed",TRUE,"14733272",2004,"J Wildl Dis","Antibodies to ruminant alpha-herpesviruses and pestiviruses in Norwegian cervids."
269,14733272,"pubmed",TRUE,"14733272",2004,"J Wildl Dis","Antibodies to ruminant alpha-herpesviruses and pestiviruses in Norwegian cervids."
271,1661783,"pubmed",TRUE,"1661783",1991,"J Wildl Dis","Serologic survey of white-tailed deer on Anticosti Island, Quebec for bovine herpesvirus 1, bovine viral diarrhea, and parainfluenza 3."
272,9825798,"pubmed",TRUE,"9825798",1998,"Epidemiol Infect","The prevalence of antibody to the viruses of bovine virus diarrhoea, bovine herpes virus 1, rift valley fever, ephemeral fever and bluetongue and to Leptospira sp in free-ranging wildlife in Zimbabwe."
273,207748,"pubmed",TRUE,"207748",1978,"J Comp Pathol","Neutralizing antibodies to bovid herpes virus 1 (infectious bovine rhinotracheitis/infectious pustular vulvo-vaginitis) in African wildlife with special reference to the cape buffalo (Syncerus caffer)."
274,170300,"pubmed",TRUE,"170300",1975,"J Clin Microbiol","Isolation of infectious bovine rhinotracheitis virus from Mustelidae."
275,170300,"pubmed",TRUE,"170300",1975,"J Clin Microbiol","Isolation of infectious bovine rhinotracheitis virus from Mustelidae."
276,21309468,"pubmed",TRUE,"21309468",2011,"Rev Sci Tech","Detection of bovine herpesvirus 1 sequences in yaks (Bos grunniens) with keratoconjunctivitis, using a highly sensitive nested polymerase chain reaction."
277,19558751,"pubmed",TRUE,"19558751",2009,"Anim Health Res Rev","Bovine herpes virus infections in cattle."
278,26198212,"pubmed",TRUE,"26198212",2015,"Vet Rec","First report of natural BoHV-1 infection in water buffalo."
279,2840840,"pubmed",TRUE,"2840840",1988,"Am J Vet Res","Characterization of bovine herpesviruses isolated from six sheep and four goats by restriction endonuclease analysis and radioimmunoprecipitation."
280,2840840,"pubmed",TRUE,"2840840",1988,"Am J Vet Res","Characterization of bovine herpesviruses isolated from six sheep and four goats by restriction endonuclease analysis and radioimmunoprecipitation."
281,19433051,"pubmed",TRUE,"19433051",2009,"Acta Trop","Natural exposure of Dromedary camels in Sudan to infectious bovine rhinotracheitis virus (bovine herpes virus-1)."
283,19409823,"pubmed",TRUE,"19409823",2009,"Vet J","Biology of bovine herpesvirus 5."
285,23332497,"pubmed",TRUE,"23332497",2013,"Res Vet Sci","Bubaline herpesvirus 1 associated with abortion in a Mediterranean water buffalo."
286,10982127,"pubmed",TRUE,"10982127",2000,"J Zoo Wildl Med","Serologic survey of selected viral agents in recently captured wild North American river otters (Lontra canadensis)."
287,2836635,"pubmed",TRUE,"2836635",1988,"J Wildl Dis","Serological survey of herpesvirus infections in wild ruminants of France and Belgium."
288,18363987,"pubmed",TRUE,"18363987",2008,"Aust Vet J","Isolation of caprine herpesvirus 1 from a major outbreak of infectious pustular vulvovaginitis in goats."
289,19793453,"pubmed",TRUE,"19793453",2008,"Comp Med","Simian varicella in old world monkeys."
290,19793453,"pubmed",TRUE,"19793453",2008,"Comp Med","Simian varicella in old world monkeys."
291,19793453,"pubmed",TRUE,"19793453",2008,"Comp Med","Simian varicella in old world monkeys."
292,19793453,"pubmed",TRUE,"19793453",2008,"Comp Med","Simian varicella in old world monkeys."
293,19793453,"pubmed",TRUE,"19793453",2008,"Comp Med","Simian varicella in old world monkeys."
294,19793453,"pubmed",TRUE,"19793453",2008,"Comp Med","Simian varicella in old world monkeys."
295,20031457,"pubmed",TRUE,"20031457",2009,"Vet J","Isolation of cervid herpesvirus 1 from the genital tract of a farmed red deer in Northern France."
296,21167662,"pubmed",TRUE,"21167662",2010,"Vet Microbiol","Fatal epizootic equine herpesvirus 1 infections in new and unnatural hosts."
297,22902751,"pubmed",TRUE,"22902751",2012,"Curr Biol","A potentially fatal mix of herpes in zoos."
298,10682740,"pubmed",TRUE,"10682740",2000,"J Wildl Dis","Clinical and pathological findings of a newly recognized disease of elephants caused by endotheliotropic herpesviruses."
299,10682740,"pubmed",TRUE,"10682740",2000,"J Wildl Dis","Clinical and pathological findings of a newly recognized disease of elephants caused by endotheliotropic herpesviruses."
300,16891794,"pubmed",TRUE,"16891794",2006,"J Vet Med Sci","Characterization of equid herpesvirus 1 (EHV-1) related viruses from captive Grevy's zebra and blackbuck."
301,16891794,"pubmed",TRUE,"16891794",2006,"J Vet Med Sci","Characterization of equid herpesvirus 1 (EHV-1) related viruses from captive Grevy's zebra and blackbuck."
302,24440374,"pubmed",TRUE,"24440374",2014,"Vet Microbiol","Zebra-borne equine herpesvirus type 1 (EHV-1) infection in non-African captive mammals."
303,15827213,"pubmed",TRUE,"15827213",2005,"J Wildl Dis","Antibodies against equine herpesviruses and equine arteritis virus in Burchell's zebras (Equus burchelli ) from the Serengeti ecosystem."
304,21167662,"pubmed",TRUE,"21167662",2010,"Vet Microbiol","Fatal epizootic equine herpesvirus 1 infections in new and unnatural hosts."
305,2854705,"pubmed",TRUE,"2854705",1988,"Am J Vet Res","Isolation and comparative restriction endonuclease DNA fingerprinting of equine herpesvirus-1 from cattle."
306,2835346,"pubmed",TRUE,"2835346",1988,"J Am Vet Med Assoc","An epizootic of blindness and encephalitis associated with a herpesvirus indistinguishable from equine herpesvirus I in a herd of alpacas and llamas."
