HostOriginal,HostTaxID,HostNCBIResolved,Host,HostGenus,HostFamily,HostOrder,HostClass,ManualResolved_Note
psittacula derbiana,57074,TRUE,Psittacula derbiana,Psittacula,Psittacidae,Psittaciformes,Aves,
psittacula echo,232653,TRUE,Psittacula echo,Psittacula,Psittacidae,Psittaciformes,Aves,
psittacula eupatria,232655,TRUE,Psittacula eupatria,Psittacula,Psittacidae,Psittaciformes,Aves,
psittacula krameri,9228,TRUE,Psittacula krameri,Psittacula,Psittacidae,Psittaciformes,Aves,
psittaculirostris edwardsii,274071,TRUE,Psittaculirostris edwardsii,Psittaculirostris,Psittacidae,Psittaciformes,Aves,
psittacus erithacus,57247,TRUE,Psittacus erithacus,Psittacus,Psittacidae,Psittaciformes,Aves,
psitteuteles goldiei,176074,TRUE,Psitteuteles goldiei,Psitteuteles,Psittaculidae,Psittaciformes,Aves,
pterapogon kauderni,215349,TRUE,Pterapogon kauderni,Pterapogon,Apogonidae,Kurtiformes,Actinopteri,
pterocnemia pennata,8795,TRUE,Rhea pennata,Rhea,Rheidae,Rheiformes,Aves,
pteroglossus torquatus,283161,TRUE,Pteroglossus torquatus,Pteroglossus,Ramphastidae,Piciformes,Aves,
pteroglossus viridis,285011,TRUE,Pteroglossus viridis,Pteroglossus,Ramphastidae,Piciformes,Aves,
pterois lunulata,490279,TRUE,Pterois lunulata,Pterois,Scorpaenidae,Perciformes,Actinopteri,
pteromys volans,55152,TRUE,Pteromys volans,Pteromys,Sciuridae,Rodentia,Mammalia,
pteronotus davyi,94956,TRUE,Pteronotus davyi,Pteronotus,Mormoopidae,Chiroptera,Mammalia,
pteronotus parnellii,59476,TRUE,Pteronotus parnellii,Pteronotus,Mormoopidae,Chiroptera,Mammalia,
pterophyllum scalare,74131,TRUE,Pterophyllum scalare,Pterophyllum,Cichlidae,Cichliformes,Actinopteri,
pteroplatytrygon violacea,651723,TRUE,Pteroplatytrygon violacea,Pteroplatytrygon,Dasyatidae,Myliobatiformes,Chondrichthyes,
pteropus admiralitatum,58082,TRUE,Pteropus admiralitatum,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus alecto,9402,TRUE,Pteropus alecto,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus capistratus,1291037,TRUE,Pteropus capistratus,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus conspicillatus,328804,TRUE,Pteropus conspicillatus,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus dasymallus,126282,TRUE,Pteropus dasymallus,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus giganteus,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus hypomelanus,9405,TRUE,Pteropus hypomelanus,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus lylei,166054,TRUE,Pteropus lylei,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus neohibernicus,170224,TRUE,Pteropus neohibernicus,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus poliocephalus,9403,TRUE,Pteropus poliocephalus,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus pumilus,161598,TRUE,Pteropus pumilus,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus rodricensis,77216,TRUE,Pteropus rodricensis,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus rufus,196297,TRUE,Pteropus rufus,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus scapulatus,94117,TRUE,Pteropus scapulatus,Pteropus,Pteropodidae,Chiroptera,Mammalia,
pteropus vampyrus,132908,TRUE,Pteropus vampyrus,Pteropus,Pteropodidae,Chiroptera,Mammalia,
ptyas korros,74367,TRUE,Ptyas korros,Ptyas,Colubridae,Squamata,Lepidosauria,
ptychadena anchietae,127654,TRUE,Ptychadena anchietae,Ptychadena,Ptychadenidae,Anura,Amphibia,
ptychadena bibroni,143492,TRUE,Ptychadena bibroni,Ptychadena,Ptychadenidae,Anura,Amphibia,
ptychadena longirostris,261670,TRUE,Ptychadena longirostris,Ptychadena,Ptychadenidae,Anura,Amphibia,
ptychadena mascareniensis,88031,TRUE,Ptychadena mascareniensis,Ptychadena,Ptychadenidae,Anura,Amphibia,
ptyodactylus hasselquistii,502504,TRUE,Ptyodactylus hasselquistii,Ptyodactylus,Phyllodactylidae,Squamata,Lepidosauria,
pudu puda,163861,TRUE,Pudu puda,Pudu,Cervidae,Artiodactyla,Mammalia,
puffinus pacificus,48683,TRUE,Ardenna pacifica,Ardenna,Procellariidae,Procellariiformes,Aves,
puffinus puffinus,48688,TRUE,Puffinus puffinus,Puffinus,Procellariidae,Procellariiformes,Aves,
puffinus tenuirostris,48684,TRUE,Ardenna tenuirostris,Ardenna,Procellariidae,Procellariiformes,Aves,
puma concolor,9696,TRUE,Puma concolor,Puma,Felidae,Carnivora,Mammalia,
puma yagouaroundi,1608482,TRUE,Puma yagouaroundi,Puma,Felidae,Carnivora,Mammalia,
pungitius pungitius,134920,TRUE,Pungitius pungitius,Pungitius,Gasterosteidae,Perciformes,Actinopteri,
pungitius sinensis,497904,TRUE,Pungitius sinensis,Pungitius,Gasterosteidae,Perciformes,Actinopteri,
puntius conchonius,27708,TRUE,Pethia conchonius,Pethia,Cyprinidae,Cypriniformes,Actinopteri,
puntius sophore,205134,TRUE,Puntius sophore,Puntius,Cyprinidae,Cypriniformes,Actinopteri,
purpureicephalus spurius,336387,TRUE,Purpureicephalus spurius,Purpureicephalus,Psittacidae,Psittaciformes,Aves,
pusa caspica,693431,TRUE,Pusa caspica,Pusa,Phocidae,Carnivora,Mammalia,
pusa hispida,9718,TRUE,Pusa hispida,Pusa,Phocidae,Carnivora,Mammalia,
pusa sibirica,9719,TRUE,Pusa sibirica,Pusa,Phocidae,Carnivora,Mammalia,
pycnonotus jocosus,182897,TRUE,Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,Aves,
pycnonotus xanthopygos,431836,TRUE,Pycnonotus xanthopygos,Pycnonotus,Pycnonotidae,Passeriformes,Aves,
pygathrix nemaeus,54133,TRUE,Pygathrix nemaeus,Pygathrix,Cercopithecidae,Primates,Mammalia,
pygocentrus nattereri,42514,TRUE,Pygocentrus nattereri,Pygocentrus,Serrasalmidae,Characiformes,Actinopteri,
pygoscelis adeliae,9238,TRUE,Pygoscelis adeliae,Pygoscelis,Spheniscidae,Sphenisciformes,Aves,
pygoscelis antarcticus,79643,TRUE,Pygoscelis antarcticus,Pygoscelis,Spheniscidae,Sphenisciformes,Aves,
pygoscelis papua,30457,TRUE,Pygoscelis papua,Pygoscelis,Spheniscidae,Sphenisciformes,Aves,
pyrenestes sanguineus,267972,TRUE,Pyrenestes sanguineus,Pyrenestes,Estrildidae,Passeriformes,Aves,
pyrilia barrabandi,285230,TRUE,Pyrilia barrabandi,Pyrilia,Psittacidae,Psittaciformes,Aves,
pyroderus scutatus,114375,TRUE,Pyroderus scutatus,Pyroderus,Cotingidae,Passeriformes,Aves,
pyrrhula pyrrhula,37607,TRUE,Pyrrhula pyrrhula,Pyrrhula,Fringillidae,Passeriformes,Aves,
pyrrhura cruentata,311901,TRUE,Pyrrhura cruentata,Pyrrhura,Psittacidae,Psittaciformes,Aves,
pyrrhura molinae,311895,TRUE,Pyrrhura molinae,Pyrrhura,Psittacidae,Psittaciformes,Aves,
pyrrhura perlata,311897,TRUE,Pyrrhura perlata,Pyrrhura,Psittacidae,Psittaciformes,Aves,
python molurus,51750,TRUE,Python molurus,Python,Pythonidae,Squamata,Lepidosauria,
python regius,51751,TRUE,Python regius,Python,Pythonidae,Squamata,Lepidosauria,
python reticulatus,1496311,TRUE,Malayopython reticulatus,Malayopython,Pythonidae,Squamata,Lepidosauria,
pytilia hypogrammica,247529,TRUE,Pytilia hypogrammica,Pytilia,Estrildidae,Passeriformes,Aves,
pyxicephalus adspersus,30357,TRUE,Pyxicephalus adspersus,Pyxicephalus,Pyxicephalidae,Anura,Amphibia,
querula purpurata,114379,TRUE,Querula purpurata,Querula,Cotingidae,Passeriformes,Aves,
quiscalus major,84780,TRUE,Quiscalus major,Quiscalus,Icteridae,Passeriformes,Aves,
quiscalus quiscula,84782,TRUE,Quiscalus quiscula,Quiscalus,Icteridae,Passeriformes,Aves,
rachycentron canadum,141264,TRUE,Rachycentron canadum,Rachycentron,Rachycentridae,Carangiformes,Actinopteri,
raja clavata,7781,TRUE,Raja clavata,Raja,Rajidae,Rajiformes,Chondrichthyes,
raja montagui,27588,TRUE,Raja montagui,Raja,Rajidae,Rajiformes,Chondrichthyes,
raja radula,223860,TRUE,Raja radula,Raja,Rajidae,Rajiformes,Chondrichthyes,
rallus aquaticus,54496,TRUE,Rallus aquaticus,Rallus,Rallidae,Gruiformes,Aves,
ramphastos dicolorus,322580,TRUE,Ramphastos dicolorus,Ramphastos,Ramphastidae,Piciformes,Aves,
ramphastos sulfuratus,322582,TRUE,Ramphastos sulfuratus,Ramphastos,Ramphastidae,Piciformes,Aves,
ramphastos swainsonii,207748,TRUE,Ramphastos swainsonii,Ramphastos,Ramphastidae,Piciformes,Aves,
ramphastos toco,95723,TRUE,Ramphastos toco,Ramphastos,Ramphastidae,Piciformes,Aves,
ramphocelus carbo,36730,TRUE,Ramphocelus carbo,Ramphocelus,Thraupidae,Passeriformes,Aves,
ramphocelus passerinii,36725,TRUE,Ramphocelus passerinii,Ramphocelus,Thraupidae,Passeriformes,Aves,
rana arvalis,156871,TRUE,Rana arvalis,Rana,Ranidae,Anura,Amphibia,
rana aurora,160496,TRUE,Rana aurora,Rana,Ranidae,Anura,Amphibia,
rana berlandieri,30360,TRUE,Lithobates berlandieri,Lithobates,Ranidae,Anura,Amphibia,
rana blairi,152344,TRUE,Lithobates blairi,Lithobates,Ranidae,Anura,Amphibia,
rana catesbeiana,8400,TRUE,Lithobates catesbeianus,Lithobates,Ranidae,Anura,Amphibia,
rana chalconota,127020,TRUE,Hylarana chalconota,Hylarana,Ranidae,Anura,Amphibia,
rana chensinensis,79015,TRUE,Rana chensinensis,Rana,Ranidae,Anura,Amphibia,
rana clamitans,145282,TRUE,Lithobates clamitans,Lithobates,Ranidae,Anura,Amphibia,
rana dalmatina,51331,TRUE,Rana dalmatina,Rana,Ranidae,Anura,Amphibia,
rana dunni,299679,TRUE,Lithobates dunni,Lithobates,Ranidae,Anura,Amphibia,
rana dybowskii,71582,TRUE,Rana dybowskii,Rana,Ranidae,Anura,Amphibia,
rana forreri,200788,TRUE,Lithobates forreri,Lithobates,Ranidae,Anura,Amphibia,
rana graeca,51332,TRUE,Rana graeca,Rana,Ranidae,Anura,Amphibia,
rana grylio,190277,TRUE,Lithobates grylio,Lithobates,Ranidae,Anura,Amphibia,
rana lessonae,45623,TRUE,Pelophylax lessonae,Pelophylax,Ranidae,Anura,Amphibia,
rana luteiventris,58176,TRUE,Rana luteiventris,Rana,Ranidae,Anura,Amphibia,
rana montezumae,299680,TRUE,Lithobates montezumae,Lithobates,Ranidae,Anura,Amphibia,
rana muscosa,160500,TRUE,Rana muscosa,Rana,Ranidae,Anura,Amphibia,
rana nigromaculata,8409,TRUE,Pelophylax nigromaculatus,Pelophylax,Ranidae,Anura,Amphibia,
rana palustris,298395,TRUE,Lithobates palustris,Lithobates,Ranidae,Anura,Amphibia,
rana pipiens,8404,TRUE,Lithobates pipiens,Lithobates,Ranidae,Anura,Amphibia,
rana pleuraden,369511,TRUE,Nidirana pleuraden,Nidirana,Ranidae,Anura,Amphibia,
rana pretiosa,69834,TRUE,Rana pretiosa,Rana,Ranidae,Anura,Amphibia,
rana ridibundus,8406,TRUE,Pelophylax ridibundus,Pelophylax,Ranidae,Anura,Amphibia,
rana rugosa,8410,TRUE,Glandirana rugosa,Glandirana,Ranidae,Anura,Amphibia,
rana septentrionalis,190274,TRUE,Lithobates septentrionalis,Lithobates,Ranidae,Anura,Amphibia,
rana sierrae,996475,TRUE,Rana sierrae,Rana,Ranidae,Anura,Amphibia,
rana sylvatica,45438,TRUE,Lithobates sylvaticus,Lithobates,Ranidae,Anura,Amphibia,
rana temporaria,8407,TRUE,Rana temporaria,Rana,Ranidae,Anura,Amphibia,
rana vaillanti,299662,TRUE,Lithobates vaillanti,Lithobates,Ranidae,Anura,Amphibia,
rangifer tarandus,9870,TRUE,Rangifer tarandus,Rangifer,Cervidae,Artiodactyla,Mammalia,
raphicerus campestris,59544,TRUE,Raphicerus campestris,Raphicerus,Bovidae,Artiodactyla,Mammalia,
raphicerus melanotis,66435,TRUE,Raphicerus melanotis,Raphicerus,Bovidae,Artiodactyla,Mammalia,
raphicerus sharpei,66436,TRUE,Raphicerus sharpei,Raphicerus,Bovidae,Artiodactyla,Mammalia,
rastrelliger kanagurta,70446,TRUE,Rastrelliger kanagurta,Rastrelliger,Scombridae,Scombriformes,Actinopteri,
rattus argentiventer,83752,TRUE,Rattus argentiventer,Rattus,Muridae,Rodentia,Mammalia,
rattus exulans,34854,TRUE,Rattus exulans,Rattus,Muridae,Rodentia,Mammalia,
rattus flavipectus,69074,TRUE,Rattus flavipectus,Rattus,Muridae,Rodentia,Mammalia,
rattus fuscipes,10119,TRUE,Rattus fuscipes,Rattus,Muridae,Rodentia,Mammalia,
rattus leucopus,10115,TRUE,Rattus leucopus,Rattus,Muridae,Rodentia,Mammalia,
rattus losea,69075,TRUE,Rattus losea,Rattus,Muridae,Rodentia,Mammalia,
rattus lutreolus,472760,TRUE,Rattus lutreolus,Rattus,Muridae,Rodentia,Mammalia,
rattus nitidus,508668,TRUE,Rattus nitidus,Rattus,Muridae,Rodentia,Mammalia,
rattus norvegicus,10116,TRUE,Rattus norvegicus,Rattus,Muridae,Rodentia,Mammalia,
rattus pyctoris,583359,TRUE,Rattus pyctoris,Rattus,Muridae,Rodentia,Mammalia,
rattus rattus,10117,TRUE,Rattus rattus,Rattus,Muridae,Rodentia,Mammalia,
rattus sordidus,10120,TRUE,Rattus sordidus,Rattus,Muridae,Rodentia,Mammalia,
rattus tanezumi,35732,TRUE,Rattus tanezumi,Rattus,Muridae,Rodentia,Mammalia,
rattus tiomanicus,83755,TRUE,Rattus tiomanicus,Rattus,Muridae,Rodentia,Mammalia,
rattus tunneyi,10121,TRUE,Rattus tunneyi,Rattus,Muridae,Rodentia,Mammalia,
ratufa macroura,1479094,TRUE,Ratufa macroura,Ratufa,Sciuridae,Rodentia,Mammalia,
redunca arundinum,59554,TRUE,Redunca arundinum,Redunca,Bovidae,Artiodactyla,Mammalia,
redunca fulvorufula,59555,TRUE,Redunca fulvorufula,Redunca,Bovidae,Artiodactyla,Mammalia,
redunca redunca,59556,TRUE,Redunca redunca,Redunca,Bovidae,Artiodactyla,Mammalia,
regulus satrapa,13245,TRUE,Regulus satrapa,Regulus,Sylviidae,Passeriformes,Aves,
reinhardtius hippoglossoides,111784,TRUE,Reinhardtius hippoglossoides,Reinhardtius,Pleuronectidae,Pleuronectiformes,Actinopteri,
reithrodontomys creper,319462,TRUE,Reithrodontomys creper,Reithrodontomys,Cricetidae,Rodentia,Mammalia,
reithrodontomys fulvescens,56213,TRUE,Reithrodontomys fulvescens,Reithrodontomys,Cricetidae,Rodentia,Mammalia,
reithrodontomys megalotis,44234,TRUE,Reithrodontomys megalotis,Reithrodontomys,Cricetidae,Rodentia,Mammalia,
reithrodontomys mexicanus,89150,TRUE,Reithrodontomys mexicanus,Reithrodontomys,Cricetidae,Rodentia,Mammalia,
reithrodontomys sumichrasti,89102,TRUE,Reithrodontomys sumichrasti,Reithrodontomys,Cricetidae,Rodentia,Mammalia,
repomucenus lunatus,1503340,TRUE,Repomucenus lunatus,Repomucenus,Callionymidae,Syngnathiformes,Actinopteri,
rhabdomys pumilio,121573,TRUE,Rhabdomys pumilio,Rhabdomys,Muridae,Rodentia,Mammalia,
rhabdosargus sarba,182642,TRUE,Rhabdosargus sarba,Rhabdosargus,Sparidae,Spariformes,Actinopteri,
rhacophorus maximus,462324,TRUE,Zhangixalus maximus,Zhangixalus,Rhacophoridae,Anura,Amphibia,
rhaebo haematiticus,30333,TRUE,Rhaebo haematiticus,Rhaebo,Bufonidae,Anura,Amphibia,
rhamdia cinerascens,164378,TRUE,Rhamdia cinerascens,Rhamdia,Pimelodidae,Siluriformes,Actinopteri,
rhea americana,8797,TRUE,Rhea americana,Rhea,Rheidae,Rheiformes,Aves,
rhina ancylostoma,195328,TRUE,Rhina ancylostoma,Rhina,Rhinidae,Rhinopristiformes,Chondrichthyes,
rhinella marina,8386,TRUE,Rhinella marina,Rhinella,Bufonidae,Anura,Amphibia,
rhinoceros unicornis,9809,TRUE,Rhinoceros unicornis,Rhinoceros,Rhinocerotidae,Perissodactyla,Mammalia,
rhinogobius brunneus,933223,TRUE,Rhinogobius brunneus,Rhinogobius,Gobiidae,Gobiiformes,Actinopteri,
rhinolophus affinis,59477,TRUE,Rhinolophus affinis,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus alcyone,249024,TRUE,Rhinolophus alcyone,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus blasii,519037,TRUE,Rhinolophus blasii,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus cornutus,196296,TRUE,Rhinolophus cornutus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus eloquens,519038,TRUE,Rhinolophus eloquens,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus euryale,109476,TRUE,Rhinolophus euryale,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus ferrumequinum,59479,TRUE,Rhinolophus ferrumequinum,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus hildebrandti,302411,TRUE,Rhinolophus hildebrandti,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus hipposideros,77218,TRUE,Rhinolophus hipposideros,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus lepidus,188570,TRUE,Rhinolophus lepidus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus macrotis,196889,TRUE,Rhinolophus macrotis,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus mehelyi,342862,TRUE,Rhinolophus mehelyi,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus pearsonii,188571,TRUE,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus pusillus,159858,TRUE,Rhinolophus pusillus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus rouxii,89398,TRUE,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinolophus sinicus,89399,TRUE,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,
rhinomuraena quaesita,391222,TRUE,Rhinomuraena quaesita,Rhinomuraena,Muraenidae,Anguilliformes,Actinopteri,
rhinophylla pumilio,138707,TRUE,Rhinophylla pumilio,Rhinophylla,Phyllostomidae,Chiroptera,Mammalia,
rhinopithecus bieti,61621,TRUE,Rhinopithecus bieti,Rhinopithecus,Cercopithecidae,Primates,Mammalia,
rhinopithecus roxellana,61622,TRUE,Rhinopithecus roxellana,Rhinopithecus,Cercopithecidae,Primates,Mammalia,
rhinoptera bonasus,118255,TRUE,Rhinoptera bonasus,Rhinoptera,Myliobatidae,Myliobatiformes,Chondrichthyes,
rhinoptera neglecta,334991,TRUE,Rhinoptera neglecta,Rhinoptera,Myliobatidae,Myliobatiformes,Chondrichthyes,
rhinoptera steindachneri,86375,TRUE,Rhinoptera steindachneri,Rhinoptera,Myliobatidae,Myliobatiformes,Chondrichthyes,
rhipidura fuliginosa,381039,TRUE,Rhipidura fuliginosa,Rhipidura,Rhipiduridae,Passeriformes,Aves,
rhodeus sericeus,58327,TRUE,Rhodeus sericeus,Rhodeus,Acheilognathidae,Cypriniformes,Actinopteri,
rhogeessa parvula,153298,TRUE,Rhogeessa parvula,Rhogeessa,Vespertilionidae,Chiroptera,Mammalia,
rhombomys opimus,186474,TRUE,Rhombomys opimus,Rhombomys,Muridae,Rodentia,Mammalia,
rhombosolea tapirina,443810,TRUE,Rhombosolea tapirina,Rhombosolea,Rhombosoleidae,Pleuronectiformes,Actinopteri,
rhopocichla atriceps,1149666,TRUE,Rhopocichla atriceps,Rhopocichla,Timaliidae,Passeriformes,Aves,
rhynchobatus djiddensis,195333,TRUE,Rhynchobatus djiddensis,Rhynchobatus,Rhynchobatidae,Rhinopristiformes,Chondrichthyes,
rhynchonycteris naso,249017,TRUE,Rhynchonycteris naso,Rhynchonycteris,Emballonuridae,Chiroptera,Mammalia,
richardsonius balteatus,86930,TRUE,Richardsonius balteatus,Richardsonius,Leuciscidae,Cypriniformes,Actinopteri,
rieppeleon brevicaudatus,338556,TRUE,Rieppeleon brevicaudatus,Rieppeleon,Chamaeleonidae,Squamata,Lepidosauria,
riparia riparia,88110,TRUE,Riparia riparia,Riparia,Hirundinidae,Passeriformes,Aves,
rissa tridactyla,75485,TRUE,Rissa tridactyla,Rissa,Laridae,Charadriiformes,Aves,
romerolagus diazi,48089,TRUE,Romerolagus diazi,Romerolagus,Leporidae,Lagomorpha,Mammalia,
rousettus aegyptiacus,9407,TRUE,Rousettus aegyptiacus,Rousettus,Pteropodidae,Chiroptera,Mammalia,
rousettus amplexicaudatus,58083,TRUE,Rousettus amplexicaudatus,Rousettus,Pteropodidae,Chiroptera,Mammalia,
rousettus leschenaultii,9408,TRUE,Rousettus leschenaultii,Rousettus,Pteropodidae,Chiroptera,Mammalia,
rousettus madagascariensis,77223,TRUE,Rousettus madagascariensis,Rousettus,Pteropodidae,Chiroptera,Mammalia,
rucervus duvaucelii,43328,TRUE,Rucervus duvaucelii,Rucervus,Cervidae,Artiodactyla,Mammalia,
rupicapra pyrenaica,72545,TRUE,Rupicapra pyrenaica,Rupicapra,Bovidae,Artiodactyla,Mammalia,
rupicapra rupicapra,34869,TRUE,Rupicapra rupicapra,Rupicapra,Bovidae,Artiodactyla,Mammalia,
rupicola rupicola,81879,TRUE,Rupicola rupicola,Rupicola,Cotingidae,Passeriformes,Aves,
rusa alfredi,1088129,TRUE,Rusa alfredi,Rusa,Cervidae,Artiodactyla,Mammalia,
rusa timorensis,1088130,TRUE,Rusa timorensis,Rusa,Cervidae,Artiodactyla,Mammalia,
rusa unicolor,662561,TRUE,Rusa unicolor,Rusa,Cervidae,Artiodactyla,Mammalia,
rutilus rubilio,1789051,TRUE,Sarmarutilus rubilio,Sarmarutilus,Leuciscidae,Cypriniformes,Actinopteri,
rutilus rutilus,48668,TRUE,Rutilus rutilus,Rutilus,Leuciscidae,Cypriniformes,Actinopteri,
rynchops niger,227184,TRUE,Rynchops niger,Rynchops,Laridae,Charadriiformes,Aves,
saara loricata,499057,TRUE,Saara loricata,Saara,Agamidae,Squamata,Lepidosauria,
saccolaimus flaviventris,446910,TRUE,Saccolaimus flaviventris,Saccolaimus,Emballonuridae,Chiroptera,Mammalia,
saccolaimus saccolaimus,526813,TRUE,Saccolaimus saccolaimus,Saccolaimus,Emballonuridae,Chiroptera,Mammalia,
sagittarius serpentarius,56258,TRUE,Sagittarius serpentarius,Sagittarius,Sagittariidae,Accipitriformes,Aves,
saguinus bicolor,37588,TRUE,Saguinus bicolor,Saguinus,Cebidae,Primates,Mammalia,
saguinus fuscicollis,9487,TRUE,Leontocebus fuscicollis,Leontocebus,Cebidae,Primates,Mammalia,
saguinus geoffroyi,43778,TRUE,Saguinus geoffroyi,Saguinus,Cebidae,Primates,Mammalia,
saguinus imperator,9491,TRUE,Saguinus imperator,Saguinus,Cebidae,Primates,Mammalia,
saguinus labiatus,78454,TRUE,Saguinus labiatus,Saguinus,Cebidae,Primates,Mammalia,
saguinus leucopus,290597,TRUE,Saguinus leucopus,Saguinus,Cebidae,Primates,Mammalia,
saguinus midas,30586,TRUE,Saguinus midas,Saguinus,Cebidae,Primates,Mammalia,
saguinus mystax,9488,TRUE,Saguinus mystax,Saguinus,Cebidae,Primates,Mammalia,
saguinus niger,356665,TRUE,Saguinus niger,Saguinus,Cebidae,Primates,Mammalia,
saguinus oedipus,9490,TRUE,Saguinus oedipus,Saguinus,Cebidae,Primates,Mammalia,
saiga tatarica,34875,TRUE,Saiga tatarica,Saiga,Bovidae,Artiodactyla,Mammalia,
saimiri boliviensis,27679,TRUE,Saimiri boliviensis,Saimiri,Cebidae,Primates,Mammalia,
saimiri oerstedii,70928,TRUE,Saimiri oerstedii,Saimiri,Cebidae,Primates,Mammalia,
saimiri sciureus,9521,TRUE,Saimiri sciureus,Saimiri,Cebidae,Primates,Mammalia,
saimiri ustus,66265,TRUE,Saimiri ustus,Saimiri,Cebidae,Primates,Mammalia,
salamandra salamandra,57571,TRUE,Salamandra salamandra,Salamandra,Salamandridae,Caudata,Amphibia,
salminus maxillosus,304083,TRUE,Salminus maxillosus,Salminus,Bryconidae,Characiformes,Actinopteri,
salmo letnica,234793,TRUE,Salmo letnica,Salmo,Salmonidae,Salmoniformes,Actinopteri,
salmo salar,8030,TRUE,Salmo salar,Salmo,Salmonidae,Salmoniformes,Actinopteri,
salmo trutta,8032,TRUE,Salmo trutta,Salmo,Salmonidae,Salmoniformes,Actinopteri,
saltator maximus,460219,TRUE,Saltator maximus,Saltator,Thraupidae,Passeriformes,Aves,
salvadora hexalepis,94945,TRUE,Salvadora hexalepis,Salvadora,Colubridae,Squamata,Lepidosauria,
salvator merianae,96440,TRUE,Salvator merianae,Salvator,Teiidae,Squamata,Lepidosauria,
salvelinus alpinus,8036,TRUE,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,
salvelinus fontinalis,8038,TRUE,Salvelinus fontinalis,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,
salvelinus leucomaenis,8034,TRUE,Salvelinus leucomaenis,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,
salvelinus namaycush,8040,TRUE,Salvelinus namaycush,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,
sander lucioperca,283035,TRUE,Sander lucioperca,Sander,Percidae,Perciformes,Actinopteri,
sander vitreus,283036,TRUE,Sander vitreus,Sander,Percidae,Perciformes,Actinopteri,
sanzinia madagascariensis,51881,TRUE,Sanzinia madagascariensis,Sanzinia,Boidae,Squamata,Lepidosauria,
sapajus apella,9515,TRUE,Sapajus apella,Sapajus,Cebidae,Primates,Mammalia,
sapajus cay,649471,TRUE,Sapajus cay,Sapajus,Cebidae,Primates,Mammalia,
sapajus flavius,1112861,TRUE,Sapajus flavius,Sapajus,Cebidae,Primates,Mammalia,
sapajus nigritus,867366,TRUE,Sapajus nigritus,Sapajus,Cebidae,Primates,Mammalia,
sapajus nigritus robustus,867366,TRUE,Sapajus nigritus,Sapajus,Cebidae,Primates,Mammalia,
sapajus xanthosternos,174599,TRUE,Sapajus xanthosternos,Sapajus,Cebidae,Primates,Mammalia,
sarcophilus harrisii,9305,TRUE,Sarcophilus harrisii,Sarcophilus,Dasyuridae,Dasyuromorphia,Mammalia,
sardina pilchardus,27697,TRUE,Sardina pilchardus,Sardina,Clupeidae,Clupeiformes,Actinopteri,
sardinella longiceps,96888,TRUE,Sardinella longiceps,Sardinella,Clupeidae,Clupeiformes,Actinopteri,
sardinops sagax,28381,TRUE,Sardinops sagax,Sardinops,Clupeidae,Clupeiformes,Actinopteri,
sargocentron punctatissimum,47711,TRUE,Sargocentron punctatissimum,Sargocentron,Holocentridae,Holocentriformes,Actinopteri,
sarotherodon galilaeus,8144,TRUE,Sarotherodon galilaeus,Sarotherodon,Cichlidae,Cichliformes,Actinopteri,
sarotherodon melanotheron,50613,TRUE,Sarotherodon melanotheron,Sarotherodon,Cichlidae,Cichliformes,Actinopteri,
