"AssocID","Host_AsReported","Pathogen_AsReported"
147162,"pithecia pithecia","plasmodium brasilianum"
147163,"pithecia pithecia","plasmodium brasilianum"
147164,"pithecia pithecia","plasmodium falciparum"
147165,"pithecia pithecia","plasmodium sp."
147166,"pithecia pithecia","plasmodium sp."
147167,"pithecia pithecia","trypanosoma lambrechti"
147168,"pithecia pithecia","trypanosoma lambrechti"
147169,"pithecia pithecia","trypanosoma sp."
147175,"callicebus brunneus","chilomastix mesnili"
147177,"callicebus brunneus","plasmodium brasilianum"
147178,"callicebus brunneus","plasmodium brasilianum"
147179,"callicebus brunneus","plasmodium brasilianum"
147180,"callicebus brunneus","trypanosomes cruzi"
147181,"callicebus brunneus","trypanosomes devei"
147182,"callicebus brunneus","trypanosomes minasense"
147183,"callicebus brunneus","trypanosomes rangeli"
147184,"callicebus caligatus","plasmodium sp."
147185,"callicebus moloch cupreus","trypanosoma minasense"
147186,"callicebus cupreus","trypanosoma sp."
147187,"callicebus moloch","plasmodium brasilianum"
147188,"pongo abelii","balantidium coli"
147189,"pongo abelii","chilomastix sp."
147190,"pongo abelii","entamoeba sp."
147193,"pongo pygmaeus","balantidium coli"
147194,"pongo pygmaeus","entamoeba coli"
147196,"pongo pygmaeus","entamoeba histolytica"
147198,"pongo pygmaeus","plasmodium pitheci"
147199,"pongo pygmaeus pygmaeus","plasmodium pitheci"
147200,"pongo pygmaeus","plasmodium pitheci"
147201,"pongo pygmaeus","plasmodium pitheci"
147203,"pongo pygmaeus","trypanosoma evansi"
147212,"presbytis melalophos","plasmodium inui"
147213,"presbytis melalophos","plasmodium knowlesi"
147214,"presbytis melalophos","plasmodium knowlesi"
147215,"presbytis melalophos","plasmodium sp."
147216,"felis bengalensis euptilura","hepatozoon spp."
147217,"felis bengalensis","isospora sp."
147219,"felis iriomotensis","hepatozoon spp."
147220,"procapra gutturosa","sarcocystis danzani"
147221,"procapra gutturosa","sarcocystis mongolica"
147222,"procapra gutturosa","sarcocystis"
147228,"procyon cancrivorus","hepatozoon canis"
147229,"procyon cancrivorus","leishmania sp."
147230,"procyon lotor","babesia lotori"
147233,"procyon lotor","babesia sp."
147234,"procyon lotor","babesia microti-like"
147235,"procyon lotor","babesia sensu stricto"
147236,"procyon lotor","babesia sensu stricto and babesia microti-like"
147237,"procyon lotor","babesia sensu stricto or babesia microti-like"
147238,"procyon lotor","babesia sp."
147239,"procyon lotor","babesia spp."
147245,"procyon lotor","cryptosporidium parvum"
147246,"procyon lotor","cryptosporidium parvum"
147247,"procyon lotor","cryptosporidium sp."
147248,"procyon lotor","cryptosporidium sp."
147249,"procyon lotor","cryptosporidium spp."
147250,"procyon lotor","eimeria nuttalli"
147251,"prycon lotor","eimeria nuttalli"
147252,"procyon lotor","eimeria procyonis"
147253,"procyon lotor","eimeria sp."
147254,"procyon lotor","eimeria sp."
147255,"procyon lotor","hepatozoon procyonis"
147256,"procyon lotor","hepatozoon procyonis"
147257,"procyon lotor","hepatozoon procyonis"
147258,"procyon lotor","hepatozoon sp."
147259,"procyon lotor","monocystis sp."
147260,"procyon lotor","neospora caninum"
147261,"procyon lotor","neospora caninum"
147262,"procyon lotor","sarcocystis kirkpatericki"
147263,"procyon lotor","sarcocystis kirkpatricki"
147264,"procyon lotor","sarcocystis kirkpatricki"
147265,"procyon lotor","sarcocystis kirkpatricki"
147266,"procyon lotor","sarcocystis kirkpatricki"
147268,"procyon lotor","sarcocystis neurona"
147269,"procyon lotor","sarcocystis neurona"
147270,"procyon lotor","sarcocystis neurona"
147271,"procyon lotor","sarcocystis neurona"
147272,"procyon lotor","sarcocystis neurona"
147273,"procyon lotor","sarcocystis neurona"
147274,"procyon lotor","sarcocystis neurona"
147275,"procyon lotor","sarcocystis sp."
147276,"procyon lotor","sarcocystis sp"
147277,"procyon lotor","sarcocystis sp."
147278,"procyon lotor","sarcocystis sp."
147279,"procyon lotor","sarcocystis sp."
147280,"procyon lotor","sarcocystis sp."
147281,"procyon lotor","sarcocystis sp."
147300,"prycon lotor","toxoplasma gondii"
147301,"procyon lotor","toxoplasma gondii"
147302,"procyon lotor","toxoplasma gondii"
147303,"procyon lotor","toxoplasma gondii"
147304,"procyon lotor","toxoplasma gondii"
147305,"procyon lotor","toxoplasma gondii"
147306,"procyon lotor","toxoplasma gondii"
147307,"procyon lotor","toxoplasma gondii"
147308,"procyon lotor","toxoplasma gondii"
147309,"procyon lotor","toxoplasma gondii"
147310,"procyon lotor","toxoplasma gondii"
147311,"procyon lotor","toxoplasma gondii"
147331,"procyon lotor","trypanosoma cruzi"
147332,"procyon lotor","trypanosoma cruzi"
147333,"procyon lotor","trypanosoma cruzi"
147334,"procyon lotor","trypanosoma cruzi"
147335,"procyon lotor","trypanosoma cruzi"
147336,"procyon lotor","trypanosoma cruzi"
147337,"procyon pygmaeus","eimeria nutalli"
147338,"procyon pygmaeus","toxoplasma gondii"
147342,"propithecus coquereli","babesia propitheci"
147343,"propithecus verreauxi coquereli","babesia propitheci"
147344,"proteles cristatus","babesia sp."
147347,"puma concolor coryi","babesia sp."
147349,"puma concolor stanleyana","cytauxzoon felis"
147350,"puma concolor coryi","cytauxzoon felis"
147351,"felis concolor coryi","sarcocystis sp."
147352,"felis concolor","sarcocystis sp."
147362,"felis concolor vancouverensis","toxoplasma gondii"
147363,"felis concolor vancouverensis","toxoplasma gondii"
147364,"felis concolor vancouverensis","toxoplasma gondii"
147365,"felis concolor","toxoplasma gondii"
147366,"felis concolor","toxoplasma gondii"
147367,"mountain lions","toxoplasma gondii"
147368,"puma concolor","toxoplasma gondii"
147369,"felis concolor","toxoplasma gondii"
147370,"felis concolor","toxoplasma gondii"
147371,"felis concolor coryi","toxoplasma gondii"
147373,"phoca hispida","cryptosporidium spp."
147374,"phoca hispida","cryptosporidium spp."
147376,"phoca hispida","giardia duodenalis"
147377,"phoca hispida","giardia sp."
147378,"phoca hispida","giardia spp."
147379,"phoca hispida","giardia sp."
147380,"phoca hispida","neospora caninum"
147381,"phoca hispida","toxoplasma gondii"
147382,"pusa hispida","toxoplasma gondii"
147397,"rangifer tarandus","besnoitia tarandi"
147398,"rangifer tarandus","besnoitia tarandi"
147399,"rangifer tarandus","cryptosporidium"
147400,"rangifer tarandus","eimeria hreindyria n. sp"
147401,"rangifer tarandus","eimeria mayeri"
147402,"rangifer tarandus","eimeria rangiferis n. sp"
147403,"rangifer tarandus groenlandicus","eimeria"
147406,"rangifer tarandus","giardia duodenalis"
147408,"rangifer tarandus tarandus","sarcocystis hardangeri"
147410,"rangifer tarandus tarandus","sarcosystis rangi"
147431,"rangifer tarandus tarandus","sarcocystis spp."
147432,"rangifer tarandus caribou","sarcocystis spp."
147455,"rangifer tarandus tarandus","sarcocystis tarandivulpes"
147456,"rangifer tarandus tarandus","sarcocystis tarandivulpes"
147468,"rangifer tarandus","toxoplasma gondii"
147469,"rangifer tarandus","toxoplama gondii"
147470,"rangifer tarandus","trypanosoma"
147471,"rangifer tarandus caribou","trypanosoma"
147781,"redunca redunca","trypanosoma congolense"
147813,"cervus duvaucelii branderi","sarcocystis"
147814,"rupicapra pyrenaica parva","eimeria"
147815,"rupicapra pyrenaica parva","sarcocystis"
147816,"rupricapra pyrenaica","toxoplasma gondii"
147817,"rupicapra pyrenaica","toxoplasma gondii"
147821,"rupicapra rupicapra","babesia divergens"
147822,"rupicapra rupicapra","babesia ovis"
147823,"rupicapra rupicapra rupicapra","babesia sp."
147824,"rupicapra rupicapra rupicapra","babesia sp."
147825,"rupicapra rupicapra","neospora caninum"
147826,"rupicapra rupicapra rupicapra","neospora caninum"
147827,"rupicapra rupicapra","sarcocystis cornaglia"
147828,"rupicapra rupicapra","sarcocystis"
147829,"rupicapra rupicapra rupicapra","toxoplasma gondii"
147830,"cervus timorensis","theileria"
147833,"cervus unicolor","trypanosoma evansi"
147837,"saguinus bicolor","trypanosoma cruzi"
147839,"saguinus geoffroyi","isospora arctopitheci"
147840,"saguinus geoffroyi","leishmania braziliensis"
147841,"saguinus geoffroyi","leishmania sp."
147842,"leontocebus geoffroyi","trypanosoma cruzi"
147843,"saguinus geoffroyi","trypanosoma cruzi"
147844,"saguinus geoffroyi","trypanosoma minasense"
147845,"leontocebus geoffroyi","trypanosoma minasense"
147846,"saguinus geoffroyi","trypanosoma minasense"
147847,"saguinus geoffroyi","trypanosoma rangeli"
147848,"leontocebus geoffroyi","trypanosoma sp."
147850,"saguinus labiatus","trypanosoma cruzi"
147851,"saguinus leucopus","trypanosoma cruzi"
147852,"leontocebus leucopus","trypanosoma cruzi"
147853,"saguinus midas","plasmodium brasilianum"
147854,"saguinus midas","plasmodium brasilianum"
147855,"saguinus midas","plasmodium brasilianum"
147856,"saguinus midas","plasmodium sp."
147857,"saguinus midas","plasmodium sp."
147858,"saguinus midas midas","plasmodium malariae / p brasilianum"
147859,"saguinus midas midas","plasmodium vivax 247"
147862,"saguinus midas","trypanosoma cruzi"
147863,"saguinus midas midas","trypanosoma cruzi"
147864,"leontocebus tamarin","trypanosoma devei"
147865,"leontocebus midas","trypanosoma devei"
147866,"leontocebus tamarin tamarin","trypanosoma devei"
147868,"saguinus midas","trypanosoma minasense"
147869,"saguinus midas","trypanosoma minasense"
147870,"saguinus midas","trypanosoma rangeli"
147871,"leontocebus midas","trypanosoma sp."
147872,"saguinus midas","trypanosoma sp."
147873,"saguinus mystax","cryptosporidium sp."
147874,"saguinus midas niger","trypanosoma devei"
147876,"oedipomidas oedipus","trypanosoma minasense"
147882,"saimiri sciureus boliviensis","plasmodium brasilianum"
147883,"saimiri boliviensis","plasmodium brasilianum"
147884,"saimiri boliviensis","plasmodium brasilianum"
147887,"saimiri boliviensis","trypanosoma cruzi"
147888,"saimiri boliviensis","trypanosoma cruzi"
147889,"saimiri boliviensis","trypanosoma cruzi"
147890,"saimiri boliviensis","trypanosoma minasense"
147891,"saimiri boliviensis","trypanosoma rangeli"
147892,"saimiri boliviensis","trypanosoma sp."
147893,"saimiri oerstedi","entamoeba sp."
147894,"saimiri oerstedi","giardia lamblia"
147895,"saimiri oerstedi","plasmodium brasilianum"
147896,"saimiri oerstedii","trypanosoma minasense"
147897,"saimiri oerstedi","trypanosoma sp."
147898,"saimiri sciureus","blastocystis hominis"
147899,"saimiri sciureus","chilomastix mesnili"
147900,"saimiri sciureus","entamoeba sp."
147901,"saimiri sciureus sciureus","isospora saimirae"
147907,"saimiri sciureus","plasmodium brasilianum"
147908,"saimiri sciureus sciureus","plasmodium brasilianum"
147909,"saimiri sciurea","plasmodium brasilianum"
147910,"saimiri sciureus","plasmodium brasilianum"
147911,"saimiri sciureus","plasmodium brasilianum"
147912,"saimiri sciureus","plasmodium brasilianum"
147913,"saimiri sciureus macrodon","plasmodium falciparum"
147917,"saimiri sciureus","trypanosoma cruzi"
147918,"saimiri sciureus","trypanosoma cruzi"
147919,"saimiri sciureus","trypanosoma cruzi"
147920,"saimiri sciureus","trypanosoma cruzi"
147921,"saimiri sciureus","trypanosoma cruzi"
147922,"saimiri sciureus","trypanosoma cruzi"
147923,"saimiri sciureus","trypanosoma cruzi"
147925,"saimiri sciureus","trypanosoma minasense"
147926,"saimiri sciureus","trypanosoma minasense"
147927,"saimiri sciureus","trypanosoma minasense"
147928,"saimiri sciureus","trypanosoma minasense"
147929,"chrysotrhix sciureus","tres voisin du trypanosoma minasense"
147931,"saimiri sciureus","trypanosoma saimirii-like"
147932,"saimiri sciureus","trypanosoma rangeli"
147933,"saimiri sciureus","trypanosoma saimirii"
147934,"saimiri sciureus","trypanosoma saimiri"
147935,"saimiri sciureus sciureus","trypanosoma saimirii"
147936,"saimiri sciureus","trypanosoma sanmartini"
147937,"saimiri ustus","plasmodium brasilianum"
147939,"saimiri ustus","trypanosomes cruzi"
147940,"saimiri ustus","trypanosoma cruzi"
147941,"saimiri ustus","trypanosomes minasense"
147942,"saimiri ustus","trypanosoma minasense"
147943,"saimiri ustus","trypanosomes rangeli"
147944,"saimiri ustus","trypanosomes saimirii"
147945,"saimiri ustus","trypanosoma rangeli"
147946,"saimiri ustus","trypanosoma saimirii-like"
147947,"cebus apella","blastocystis hominis"
147949,"cebus apella","endolimax nana"
147950,"cebus apella","entamoeba sp."
147953,"cebus apella","leishmania (viannia) shawi"
147954,"cebus apella","leishmania sp."
147955,"cebus apella","plasmodium brasilianum"
147956,"cebus apella","plasmodium brasilianum"
147957,"cebus apella","plasmodium brasilianum"
147958,"cebus apella apella","plasmodium brasilianum"
147959,"cebus apella","plasmodium brasilianum"
147960,"cebus apella","plasmodium brasilianum"
147963,"cebus apella","trypanosoma cruzi"
147964,"cebus apella","trypanosoma cruzi"
147965,"cebus paella","trypanosoma cruzi"
147966,"cebus apella","trypanosomes cruzi"
147967,"cebus apella","trypanosoma diasi"
147968,"cebus apella apella","trypanosoma diasi"
147969,"cebus apella","trypanosoma lambrechti"
147970,"cebus apella","trypanosoma minasense"
147971,"cebus apella","trypanosoma minasense"
147972,"cebus apella","trypanosoma minasense"
147973,"cebus apella","trypanosoma saimirii"
147974,"cebus fatuellus","trypanosoma rangeli"
147975,"cebus apella","trypanosoma sp."
147981,"presbytis entellus","hepatocystis semnopitheci"
147982,"presbytis entellus thersites","plasmodium cynomolgi"
147983,"presbytis entellus","plasmodium cynomolgi"
147984,"presbytis entellus thersites","plasmodium cynomolgi"
147989,"semnopithecus priam thersites","cryptosporidium"
147990,"semnopithecus priam thersites","entamoeba histolytica/dispar"
147992,"speothos venaticus","leishmania spp."
147993,"spilogale gracilis","toxoplasma gondii"
147994,"spilogale putorius","eimeria mephitidis"
147995,"spilogale putorius","isospora sengeri"
147996,"spilogale putorius","isospora spilogales"
147997,"spilogale putorius","sarcocystis sp."
148004,"sus scrofa","piroplasmid"
148103,"sus scrofa","cryptosporidium parvum"
148104,"sus scrofa","cryptosporidium parvum"
148254,"sus scrofa","eimeria"
148385,"sus scrofa","giardia"
148416,"sus scrofa","sarcocystis"
148447,"sus scrofa","theileria"
148667,"sus scrofa","toxoplasma gondii"
148668,"sus scrofa","toxoplasma gondii"
148669,"sus scrofa","toxoplasma gondii"
148670,"sus scrofa","toxoplasma gondii"
148671,"sus scrofa","toxoplasma gondii (igg)"
148672,"sus scrofa","toxoplasma gondii (igm)"
148673,"sus scrofa riukiuanus","toxoplasma gondii"
148859,"sus scrofa","trypanosoma cruzi"
148860,"sus scrofa","trypanosoma evansi"
148876,"syncerus caffer","cryptosporidium"
148877,"syncerus caffer nanus","eimeria spp."
148878,"syncerus caffer","sarcocystis"
148879,"syncerus caffer","theileria buffeli"
148881,"syncerus caffer","theileria mutans"
148904,"syncerus caffer","theileria parva"
148905,"syncerus caffer","theileria parva"
148906,"syncerus caffer","theileria parva lawrencei"
148907,"syncerus caffer","theileria"
148908,"syncerus caffer","theileria"
148909,"syncerus caffer","toxoplasma gondii"
148911,"syncerus caffer","trypanosoma theileri"
148918,"taxidea taxus","toxoplasma gondii"
148919,"tayassu pecari","trypanosoma cruzi"
148920,"tayassu pecari","trypanosoma evansi"
148927,"presbytis cristatus","entamoeba coli"
148928,"presbytis cristatus","entamoeba histolytica"
148929,"presbytis cristatus","plasmodium coatneyi"
148930,"presbytis cristatus","plasmodium coatneyi"
148931,"presbytis cristatus","plasmodium cynomolgi"
148932,"presbytis cristatus","plasmodium cynomolgi"
148933,"presbytis cristatus","plasmodium inui"
148934,"presbytis cristatus","plasmodium inui"
148935,"presbytis cristatus","plasmodium sp."
148936,"presbytis obscurus","plasmodium inui"
148937,"presbytis obscurus","plasmodium inui"
148938,"presbytis obscurus","plasmodium sp."
148940,"trachypithecus vetulus philbricki","cryptosporidium parvum"
148941,"semnopithecus vetulus","entamoeba histolytica/dispar"
148942,"tragelaphus angasii","toxoplasma gondii"
148949,"taurotragus oryx","toxoplasma gondii"
148950,"tragelaphus scriptus","eimeria sp."
148951,"tragelaphus scriptus","toxoplasma gondii"
148952,"tragelaphus spekei","trypanosoma brucei"
148955,"tragelaphus spekei","trypansoma vivax"
148956,"tragelaphus strepsiceros","sarcocystis hominis"
148957,"tragelaphus strepsiceros","toxoplasma gondii"
148963,"urocyon cinereoargenteus","cryptosporidium sp."
148964,"urocyon cinereoargenteus","neospora caninum"
148971,"urocyon cinereoargenteus","toxoplasma gondii"
148972,"urocyon cinereoargenteus","toxoplasma gondii"
148973,"urocyon cinereoargenteus","toxoplasma gondii"
148974,"urocyon cinereoargenteus","toxoplasma gondii"
148975,"urocyon cinereoargenteus","toxoplasma gondii"
148976,"urocyon cinereoargenteus","toxoplasma gondii"
148977,"urocyon cinereoargenteus","toxoplasma gondii"
148978,"urocyon cinereoargenteus","toxoplasma gondii"
148979,"urocyon cinereoargenteus","trypanosoma cruzi"
148980,"urocyon littoralis","toxoplasma gondii"
148981,"urocyon littoralis","toxoplasma gondii"
148982,"urocyon littoralis catalinae","toxoplasma gondii"
148984,"ursus americanus","cryptosporidium parvum"
148985,"ursus americanus floridanus","sarcocystis sp."
148986,"ursus americanus","sarcocystis sp."
148987,"ursus americanus","sarcocystis sp."
148988,"ursus americanus","sarcocystis sp."
148989,"ursus americanus","sarcocystis sp."
148990,"ursus americanus","sarcocystis sp."
148991,"ursus americanus","sarcocystis ursusi"
149011,"ursus americanus","toxoplasma gondii"
149012,"ursus americanus","toxoplasma gondii"
149013,"ursus americanus","toxoplasma gondii"
149014,"ursus americanus","toxoplasma gondii"
149015,"ursus americanus","toxoplasma gondii"
149016,"ursus americanus","toxoplasma gondii"
149017,"ursus americanus","toxoplasma gondii"
149018,"ursus americanus","toxoplasma gondii"
149019,"ursus americanus","toxoplasma gondii"
149020,"euarctos americanus","toxoplasma gondii"
149021,"ursus americanus","toxoplasmosis gondii"
149022,"ursus americanus","toxoplasma gondii"
149023,"ursus arctos","sarcocystis arctosi"
149024,"ursus arctos horribilis","toxoplasma gondii"
149025,"ursus arctos","toxoplasma gondii"
149027,"ursus maritimus","toxoplasma gondii"
149028,"ursus maritimus","toxoplasma gondii"
149029,"ursus thibetanus japonicus","hepatozoon sp."
149038,"varecia variegata","plasmodium sp."
149042,"vulpes lagopus","toxoplasma gondii"
149043,"alopex lagopus","toxoplasma gondii"
149044,"vulpes lagopus","toxoplasma gondii"
149045,"alopex lagopus","toxoplasma gondii"
149046,"vulpes velox","isospora sp."
149047,"vulpes vulpes","babesia (theileria) annae"
149048,"vulpes vulpes","theileria annae"
149049,"vulpes vulpes","cryptosporidium parvum"
149050,"vulpes vulpes","cryptosporidium spp"
149051,"vulpes vulpes","cryptosporidium sp."
149052,"vulpes vulpes","cryptosporidium sp."
149053,"vulpes vulpes","isospora canis"
149054,"vulpes vulpes","isospora rivolta"
149055,"vulpes vulpes","eimeria spp"
149058,"vulpes vulpes","giarda spp"
149089,"vulpes vulpes","hepatozoon canis"
149090,"vulpes vulpes","hepatozoon canis"
149091,"vulpes vulpes","hepatozoon canis"
149092,"vulpes vulpes","isospora spp."
149093,"vulpes vulpes","isospora sp."
149094,"vulpes vulpes","isospora sp."
149095,"vulpes vulpes","isospora vulpis"
149103,"vulpes vulpes","leishmania infantum"
149104,"vulpes vulpes","leishmania infantum"
149105,"vulpes vulpes","leishmania infantum"
149106,"vulpes vulpes","leishmania infantum"
149107,"vulpes vulpes","leishmania sp."
149108,"vulpes vulpes","neospora caninum"
149109,"vulpes vulpes","neospora caninum"
149110,"vulpes vulpes","neospora caninum"
149111,"vulpes vulpes","neospora caninum"
149112,"vulpes vulpes","neospora caninum"
149113,"vulpes vulpes","neospora caninum"
149114,"vulpes vulpes","neospora caninum"
149115,"vulpes vulpes","neospora caninum"
149116,"vulpes vulpes","neospora caninum"
149118,"vulpes vulpes","sarcocystis spp."
149119,"vulpes vulpes japonica","sarcocystis sp."
149120,"vulpes vulpes","sarcocystis sp."
149122,"vulpes vulpes","toxoplasma gondii"
149123,"vulpes vulpes","toxoplasma gondii"
149124,"vulpes vulpes","toxoplasma gondii"
149125,"vulpes vulpes","toxoplasma gondii"
149126,"vulpes vulpes","toxoplasma gondii"
149127,"vulpes vulpes","toxoplasma gondii"
149128,"vulpes vulpes","toxoplasma gondii"
149129,"vulpes vulpes","toxoplasma gondii"
149130,"vulpes vulpes","toxoplasma gondii"
149131,"vulpes vulpes","toxoplasma gondii"
149132,"red foxes","toxoplasma gondii"
149133,"vulpes vulpes","toxoplasma gondii"
149134,"vulpes vulpes","toxoplasma gondii"
149135,"vulpes vulpes","toxoplasma gondii"
149136,"vulpes vulpes","toxoplasma gondii"
149137,"vulpes vulpes","toxoplasma gondii"
149138,"vulpes vulpes","toxoplasma gondii"
149139,"vulpes vulpes","toxoplasma gondii"
149140,"vulpes vulpes","toxoplasma gondii"
149143,"zalophus californianus","cryptosporidium parvum"
149144,"zalophus californianus","cryptosporidia"
149145,"zalophus californianus","giardia duodenalis"
149146,"zalophus californianus","neospora caninum"
149149,"zalophus californianus","toxoplasma gondii"
162134,"acinonyx jubatus","feline coronavirus"
162135,"acinonyx jubatus","feline coronavirus"
162136,"acinonyx jubatus","feline coronavirus"
162137,"acinonyx jubatus","feline corona virus"
162138,"acinonyx jubatus","feline coronavirus"
162145,"acinonyx jubatus","canine distemper virus"
162146,"acinonyx jubatus","canine distemper virus"
162148,"acinonyx jubatus","feline panleukopenia virus/canine parvovirus"
162149,"acinonyx jubatus","feline parvovirus"
162157,"acinonyx jubatus","feline herpes virus 1"
162158,"acinonyx jubatus","feline herpesvirus 1"
162159,"acinonyx jubatus","feline herpesvirus- 1"
162169,"acinonyx jubatus","feline calicivirus"
162170,"acinonyx jubatus","feline calcivirus"
162177,"acinonyx jubatus","lentivirus feline immunodeficiency virus"
162178,"acinonyx jubatus","lentivirus feline immunodeficiency virus"
162186,"acinonyx jubatus","rabies virus"
162306,"aepyceros melampus","orbivirus bluetongue virus"
162307,"aepyceros melampus","orbivirus bluetongue virus"
162308,"aepyceros melampus","bluetongue virus"
162312,"aepyceros melampus","varicellovirus bovine herpesvirus 1"
162313,"aepyceros melampus petersi","varicellovirus bovine herpesvirus 1"
162316,"aepyceros melampus","ephemerovirus bovine ephemeral fever virus"
162317,"aepyceros melampus","ephemerovirus bovine ephemeral fever virus"
162319,"aepyceros melampus","bovine respiratory syncytial virus"
162320,"aepyceros melampus","bovine parainfluenza-3"
162322,"aepyceros melampus","nairovirus crimean-congo hemorrhagic fever virus"
162344,"aepyceros melampus","aphthovirus foot-and-mouth disease virus serotype sat 1"
162345,"aepyceros melampus","aphthovirus foot-and-mouth disease virus serotype sat 2"
162346,"aepyceros melampus","aphthovirus foot-and-mouth disease virus serotype sat 3"
162347,"aepyceros melampus","aphthovirus foot-and-mouth disease virus serotype sat 2"
162348,"aepyceros melampus","aphthovirus foot-and-mouth disease virus serotype sat 1"
162349,"aepyceros melampus","aphthovirus foot-and-mouth disease virus serotype sat 2"
162350,"aepyceros melampus","aphthovirus foot-and-mouth disease virus"
162357,"aepyceros melampus","pestivirus bovine viral diarrhea virus"
162358,"aepyceros melampus petersi","pestivirus bovine viral diarrhea virus"
162361,"aepyceros melampus","phlebovirus rift valley fever virus"
162426,"alcelaphus cokii","orthobunyavirus akabane virus"
162432,"alcelaphus cokii","orbivirus bluetongue virus"
162437,"alcelaphus cokii","simplexvirus bovine herpesvirus 2"
162438,"alcelaphus cokii","ephemerovirus bovine ephemeral fever virus"
162441,"alcelaphus buselaphus","nairovirus crimean-congo hemorrhagic fever virus"
162444,"alcelaphus cokii","aphthovirus foot-and-mouth disease virus serotype a"
162445,"alcelaphus cokii","aphthovirus foot-and-mouth disease virus serotype sat 2"
162446,"alcelaphus cokii","aphthovirus foot-and-mouth disease virus serotype sat 1"
162447,"alcelaphus cokii","aphthovirus foot-and-mouth disease virus serotype o"
162452,"alcelaphus lichtensteinii","pestivirus bovine viral diarrhea virus"
162455,"alcelaphus buselaphus cokei","morbillivirus rinderpest virus"
162456,"alces alces","rhadinovirus alcelaphine herpesvirus 1"
162457,"alces alces","malignant catarrhal fever"
162458,"alces alces","rhadinovirus alcelaphine herpesvirus 1"
162459,"alces alces","malignant catarrhal fever viruses"
162460,"alces alces","varicellovirus bovine herpesvirus 1"
162464,"alces alces","orthobunyavirus california encephalitis virus la crosse virus/snowshoe hare virus"
162465,"alces alces","orthobunyavirus california encephalitis virus jamestown canyon virus"
162466,"alces alces","orthobunyavirus california encephalitis virus trivittatus virus"
162470,"alces alces","caprine herpesvirus-2"
162482,"alces alces","ovine herpesvirus-2"
162485,"alces alces","pestivirus bovine viral diarrhea virus"
162486,"alces alces","bovine viral diarrhea virus"
162487,"alces alces","bovine viral diarrhea virus"
162492,"alces alces","flavivirus tick-borne encephalitis virus"
162495,"cercopithecus nigoviridis","monkeypox"
162518,"alouatta belzebul","mayaro virus"
162519,"alouatta belzebul","mayaro fever"
162524,"alouatta belzebul","yellow fever virus"
162537,"alouatta caraya","yellow fever"
162538,"alouatta caraya","yellow fever"
162542,"alouatta caraya","orthopoxvirus"
162544,"alouatta guariba clamitans","yellow fever"
162545,"alouatta guariba clamitans","yellow fever"
162548,"alouatta palliata","yellow fever virus"
162551,"alouatta villosa","mayaro virus"
162552,"alouatta villosa","mayaro fever"
162554,"alouatta villosa","st. louise encephalitis"
162556,"alouatta villosa","yellow fever virus"
162557,"alouatta seniculus","maguari virus"
162563,"alouatta seniculus","mayaro virus (alphavirus, togaviridae)"
162564,"alouatta seniculus","mayaro"
162565,"alouatta seniculus","mayaro virus"
162568,"alouatta seniculus","manzanilla virus"
162575,"alouatta seniculus","yellow fever"
162587,"ammotragus lervia","malignant catarrhal fever"
162615,"antidorcas marsupialis","nairovirus crimean-congo hemorrhagic fever virus"
162631,"antilocapra americana","rhadinovirus alcelaphine herpesvirus 1"
162632,"antilocapra americana","orbivirus bluetongue virus"
162633,"antilocapra americana","orbivirus bluetongue virus"
162634,"antilocapra americana","orbivirus bluetongue virus"
162635,"antilocapra americana","orbivirus bluetongue virus serotype 17"
162636,"antilocapra americana","orbivirus bluetongue virus"
162640,"antilocapra americana","bovine rhinotracheitis virus"
162643,"antilocapra americana","bovine respiratory syncytial virus"
162644,"antilocapra americana","pneumovirus bovine respiratory syncytial virus"
162646,"antilocapra americana","parainfluenza virus type 3"
162649,"antilocapra americana","orbivirus epizootic hemorrhagic disease virus"
162650,"antilocapra americana","epizootic hemorrhagic disease"
162651,"antilocapra americana","orbivirus epizootic hemorrhagic disease virus"
162652,"antilocapra americana","orbivirus epizootic hemorrhagic disease virus"
162653,"antilocapra americana","orbivirus epizootic hemorrhagic disease virus"
162656,"antilocapra americana","respirovirus parainfluenza virus 3"
162657,"antilocapra americana","respirovirus parainfluenza virus 3"
162659,"antilocapra americana","vesiculovirus vesicular stomatitis new jersey virus"
162662,"antilocapra americana","bovine viral diarrhea virus"
162663,"antilocapra americana","pestivirus bovine viral diarrhea virus"
162707,"aotus trivirgatus","hepatitis a virus"
162724,"aotus trivirgatus","yellow fever virus"
163222,"arctocephalus australis","influenza a virus"
163225,"arctocephalus australis","influenza b virus"
163229,"arctocephalus galapagoensis","rotavirus"
163472,"ateles geoffroyi","yellow fever virus"
163473,"ateles gresescens","yellow fever virus"
163480,"ateles paniscus chamek","eastern equine encephalitis"
163481,"ateles paniscus chamek","st. louis encephalitis"
163485,"ateles paniscus chamek","yellow fever virus"
163498,"atilax paludinosus","lyssavirus rabies"
163502,"axis axis","orbivirus bluetongue virus serotype 10,11,13,17"
163507,"axis axis","orbivirus epizootic hemorrhagic disease virus serotype 2"
163578,"bassariscus astutus","canine parvovirus"
163580,"bassariscus astutus","rabies"
163588,"bison bison","rhadinovirus alcelaphine herpesvirus 1"
163589,"bison bison","malignant catarrhal fever"
163590,"bison bison","malignant catarrhal fever viruses"
163600,"bison bison","varicellovirus bovine herpesvirus 1"
