"AssocID","Host_AsReported","Pathogen_AsReported"
111748,"gorilla gorilla","enterobius lerouxi"
111749,"gorilla","enterobius lerouxi"
111750,"gorilla gorilla gorilla","threadworms"
111751,"gorilla g. gorilla","gongylonema sp."
111752,"gorilla gorilla","hyostrongylus kigeziensis"
111753,"gorilla","impalaia sp."
111754,"gorilla gorilla gorilla","loa loa"
111755,"gorilla gorilla gorilla","mammomonogamous sp."
111756,"gorilla gorilla gorilla","mansonella (e.) leopoldi"
111757,"gorilla gorilla gorilla","mansonella (e.) lopeensis"
111758,"gorilla gorilla gorilla","mansonella (e.) perstans"
111759,"gorilla gorilla","acanthocheilorema perstans"
111760,"gorilla","tetrapetalonema vanhoofi"
111761,"gorilla gorilla","murshidia devians"
111762,"lowland gorilla","murshidia devians"
111763,"gorilla gorilla","necator americanus"
111764,"gorilla gorilla gorilla","necator sp."
111765,"gorilla gorilla gorilla","oesophagostomum sp."
111766,"gorilla gorilla","oesophagostomum sp."
111794,"gorilla gorilla","oesophagostomum stephanostomum"
111795,"lowland gorilla","oesophagostomum stephanostomum"
111796,"gorilla gorilla","oesophagostomum stephanostomum"
111797,"gorilla gorilla","oesophogostomum apiostomum"
111798,"gorilla gorilla","paralibyostrongylus kalinae"
111799,"gorilla","probstmayria gorillae"
111800,"gorilla","probstmayria gorillae"
111801,"gorilla gorilla gorilla","probstmayria sp."
111802,"gorilla gorilla","probstmayria"
111806,"gorilla gorilla","strongyloides fulleborni"
111807,"gorilla gorilla gorilla","strongyloides sp."
111808,"gorilla g. gorilla","strongyloides sp."
111809,"gorilla gorilla","ternidens deminutus"
111813,"gulo gulo","trichinella nativa"
111814,"gulo gulo","trichinella spp."
111815,"gulo gulo","trichinella t6"
111816,"gulo gulo","trichinella spiralis"
111817,"halichoerus grypus","anisakis simplex"
111818,"halichoerus grypus","anisakis simplex"
111819,"halichoerus grypus","anisakis simplex"
111820,"halichoerus grypus","anisakis simplex"
111832,"halichoerus grypus","contracaecum osculatum"
111833,"halichoerus grypus","contracaecum osculatum"
111834,"halichoerus grypus","contracaecum osculatum"
111835,"halichoerus grypus","contracaecum osculatum"
111836,"halichoerus grypus","corynosoma sp."
111837,"halichoerus grypus","corynosoma strumosum"
111838,"halichoerus grypus","otostrongylus circumlitus"
111839,"halichoerus grypus","phocascaris sp."
111840,"halichoerus grypus","phocascaris sp."
111841,"halichoerus grypus","phocascaris sp."
111847,"halichoerus grypus","pseudoterranova decipiens"
111848,"halichoerus grypus","pseudoterranova decipiens"
111849,"halichoerus grypus","pseudoterranova decipiens"
111850,"halichoerus grypus","pseudoterranova decipiens"
111851,"halichoerus grypus","pseudoterranova decipiens"
111852,"halichoerus grypus","pseudoterranova decipiens"
111863,"hapalemur griseus","lemurostrongylus residuus"
111864,"hapalemur griseus","lemurostrongylus residuus"
111865,"hapalemur griseus","protofilaria furcata"
111866,"herpestes ichneumon","anclyostoma sp."
111867,"herpestes ichneumon","centrorhynchus (longirostris) undulatus"
111868,"herpestes ichneumon","dipylidium caninum"
111869,"herpestes ichneumon","centrorhynchus (sphaerirostris) lancea"
111870,"herpestes ichneumon","toxocara canis"
111871,"hippopotamus amphibius","monoposthium spp."
111872,"hippopotamus amphibius","oculotrema hippopotami"
111877,"hippopotamus amphibius","schistosoma hippopotami"
111878,"hippopotamus amphibius","schistosoma hippopotami"
111879,"hippopotamus amphibius","stephanofilaria thelazioides"
111880,"hippotragus equinus","setaria thwaitei"
111881,"hippotragus equinus","strongylus"
111882,"hippotragus niger","calicophoron"
111883,"hippotragus niger","longistrongylus curvispiculum"
111884,"phoca fasciata","dipetalonema spirocauda"
111885,"phoca fasciata","anophryocephalus ochotensis"
111886,"phoca fasciata","bolbosoma sp."
111887,"phoca fasciata","contracaecum osculatum"
111888,"phoca fasciata","corynosoma hadweni"
111889,"phoca fasciata","corynosoma semerme"
111890,"phoca fasciata","corynosoma strumosum"
111891,"phoca fasciata","corynosoma validum"
111892,"phoca fasciata","corynosoma villosum"
111893,"phoca fasciata","diphyllobothrium cordatum"
111894,"phoca fasciata","diphyllobothrium lanceolatum"
111895,"phoca fasciata","orthosplanchnus fraterculus"
111896,"phoca fasciata","orthosplanchnus fraterculus"
111897,"phoca fasciata","pseudoterranova decipiens"
115884,"hylobates hoolock","dipetalonema digitatum"
115885,"hyaena hyaena","anclyostoma spp."
115886,"hyaena hyaena","dipylidium caninum"
115887,"hyaena hyaena","echinococcus granulosus"
115888,"hyaena hyaena","mesocestoides"
115889,"hyaena hyaena","trichinella spiralis"
115890,"hyaena hyaena","uncinaria spp."
115891,"hydrictis maculicollis","bashkirovitrema sp."
115893,"hylobates lar","ascaris sp."
115894,"hylobates lar","necator sp."
115895,"hylobates lar entelloides","dipetalonema digitatum"
115896,"hylobates lar","strongyloides fulleborni"
115897,"hylobates lar","ternidens sp."
115898,"hylobates lar","trichostrongylus sp."
115899,"hylobates lar","trichuris sp."
115901,"indri indri","callistoura blanci"
115902,"indri indri","callistoura brygooi"
115903,"indri indri","courduriella courdurieri"
115904,"indri indri","pararhabdonema longistriata"
115905,"kobus ellipsiprymnus defassa","calicophoron"
115906,"kobus ellipsiprymnus","cooperia fuelleborni"
115907,"kobus ellipsiprymnus","cooperia hungi"
115908,"kobus ellipsiprymnus","cooperia"
115909,"kobus ellipsiprymnus","cooperia yoshidai"
115910,"kobus ellipsiprymnus defassa","dictyocaulus"
115911,"kobus ellipsiprymnus defassa","fasciola gigantica"
115912,"kobus ellipsiprymnus","haemonchus bedfordi"
115913,"kobus ellipsiprymnus","haemonchus"
115914,"kobus ellipsiprymnus","impalaia"
115915,"kobus ellipsiprymnus","impalaia tuberculata"
115916,"kobus ellipsiprymnus","oesophagostomum columbianum"
115917,"kobus ellipsiprymnus","paramphistomum"
115918,"kobus ellipsiprymnus","stilesia hepatica"
115919,"kobus ellipsiprymnus defassa","stilesia hepatica"
115920,"kobus defassa","trichuris spp."
115921,"kobus kob","longistrongylus schrenki"
115922,"kobus kob","paramphistomum cervi"
115923,"kobus leche kafuensis","calicophron calicophorum"
115924,"kobus leche kafuensis","calicophoron"
115925,"kobus leche kafuensis","fasciola gigantica"
115926,"kobus leche kafuensis","fasciola gigantica"
115927,"kobus leche kafuensis","fasciola spp."
115928,"kobus leche kafuensis","haemonchus contortus"
115929,"kobus leche kafuensis","schistosoma"
115940,"lagothrix lagothrix","dipetalonema gracile"
115941,"lagothrix lagothricha","dipetalonema gracile"
115942,"lagothrix lagothricis","dipetalonema"
115943,"lagothrix lagothicis","dipetalonema"
115944,"lagothrix humboldti","filaria"
115945,"lagothrix lagothricis","prosthenorchis elegans"
115946,"lagothrix humboldti","strongylus"
115948,"lama guanicoe","dictyocaulus filaria"
115949,"lama guanicoe","dictyocaulus"
115950,"lama guanicoe","marshallagia"
115951,"lama guanicoe","marshallagia"
115952,"lama guanicoe","moniezia expansa"
115953,"lama guanicoe","nematodirus sp."
115954,"lama guanicoe","nematodirus"
115955,"lama guanicoe","trichostrongylus"
115956,"lama guanicoe","trichuris"
115957,"lama guanicoe","trichuris tenuis"
115969,"lemur catta","lemuricola (madoxyuris) bauchoti"
115970,"lemur catta","lemurostrongyles sp."
115971,"lemur catta","lemurostrongylus sp."
115972,"lemur catta","subulura sp."
115973,"lemur catta","subulura sp."
115974,"lemur catta","trichuris sp."
115975,"lemur catta","trichuris sp."
115976,"saguinus fuscicollis","dipetalonema gracile"
115977,"saguinus fuscicollis illigeri","dipetalonema gracile"
115978,"saguinus fuscicollis nigrifrons","dipetalonema gracile"
115979,"saguinus fusiccollis","filaroides barretoi"
115980,"saguinus fuscicollis illigeri","filaroides barretoi"
115981,"saguinus fuscicollis","hymenolepis cebidarum"
115982,"saguinus fuscicollis","tetrapetalonema marmosetae"
115983,"saguinus fuscicollis illigeri","tetrapetalonema marmosetae"
115984,"saguinus fuscicollis","molineus elegans"
115985,"saguinus fuscicollis illigeri","primasubulura jacchus"
115986,"saguinus fuscicollis","primasubulura jacchus"
115987,"saguinus fuscicollis","prosthenorchis elegans"
115988,"saguinus elegans","prosthenorchis elegans"
115989,"saguinus fuscicollis","prosthenorchis elegans"
115990,"saguinus fuscicollis","rictularia"
115991,"saguinus fuscicollis","spirura marmosetae"
115992,"saguinus fuscicollis","spirura quianensis"
115993,"saguinus fusicollis","spirura"
115994,"saguinus fuscicollis","trichospirura leptostoma"
115995,"saguinus fuscicollis","trichuris trichiura"
115996,"saguinus fuscicollis","trypanoxyuris callithricis"
115997,"saguinus fuscicollis","viannaia"
115998,"saguinus nigricollis","dipetalonema gracile"
115999,"saguinus nigricollis","hapaloxyuris tamarini"
116000,"saguinus nigricollis","hapaloxyuris tamarini"
116001,"saguinus nigricollis","longistriata dubia"
116002,"saguinus nigricollis","mansonella (tetrapetalonema) tamarinae"
116003,"leontocebus (tamarinus) nigricollis","neodiplostomum tamarini"
116004,"saguinus nigricollis","platynosomum amazonensis"
116005,"saguinus nigricollis","platynosomum marmoseti"
116006,"saguinus nigricollis","primasubulura jacchus"
116007,"saguinus nigricollis","prosthenorchis elegans"
116008,"saguinus nigricollis","sparganum"
116009,"leontopithecus chrysomelas","prosthenorchis sp."
116010,"leontopithecus rosalia","oncicola sp."
116011,"leontopithecus rosalia","prosthenorchis sp."
116012,"oncifelis geoffroyi","aelurostrongylus abstrusus"
116013,"oncifelis geoffroyi","ancylostoma sp."
116014,"oncifelis geoffroyi","ancylostoma tubaeforme"
116015,"oncifelis geoffroyi","ancylostoma tubaeforme"
116016,"oncifelis geoffroyi","capillaria aerophila"
116017,"oncifelis geoffroyi","capillaria sp."
116018,"oncifelis geoffroyi","didelphonema longispiculata"
116019,"oncifelis geoffroyi","pterygodermatites cahirensis"
116020,"oncifelis geoffroyi","spirometra sp."
116021,"oncifelis geoffroyi","taenia sp."
116022,"oncifelis geoffroyi","toxocara cati"
116023,"oncifelis geoffroyi","toxocara sp."
116024,"oncifelis geoffroyi","trichuris campanula"
116025,"oncifelis geoffroyi","trichuris sp."
116026,"oncifelis geoffroyi","vigisospirura potekhina"
116027,"leopardus pardalis","aelurostrongylus abstrusus"
116028,"leopardus pardalis","alaria marcianae"
116029,"leopardus pardalis","ancylostoma tubaeforme"
116030,"leopardus pardalis","ancylostoma tubaeformae"
116031,"leopardus pardalis","brachylaima sp."
116032,"leopardus pardalis","capillaria aerophila"
116033,"leopardus pardalis","crenosoma sp."
116034,"leopardus pardalis","cyathospirura chevreuxia"
116035,"leopardus pardalis","dirofilaria immitis"
116036,"leopardus pardalis","mesocestoides lineatus"
116037,"leopardus pardalis","metathelazia californica"
116038,"leopardus pardalis","oncicola canis"
116039,"leopardus pardalis","physaloptera rara"
116040,"leopardus pardalis","spirocerca lupi"
116041,"leopardus pardalis","spirometra sp."
116042,"leopardus pardalis","taenia rileyi"
116043,"leopardus pardalis","toxscaris leonina"
116044,"leopardus pardalis","toxocara cati"
116045,"leopardus pardalis","uncinaria sp."
116046,"leopardus pardalis","vogeloides felis"
116047,"lepilemur edwardsi","lemurostrongyles sp."
116048,"lepilemur mustelinus microdon","pararhabdonema longistriata"
116049,"lepilemur ruficaudatus","dipetalonema petteri"
116050,"lepilemur ruficaudatus","lemuricola (ingloxyuris) inglisi"
116051,"lepilemur ruficaudatus","ingloxyuris inglisi"
116052,"lepilemur ruficaudatus","pararhabdonema longistriata"
116053,"lepilemur ruficaudatus","paulianfilaria pauliani"
116054,"felis serval","trichinella spiralis"
116067,"lutra canadensis","anisakis sp."
116068,"lutra canadensis","baschkirovitrema incrassatum"
116069,"lontra canadensis","bashkirovitrema sp."
116070,"lutra canadensis","contracaecum sp."
116071,"lutra canadensis","corynosoma strumosum"
116072,"lontra canadensis","dirofilaria immitis"
116073,"lutra canadensis","dirofilaria immitis"
116074,"lontra canadensis","dirofilaria lutrae"
116075,"lontra canadensis","dracunculus sp."
116076,"lutra canadensis","euparyphium inerme"
116077,"lutra canadensis","eustrongylides sp."
116079,"lutra canadensis","hedruris sp."
116080,"lutra canadensis","metabronema sp."
116081,"lutra canadensis","schistocephalus solidus"
116082,"lutra canadensis","strongyloides lutrae"
116083,"lutra canadensis","strongyloides lutrae"
116084,"lophocebus albigena","physaloptera sp."
116085,"lophocebus albigena","trichuris sp."
116087,"lutra lutra","acanthocephalus anguillae"
116088,"lutra lutra","acanthocephalus ranae"
116089,"lutra lutra","alaria alata"
116090,"lutra lutra","anisakis simplex"
116091,"lutra lutra","anisakis"
116092,"lutra lutra","aonchotheca putorii"
116093,"lutra lutra","rossicotrema donicum"
116094,"lutra lutra","apophallus donicus"
116095,"lutra lutra","capillaria mucronata"
116096,"lutra lutra","capillaria mucronata"
116097,"lutra lutra","capillaria putorii"
116098,"lutra lutra","corynosoma strumosum"
116099,"lutra lutra","corynosoma strumosum"
116100,"lutra lutra","crenosoma vulpis"
116101,"lutra lutra","diphyllobothrium medium"
116102,"lutra lutra","dirofilaria immitis"
116104,"lutra lutra","eucoleus schvalovoj"
116105,"lutra lutra","eucoleus schvalovoj"
116106,"lutra lutra","euparyphium melis"
116107,"lutra lutra","fasciola hepatica"
116108,"lutra lutra","gigantorhynchus sp."
116109,"lutra lutra","isthhmiophora melis"
116110,"lutra lutra","mesocestoides lineatus"
116111,"lutra lutra","metorchis albidus"
116112,"lutra lutra","metorchis bilis"
116113,"lutra lutra","opisthorchis felineus"
116114,"lutra lutra","phagicola sp."
116115,"lutra lutra","pomphorhynchus laevis"
116117,"lutra lutra","pseudamphistomum truncatum"
116118,"lutra lutra","pseudamphistomum truncatum"
116119,"lutra lutra","pseudamphistomum truncatum"
116120,"lutra lutra","pseudoterranova decipiens"
116121,"lutra lutra","pseudoterranova decipiens"
116122,"lutra lutra","skrjabingylus nasicola"
116123,"lutra lutra","skrjabingylus nasicola"
116124,"lutra lutra","spirometra erinacei"
116125,"lutra lutra","spirometra erinacei"
116126,"lutra lutra","strongyloides lutrae"
116127,"lutra lutra","strongyloides martis"
116128,"lutra lutra","trichinella spp."
116129,"lutra lutra","trichinella spiralis"
116130,"pseudalopex culpaeus","dipylidium caninum"
116131,"pseudalopex culpaeus","mesocestoides lineatus"
116132,"pseudalopex culpaeus","oncicola canis"
116133,"pseudalopex culpaeus","taenia hydatigena"
116134,"pseudalopex culpaeus","taenia multiceps"
116135,"pseudalopex culpaeus","uncinaria stenocephala"
116136,"pseudalopex gymnocercus","angiostrongylus raillieti or a. vasorum"
116137,"pseudalopex gymnocercus","spirometra sp."
116138,"dusicyon vetulus","angiostrongylus vasorum"
116139,"lycaon pictus","ancylostoma caninum"
116140,"lycaon pictus","ancylostoma sp."
116141,"lynx canadensis","alaria marcianiae"
116142,"lynx canadensis","ancylostoma caninum"
116143,"lynx canadensis","capillaria aerophila"
116144,"lynx canadensis","cylicospirura felineus"
116145,"lynx canadensis","physaloptera rara"
116146,"lynx canadensis","taenia laticollis"
116147,"lynx canadensis","taenia pisiformis"
116148,"lynx canadensis","taenia rileyi"
116149,"lynx canadensis","taenia serialis"
116150,"lynx canadensis","taenia sp."
116151,"lynx canadensis","toxascaris leonina"
116152,"lynx canadensis","toxocara cati"
116153,"lynx canadensis","troglostrongylus wilsoni"
