vVirusNameCorrected,hHostNameFinal,WildDomInReference,DetectionMethod,DetectionQuality,Reference
Cetacean_morbillivirus_virus,Phocoena_phocoena,wild,Isolation,2,McCullough et al. 1991
Phocoena_spinipinnis_papillomavirus,Phocoena_spinipinnis,wild,Isolation,2,Van Bressem et al. 2007
Influenza_A_virus,Phocoenoides_dalli,wild,Antibodies,0,Ohishi et al. 2006
Rio_Bravo_virus,Phyllostomus_discolor,wild,Antibodies,0,Ubico & McClean 1995
Tamana_bat_virus,Phyllostomus_discolor,wild,Antibodies,0,Price 1978
Venezuelan_equine_encephalitis_virus,Phyllostomus_discolor,wild,Antibodies,0,Ubico & McClean 1995
Bimiti_virus,Phyllostomus_hastatus,wild,Antibodies,0,Price 1978
Catu_virus,Phyllostomus_hastatus,wild,Antibodies,0,Price 1978
Cocal_virus,Phyllostomus_hastatus,wild,Antibodies,0,Price 1978
Dengue_virus,Phyllostomus_hastatus,wild,Antibodies,0,Price 1978
Eastern_equine_encephalitis_virus,Phyllostomus_hastatus,wild,Antibodies,0,Price 1978
Guama_virus,Phyllostomus_hastatus,wild,Antibodies,0,Price 1978
Ilheus_virus,Phyllostomus_hastatus,wild,Antibodies,0,Price 1978
Marituba_virus,Phyllostomus_hastatus,wild,Isolation,2,Price 1978
Mucambo_virus,Phyllostomus_hastatus,wild,Antibodies,0,Price 1978
Rabies_virus,Phyllostomus_hastatus,wild,Isolation,2,De Yosti et al. 1970
St._Louis_encephalitis_virus,Phyllostomus_hastatus,wild,Antibodies,0,Price 1978
Tacaribe_virus,Phyllostomus_hastatus,wild,Antibodies,0,Price 1978
Yellow_fever_virus,Phyllostomus_hastatus,wild,Antibodies,0,Price 1978
Andes_virus,Phyllotis_darwini,wild,Antibodies,0,Padula et al. 2004
Vesicular_exanthema_of_swine_virus,Physeter_macrocephalus,wild,Antibodies,0,Smith et al. 1978
Japanese_encephalitis_virus,Pipistrellus_abramus,wild,Antibodies,0,Miura et al. 1970
Influenza_A_virus,Pipistrellus_ceylonicus,wild,Antibodies,0,Kelkar et al. 1981
Rabies_virus,Pipistrellus_hesperus,wild,PCR,2,Blanton et al. 2008
Sandfly_fever_Naples_virus,Pipistrellus_kuhlii,wild,Isolation,2,Calisher et al. 2006
European_bat_lyssavirus_1,Pipistrellus_nathusii,wild,Isolation,2,Muller et al. 2007; Kuzmin & Rupprecht 1999
Entebbe_bat_virus,Pipistrellus_pipistrellus,wild,Isolation,2,Gonzalez et al. 2008; Lvov et al. 1973
European_bat_lyssavirus_1,Pipistrellus_pipistrellus,wild,Isolation,2,Muller et al. 2007
Issyk-Kul_virus,Pipistrellus_pipistrellus,wild,Isolation,2,Kostyukov 1976
Rabies_virus,Pipistrellus_subflavus,wild,PCR,2,Blanton et al. 2008
Measles_virus,Pithecia_monachus,wild,Isolation,2,Fowler & Miller. 2003
Mayaro_virus,Pithecia_pithecia,wild,Antibodies,0,de Thoisy et al. 2003
Eastern_equine_encephalitis_virus,Platyrrhinus_helleri,wild,Antibodies,0,Price 1978
Ilheus_virus,Platyrrhinus_helleri,wild,Antibodies,0,Price et al. 1978
Tacaribe_virus,Platyrrhinus_helleri,wild,Antibodies,0,Price 1978
Yellow_fever_virus,Platyrrhinus_helleri,wild,Antibodies,0,Price 1978
Rabies_virus,Platyrrhinus_lineatus,wild,Isolation,2,[414]
European_bat_lyssavirus_1,Plecotus_auritus,wild,Isolation,2,Muller et al. 2004
Japanese_encephalitis_virus,Plecotus_auritus,wild,Antibodies,0,Miura et al. 1970
Hepatitis_B_virus,Pongo_abelii,wild,Antibodies,0,Sa-Nguanmoo et al. 2009
Simian_foamy_virus,Pongo_abelii,wild,PCR,2,Hussain et al. 2003
Dengue_virus,Pongo_pygmaeus,wild,Antibodies,0,Kilbourne et al. 2003
Hepatitis_A_virus,Pongo_pygmaeus,wild,Antibodies,0,Sa-Nguanmoo et al. 2010
Hepatitis_B_virus,Pongo_pygmaeus,wild,Antibodies,0,Sa-Nguanmoo et al. 2009
Human_herpesvirus_1,Pongo_pygmaeus,wild,Antibodies,0,Fowler & Miller. 2003
Human_herpesvirus_4,Pongo_pygmaeus,wild,Antibodies,0,Kilbourne et al. 2003
Human_picobirnavirus,Pongo_pygmaeus,captive,PAGE,0,Masachessi et al. 2007
Human_respiratory_syncytial_virus,Pongo_pygmaeus,wild,Antibodies,0,Kilbourne et al. 2003
Japanese_encephalitis_virus,Pongo_pygmaeus,wild,Antibodies,0,Kilbourn et al. 2003
Mumps_virus,Pongo_pygmaeus,wild,Antibodies,0,Kilbourn et al. 2003
Pongine_herpesvirus_2,Pongo_pygmaeus,wild,PCR,2,Sakulwira et al. 2004
Rotavirus_A,Pongo_pygmaeus,wild,Antibodies,0,Kilbourne et al. 2003
Simian_foamy_virus,Pongo_pygmaeus,wild,PCR,2,Hussain et al. 2003
Sindbis_virus,Pongo_pygmaeus,wild,Antibodies,0,Kilbourne et al. 2003
Tembusu_virus,Pongo_pygmaeus,wild,Antibodies,0,Kilbourne et al. 2003
Zika_virus,Pongo_pygmaeus,wild,Antibodies,0,Kilbourne et al. 2003
African_swine_fever_virus,Potamochoerus_porcus,wild,PCR,2,Jori et al. 2009
Mayaro_virus,Potos_flavus,wild,Antibodies,0,de Thoisy et al. 2003
Vesicular_stomatitis_Indiana_virus,Potos_flavus,wild,plaque reduction neutralization,1,Tesh et al. 1969
Ippy_virus,Praomys_jacksoni,wild,Antibodies,0,Hugot et al. 2011
Mobala_virus,Praomys_jacksoni,wild,Isolation,2,Charrel & de Lamballerie 2010; Gonzalez et al. 1986
Modoc_virus,Praomys_jacksoni,wild,Isolation,2,Zarnke and Yuill 1985
Bakau_virus,Presbytis_melalophos,wild,Isolation,2,Beran & Steele 1994
Feline_calicivirus,Prionailurus_bengalensis,wild,Antibodies,0,Ikeda et al. 1999
Feline_panleukopenia_virus,Prionailurus_bengalensis,wild,Isolation,2,Ikeda et al. 1999
Foot-and-mouth_disease_virus,Procapra_gutturosa,wild,Antibodies,0,Weaver et al. 2013
Simian_foamy_virus,Procolobus_badius,wild,PCR,2,Goldberg et al. 2009
Simian_foamy_virus,Procolobus_rufomitratus,wild,PCR,2,Goldberg et al. 2009
Simian_hemorrhagic_fever_virus,Procolobus_rufomitratus,wild,Pyroseq,2,Lauck et al. 2011
Borna_disease_virus,Procyon_lotor,wild,PCR,2,Hagiwara et al. 2009
Encephalomyocarditis_virus,Procyon_lotor,wild,Isolation,2,Tesh & Wallace 1978
Patois_virus,Procyon_lotor,wild,Antibodies,0,Scherer et al. 1972
Rabies_virus,Procyon_lotor,wild,PCR,2,Nadin-Davies et al. 1994
Racoonpox_virus,Procyon_lotor,wild,Isolation,2,Thomas et al. 1975
St._Louis_encephalitis_virus,Procyon_lotor,wild,Isolation,2,Kramer et al. 2001
Suid_herpesvirus_1,Procyon_lotor,wild,virus neutralization,0,Mitchell et al. 1999
Vesicular_stomatitis_Indiana_virus,Procyon_lotor,wild,Antibodies,0,Fletcher et al. 1985
West_Nile_virus,Procyon_lotor,wild,Antibodies,0,Root et al. 2005
Western_equine_encephalitis_virus,Procyon_lotor,wild,hemmaglutination,0,Hardy 1987
Venezuelan_equine_encephalitis_virus,Proechimys_guairae,wild,Antibodies,0,Navarro et al. 2005
Aroa_virus,Proechimys_guyannensis,wild,isolation,2,Shope 2003
Bimiti_virus,Proechimys_guyannensis,wild,Isolation,2,Shope et al. 1988
Bujaru_virus,Proechimys_guyannensis,wild,Isolation,2,NA
Caraparu_virus,Proechimys_guyannensis,wild,Isolation,2,Shope et al. 1988
Catu_virus,Proechimys_guyannensis,wild,Isolation,2,Shope et al. 1988
Encephalomyocarditis_virus,Proechimys_guyannensis,wild,Isolation,2,Tesh & Wallace 1978
Guama_virus,Proechimys_guyannensis,wild,Isolation,2,Shope et al. 1988
Marituba_virus,Proechimys_guyannensis,wild,Isolation,2,Shope et al. 1988
Oriboca_virus,Proechimys_guyannensis,wild,Isolation,2,Shope et al. 1988
Pixuna_virus,Proechimys_guyannensis,wild,Isolation,2,Shope et al. 1964
Venezuelan_equine_encephalitis_virus,Proechimys_guyannensis,wild,Isolation,2,Sudia & Newhouse 1975; Acha & Szyfres 2003
Maraba_virus,Proechimys_longicaudatus,wild,Antibodies,0,da Rosa et al. 1992
Caraparu_virus,Proechimys_semispinosus,wild,Isolation,2,Shope et al. 1988
Madrid_virus,Proechimys_semispinosus,wild,Isolation,2,Shope et al. 1988
Marituba_virus,Proechimys_semispinosus,wild,Isolation,2,Galindo et al. 1966
St._Louis_encephalitis_virus,Proechimys_semispinosus,wild,Antibodies,0,Sabattini et al. 1965
Venezuelan_equine_encephalitis_virus,Proechimys_semispinosus,wild,Antibodies,0,Grayson & Galido 1968
Vesicular_stomatitis_Indiana_virus,Proechimys_semispinosus,wild,plaque reduction neutralization,1,Tesh et al. 1969
Rabies_virus,Proteles_cristata,wild,PCR,2,Lembo et al. 2008
Canine_distemper_virus,Pseudalopex_gymnocercus,wild,Antibodies,0,Fiorello et al. 2007
Rabies_virus,Pseudalopex_vetulus,wild,Isolation,2,Silva et al. 2009
Peste-des-petits-ruminants_virus,Pseudois_nayaur,wild,PCR,2,Bao et al. 2011
Dengue_virus,Pteronotus_davyi,wild,Antibodies,0,Price 1978
Ilheus_virus,Pteronotus_davyi,wild,Antibodies,0,Price et al. 1978
Rabies_virus,Pteronotus_davyi,wild,Isolation,2,Goodwin & Greenhall 1961
Rio_Bravo_virus,Pteronotus_davyi,wild,Antibodies,0,Price 1978
St._Louis_encephalitis_virus,Pteronotus_davyi,wild,Antibodies,0,Price 1978
Tamana_bat_virus,Pteronotus_davyi,wild,Antibodies,0,Price 1978
Yellow_fever_virus,Pteronotus_davyi,wild,Antibodies,0,Price 1978
Bimiti_virus,Pteronotus_parnellii,wild,Antibodies,0,Price 1978
Dengue_virus,Pteronotus_parnellii,wild,Antibodies,0,Aguilar-Setien et al. 2008
Ilheus_virus,Pteronotus_parnellii,wild,Antibodies,0,Price et al. 1978
Rabies_virus,Pteronotus_parnellii,wild,Antibodies,0,Salas-Rojas et al. 2004
Rio_Bravo_virus,Pteronotus_parnellii,wild,Antibodies,0,Price 1978
St._Louis_encephalitis_virus,Pteronotus_parnellii,wild,Antibodies,0,Price 1978
Tamana_bat_virus,Pteronotus_parnellii,wild,Isolation,2,Price 1978
Yellow_fever_virus,Pteronotus_parnellii,wild,Antibodies,0,Price 1978
Hendra_virus,Pteropus_admiralitatum,wild,Antibodies,0,Field et al. unpub in Mackenzie 1999
Australian_bat_lyssavirus,Pteropus_alecto,wild,Isolation,2,Speare et al. 1997
Dengue_virus,Pteropus_alecto,wild,Antibodies,0,O'Connor et al. 1955
Hendra_virus,Pteropus_alecto,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Pteropus_alecto,wild,Antibodies,0,Rowan & O'Connor 1957
Menangle_virus,Pteropus_alecto,wild,Isolation,2,Wong et al. 2007; Philbey et al. 1998
Murray_Valley_encephalitis_virus,Pteropus_alecto,wild,Antibodies,0,Geevarghese & Banerjee 1990
Ross_River_virus,Pteropus_alecto,wild,Antibodies,0,http://www.cfsph.iastate.edu/Factsheets/pdfs/menangle..pdf
Sindbis_virus,Pteropus_alecto,wild,Antibodies,0,Barman et al. 2006
West_Nile_virus,Pteropus_alecto,wild,Antibodies,0,Rowan & O'Conner 1957
Hendra_virus,Pteropus_capistratus,wild,Antibodies,0,Field et al. unpub in Mackenzie 1999
Australian_bat_lyssavirus,Pteropus_conspicillatus,wild,Isolation,2,Wong et al. 2007; Mackenzie et al. 2001
Hendra_virus,Pteropus_conspicillatus,wild,Isolation,2,Calisher et al. 2006
Menangle_virus,Pteropus_conspicillatus,wild,Antibodies,0,Philbey et al. 2008
Aravan_virus,Pteropus_giganteus,wild,antigen,0,Kuzmin et al. 2006
Khujand_virus,Pteropus_giganteus,wild,antigen,0,Kuzmin et al. 2006
Nipah_virus,Pteropus_giganteus,wild,PCR,2,Hsu et al. 2004
Australian_bat_lyssavirus,Pteropus_hypomelanus,wild,Antibodies,0,Arguin et al. 2002
Hendra_virus,Pteropus_hypomelanus,wild,Antibodies,0,Field et al. unpub in Mackenzie 1999
Nipah_virus,Pteropus_hypomelanus,wild,Isolation,2,Calisher et al.; http://www.uniprot.org/uniprot/Q2A069
Tioman_virus,Pteropus_hypomelanus,wild,Isolation,2,Calisher et al. 2006
Aravan_virus,Pteropus_lylei,wild,Antibodies,0,Lumlertdacha et al. 2005
Australian_bat_lyssavirus,Pteropus_lylei,wild,Antibodies,0,Lumlertdacha et al. 2005
Irkut_virus,Pteropus_lylei,wild,Antibodies,0,Lumlertdacha et al. 2005
Khujand_virus,Pteropus_lylei,wild,Antibodies,0,Lumlertdacha et al. 2005
Nipah_virus,Pteropus_lylei,wild,Isolation,2,Calisher et al. 2006
Hendra_virus,Pteropus_neohibernicus,wild,Antibodies,0,Halpin unpub in Mackenzie 1999
Australian_bat_lyssavirus,Pteropus_poliocephalus,wild,Isolation,2,Mackenzie 1999; Gould et al. 2002; Wong et al. 2007
Hendra_virus,Pteropus_poliocephalus,wild,Isolation,2,Calisher et al. 2006
Menangle_virus,Pteropus_poliocephalus,wild,Isolation,2,Calisher et al. 2006
Nelson_Bay_orthoreovirus,Pteropus_poliocephalus,wild,Isolation,2,Calisher et al. 2006
Rabies_virus,Pteropus_poliocephalus,wild,Isolation,2,Pal et al. 1980
Hendra_virus,Pteropus_rufus,wild,Antibodies,0,Iehle et al. 2007
Nipah_virus,Pteropus_rufus,wild,Antibodies,0,Iehle et al. 2007
Tioman_virus,Pteropus_rufus,wild,Antibodies,0,Iehle et al. 2007
Australian_bat_lyssavirus,Pteropus_scapulatus,wild,Isolation,2,Speare et al. 1997
Dengue_virus,Pteropus_scapulatus,wild,Antibodies,0,O'Connor et al. 1955
Hendra_virus,Pteropus_scapulatus,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Pteropus_scapulatus,wild,Antibodies,0,Calisher et al. 2006; Sulkin & Allen 1974; Rowan & O'Connor 1957
Menangle_virus,Pteropus_scapulatus,wild,Antibodies,0,Philbey et al. 2008
Murray_Valley_encephalitis_virus,Pteropus_scapulatus,wild,Antibodies,0,Sulkin & Allen 1974; Rowan & O'Connor 1957
West_Nile_virus,Pteropus_scapulatus,wild,Antibodies,0,Sulkin & Allen 1974; Bunde et al. 2006; Rowan & O'Connor 1957
Nipah_virus,Pteropus_vampyrus,wild,Isolation,2,Calisher et al. 2006
Tembusu_virus,Pteropus_vampyrus,wild,Antibodies,0,Geevarghese & Banerjee 1990
Bovine_viral_diarrhea_virus_1,Pudu_puda,wild,PCR,2,Pizarro-Lucero et al. 2005
Felid_herpesvirus_1,Puma_concolor,wild,Antibodies,0,Paul-Murphy et al. 1994
Feline_calicivirus,Puma_concolor,wild,Antibodies,0,Roelke et al. 1993
Feline_coronavirus,Puma_concolor,wild,Antibodies,0,Roelke et al. 1993
Feline_immunodeficiency_virus,Puma_concolor,wild,PCR,2,Biek et al. 2006
Feline_leukemia_virus,Puma_concolor,wild,PCR,2,Cunningham et al. 2008
Feline_panleukopenia_virus,Puma_concolor,wild,Antibodies,0,Paul-Murphy et al. 1994
Human_picobirnavirus,Puma_concolor,captive,PCR,2,Gillman et al. 2012
Puma_lentivirus,Puma_concolor,wild,Antibodies,0,Evermann et al. 1997
Influenza_A_virus,Pusa_caspica,wild,Antibodies,0,Ohishi et al. 2006
Influenza_A_virus,Pusa_hispida,wild,Antibodies,0,Ohishi et al. 2004
Canine_distemper_virus,Pusa_sibirica,wild,Isolation,2,Mamaev et al. 1995
Influenza_A_virus,Pusa_sibirica,wild,Antibodies,0,Ohishi et al. 2004
Simian_foamy_virus,Pygathrix_nemaeus,wild,PCR,2,Hussain et al. 2003
Bluetongue_virus,Rangifer_tarandus,wild,ELISA,0,Afshar et al. 1995
Bovine_herpesvirus_1,Rangifer_tarandus,domestic,VNT,1,Zarnke 1983
Bovine_viral_diarrhea_virus_1,Rangifer_tarandus,wild,PCR,2,Becher et al. 1999
Bunyamwera_virus,Rangifer_tarandus,domestic,Isolation,2,Calisher et al. 1986
Cervid_herpesvirus_2,Rangifer_tarandus,domestic,PCR,2,das Neves et al. 2009
Orf_virus,Rangifer_tarandus,domestic,PCR,2,Vikoren et al. 2008
Ovine_herpesvirus_2,Rangifer_tarandus,wild,ELISA,0,Zarnke et al 2002
Rabies_virus,Rangifer_tarandus,wild,PCR,2,Kuzmin et al. 2004
West_Nile_virus,Rangifer_tarandus,domestic,Antibodies,0,Palmer et al. 2004
Foot-and-mouth_disease_virus,Raphicerus_sharpei,wild,Antibodies,0,Weaver et al. 2013
Encephalomyocarditis_virus,Rattus_exulans,wild,Antibodies,0,Tesh & Wallace 1978
Lassa_virus,Rattus_exulans,wild,Antibodies,0,Nitatpattana et al. 2000
Murid_herpesvirus_2,Rattus_exulans,wild,PCR,2,Ehlers et al. 2007
Gan_Gan_virus,Rattus_fuscipes,wild,Antibodies,0,Vale et al. 1991
Seoul_virus,Rattus_losea,wild,Isolation,2,Wang et al. 2000
Andes_virus,Rattus_norvegicus,wild,PCR,2,Fernandez et al. 2008
Cowpox_virus,Rattus_norvegicus,wild,PCR,2,Wolfs et al. 2002
Crimean-Congo_hemorrhagic_fever_virus,Rattus_norvegicus,wild,Antibodies,0,Darwish et al. 1983
Encephalomyocarditis_virus,Rattus_norvegicus,wild,Antibodies,0,Tesh & Wallace 1978
H-1_parvovirus,Rattus_norvegicus,wild,Isolation,2,Committee on Infectious Disease in Mice and Rats 1991
Human_picobirnavirus,Rattus_norvegicus,captive,PCR,2,Fregolente et al. 2009
Kilham_rat_virus,Rattus_norvegicus,wild,Isolation,2,Easterbrook et al. 2009; Kilham & Oliver 1959;  Kilham & Olivier 1959
Lassa_virus,Rattus_norvegicus,wild,Antibodies,0,Nitatpattana et al. 2000
Murid_herpesvirus_2,Rattus_norvegicus,wild,isolation,2,Bruggeman et al. 1982
Murine_pneumotropic_virus,Rattus_norvegicus,wild,Antibodies,0,Easterbrook et al. 2008
Rat_coronavirus,Rattus_norvegicus,wild,Isolation,2,Easterbrook et al. 2008; Parker et al. 1970
Rat_minute_virus_1,Rattus_norvegicus,wild,PCR,2,Wan et al. 2002
Rat_parvovirus_1,Rattus_norvegicus,wild,Isolation,2,Wan et al. 2002; Wan et al 2006
Salehabad_virus,Rattus_norvegicus,wild,Antibodies,0,Darwish et al. 1983
Sendai_virus,Rattus_norvegicus,wild,Antibodies,0,Easterbrook et al. 2008
Seoul_virus,Rattus_norvegicus,wild,Isolation,2,Wang et al. 2000
Theilovirus,Rattus_norvegicus,wild,Isolation,2,Easterbrook et al. 2008; Theiler 1934
Venezuelan_equine_encephalitis_virus,Rattus_norvegicus,wild,Isolation,2,Sudia & Newhouse 1975
Wad_Medani_virus,Rattus_norvegicus,wild,Antibodies,0,Darwish et al. 1983
West_Nile_virus,Rattus_norvegicus,wild,Antibodies,0,Gomez et al. 2008
Whitewater_Arroyo_virus,Rattus_norvegicus,wild,Antibodies,0,Bennett et al. 2000
Andes_virus,Rattus_rattus,domestic,PCR,2,Medina et al. 2009
Barur_virus,Rattus_rattus,wild,Isolation,2,CDC ArboCat
Bunyamwera_virus,Rattus_rattus,wild,Isolation,2,Monath et al. 1972; Henderson et al. 1972
Crimean-Congo_hemorrhagic_fever_virus,Rattus_rattus,wild,Antibodies,0,Darwish et al. 1983
Dera_Ghazi_Khan_virus,Rattus_rattus,domestic,Antibodies,0,Darwish et al. 1983
Dhori_virus,Rattus_rattus,wild,Antibodies,0,Darwish et al. 1983
Encephalomyocarditis_virus,Rattus_rattus,domestic,Isolation,2,Tesh & Wallace 1978
Hepatitis_E_virus,Rattus_rattus,domestic,Antibodies,0,Taylor et al. 2001; http://www.uniprot.org/uniprot/Q2A069
Kilham_rat_virus,Rattus_rattus,wild and captive,Antibodies and Isolation,2,Robey et al. 1968; Besselsen et al. 1995
Kyasanur_Forest_disease_virus,Rattus_rattus,wild,Antibodies,0,Webb et al. 1965
Latino_virus,Rattus_rattus,wild,Isolation,2,Gonzalez et al. 2007
Murid_herpesvirus_2,Rattus_rattus,wild,PCR,2,Lussier 1988; Ehlers et al. 2007
Murine_pneumonia_virus,Rattus_rattus,domestic,PCR,2,McInnes et al. 2011
Patois_virus,Rattus_rattus,domestic,Antibodies,0,Scherer et al. 1972
Rift_Valley_fever_virus,Rattus_rattus,domestic,Isolation,2,Imam et al. 1979
Seoul_virus,Rattus_rattus,domestic,Isolation,2,Wang et al. 2000
St._Louis_encephalitis_virus,Rattus_rattus,domestic,Isolation,2,Varelas-Wesley et al. 1982
Theilovirus,Rattus_rattus,domestic,Isolation,2,Ohsawaet al. 2003
Thogoto_virus,Rattus_rattus,domestic,Antibodies,0,Jones et al. 1987
Venezuelan_equine_encephalitis_virus,Rattus_rattus,wild,Antibodies,0,Sudia & Newhouse 1975
Wad_Medani_virus,Rattus_rattus,wild,Antibodies,0,Darwish et al. 1983
West_Nile_virus,Rattus_rattus,wild,Antibodies,0,Dietrich et al. 2005
Whitewater_Arroyo_virus,Rattus_rattus,wild,Antibodies,0,Bennett et al. 2000
Seoul_virus,Rattus_tanezumi,wild,PCR,2,Johansson P. et al. 2010
Murid_herpesvirus_2,Rattus_tiomanicus,wild,PCR,2,Ehlers et al. 2007
Murid_herpesvirus_4,Rattus_tiomanicus,wild,PCR,2,Ehlers et al. 2007
Bluetongue_virus,Redunca_arundinum,wild,ELISA,0,Anderson & Rowe 1998
Bovine_herpesvirus_2,Redunca_arundinum,wild,Antibodies,0,Hamblin & Hedger 1982
Bovine_viral_diarrhea_virus_1,Redunca_arundinum,wild,SNT,1,Hamblin & Hedger 1979
Crimean-Congo_hemorrhagic_fever_virus,Redunca_arundinum,wild,Antibodies,0,Shepherd et al. 1987
Foot-and-mouth_disease_virus,Redunca_arundinum,wild,Antibodies,0,Weaver et al. 2013
Lumpy_skin_disease_virus,Redunca_arundinum,wild,Antibodies,0,Hedger et al. 1983
Bluetongue_virus,Redunca_fulvorufula,wild,Antibodies,0,Williams et al. 2001
Crimean-Congo_hemorrhagic_fever_virus,Redunca_fulvorufula,wild,Antibodies,0,Shepherd et al. 1987
Bayou_virus,Reithrodontomys_fulvescens,wild,Antibodies,0,Holsomback et al. 2009
El_Moro_Canyon_virus,Reithrodontomys_megalotis,wild,PCR,2,Torrez-Martinez 1995
Sin_Nombre_virus,Reithrodontomys_megalotis,wild,Antibodies,0,Torres-Perez 2010
St._Louis_encephalitis_virus,Reithrodontomys_megalotis,wild,Antibodies,0,Hardy et al. 1974
Whitewater_Arroyo_virus,Reithrodontomys_megalotis,wild,Antibodies,0,Bennett et al. 2000
Rio_Segundo_virus,Reithrodontomys_mexicanus,wild,PCR,2,Kariwa et al. 2012
Crimean-Congo_hemorrhagic_fever_virus,Rhabdomys_pumilio,wild,Antibodies,0,Shepherd et al. 1987
Nipah_virus,Rhinolophus_affinis,wild,Antibodies,0,Li et al. 2008
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_blasii,wild,PCR,2,Drexler et al. 2010
Lake_Victoria_marburgvirus,Rhinolophus_eloquens,wild,PCR,2,Shi 2010; Swanepoel et al. 2007
Mount_Elgon_bat_virus,Rhinolophus_eloquens,wild,Isolation,2,Calisher et al. 2006
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_euryale,wild,PCR,2,Drexler et al. 2010
European_bat_lyssavirus_1,Rhinolophus_ferrumequinum,wild,PCR,2,Serra-Cobo et al. 2002
European_bat_lyssavirus_2,Rhinolophus_ferrumequinum,wild,Isolation,2,Calisher et al. 2006
Hantaan_virus,Rhinolophus_ferrumequinum,wild,Isolation,2,Kim et al. 1994
Issyk-Kul_virus,Rhinolophus_ferrumequinum,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Rhinolophus_ferrumequinum,wild,Antibodies,0,Calisher et al. 2006; Sulkin & Allen 1974; Miura et al. 1970
Puumala_virus,Rhinolophus_ferrumequinum,wild,PCR,2,Lee et al. 1998; Yun et al. 1999
Rabies_virus,Rhinolophus_ferrumequinum,wild,Antibodies,0,Jiang et al. 2010
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_ferrumequinum,wild,Isolation,2,Calisher et al. 2006
Mount_Elgon_bat_virus,Rhinolophus_hildebrandti,wild,Isolation,2,Metselaar et al. 1969
Issyk-Kul_virus,Rhinolophus_lepidus,wild,Isolation,2,Calisher et al. 2006
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_macrotis,wild,Isolation,2,Calisher et al. 2006
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_mehelyi,wild,PCR,2,Drexler et al. 2010
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_pearsonii,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Rhinolophus_pusillus,wild,Isolation,2,Calisher et al. 2006
Oita_virus,Rhinolophus_pusillus,wild,Isolation,2,Calisher et al. 2006
Rabies_virus,Rhinolophus_pusillus,wild,Antibodies,0,Jiang et al. 2010
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_pusillus,wild,Antibodies,0,Li et al. 2005
Japanese_encephalitis_virus,Rhinolophus_rouxii,wild,Antibodies,0,Cui et al. 2008
Kyasanur_Forest_disease_virus,Rhinolophus_rouxii,wild,Isolation,2,Calisher et al. 2006
Nipah_virus,Rhinolophus_sinicus,wild,Antibodies,0,Li et al. 2008
Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_sinicus,wild,Isolation,2,Calisher et al. 2006
Porcine_rubulavirus,Rhogeessa_parvula,wild,Antibodies,0,Salas-Rojas et al. 2004
Cowpox_virus,Rhombomys_opimus,wild,Isolation,2,Marennikova et al. 1978
Isfahan_virus,Rhombomys_opimus,wild,Antibodies,0,Tesh et al. 1977
Eastern_equine_encephalitis_virus,Rhynchonycteris_naso,wild,Antibodies,0,Ubico & McClean 1995
Chikungunya_virus,Rousettus_aegyptiacus,wild,Isolation,2,Calisher et al. 2006
European_bat_lyssavirus_1,Rousettus_aegyptiacus,wild,Isolation,2,Calisher et al. 2006
Kasokero_virus,Rousettus_aegyptiacus,wild,Isolation,2,Kalunda et al. 1986; Calisher et al. 2006
Lagos_bat_virus,Rousettus_aegyptiacus,wild,Isolation,2,Markotter et al. 2008
Lake_Victoria_marburgvirus,Rousettus_aegyptiacus,wild,PCR,2,Pourrut et al. 2009
Shamonda_virus,Rousettus_aegyptiacus,wild,Isolation,2,Addy et al. 1980
West_Nile_virus,Rousettus_aegyptiacus,wild,Antibodies,0,Bunde et al. 2006
Yogue_virus,Rousettus_aegyptiacus,wild,Isolation,2,Calisher et al. 2006
Zaire_ebolavirus,Rousettus_aegyptiacus,wild,PCR,2,Leroy et al. 2004
Australian_bat_lyssavirus,Rousettus_amplexicaudatus,wild,Antibodies,0,Arguin et al. 2002
Reston_ebolavirus,Rousettus_amplexicaudatus,wild,Antibodies,0,Taniguchi et al. 2011
Chikungunya_virus,Rousettus_leschenaultii,wild,Isolation,2,Yu et al. 1989
Dengue_virus,Rousettus_leschenaultii,wild,PCR,2,Wong et al. 2007
Influenza_A_virus,Rousettus_leschenaultii,wild,Antibodies,0,Kelkar et al. 1981
Japanese_encephalitis_virus,Rousettus_leschenaultii,wild,Isolation,2,Wang et al. 2009
Kyasanur_Forest_disease_virus,Rousettus_leschenaultii,wild,Antibodies,0,Bhat et al. 1978
Nelson_Bay_orthoreovirus,Rousettus_leschenaultii,wild,Isolation,2,Calisher et al. 2006; Du et al. 2010
Nipah_virus,Rousettus_leschenaultii,wild,Antibodies,0,Li et al. 2008
Rabies_virus,Rousettus_leschenaultii,wild,Antibodies,0,Jiang et al. 2010
