vVirusNameCorrected,hHostNameFinal,WildDomInReference,DetectionMethod,DetectionQuality,Reference
Reston_ebolavirus,Rousettus_leschenaultii,wild,Antibodies,0,Olival et al. 2013
Severe_acute_respiratory_syndrome-related_coronavirus,Rousettus_leschenaultii,wild,Antibodies,0,Li et al. 2005
West_Nile_virus,Rousettus_leschenaultii,wild,Isolation,2,Paul et al. 1970
Zaire_ebolavirus,Rousettus_leschenaultii,wild,Antibodies,0,Olival et al. 2012
Tioman_virus,Rousettus_madagascariensis,wild,Antibodies,0,Iehle et al. 2007
Border_disease_virus,Rupicapra_pyrenaica,wild,PCR,2,Fernandez-Sirera et al. 2012
Bovine_viral_diarrhea_virus_1,Rupicapra_pyrenaica,wild,PCR,2,Arnal et al. 2004
Bovine_herpesvirus_2,Rupicapra_rupicapra,wild,Antibodies,0,Thiry et al. 1988
Foot-and-mouth_disease_virus,Rusa_unicolor,domestic,Isolation,2,Barman et al. 1999
Australian_bat_lyssavirus,Saccolaimus_flaviventris,wild,Isolation,2,Calisher et al. 2006; Wong et al. 2007
Australian_bat_lyssavirus,Saccolaimus_saccolaimus,wild,Isolation,2,Calisher et al. 2006
Yellow_fever_virus,Saguinus_geoffroyi,wild,Antibodies,0,Seymour et al. 1983
GB_virus_A,Saguinus_labiatus,wild,PCR,2,Bukh & Apgar 1997
GB_virus_B,Saguinus_labiatus,captive,Isolation,2,Simons et al. 1995b
Torque_Teno_virus,Saguinus_labiatus,wild,PCR,2,Okamoto et al. 2000
Callitrichine_herpesvirus_1,Saguinus_midas,wild,Isolation,2,de Thoisy et al. 2003
Mayaro_virus,Saguinus_midas,wild,Antibodies,0,de Thoisy et al. 2003
GB_virus_A,Saguinus_mystax,wild,PCR,2,Bukh & Apgar 1997
GB_virus_A,Saguinus_nigricollis,wild,PCR,2,Bukh & Apga 1997
GB_virus_A,Saguinus_oedipus,wild,PCR,2,Bukh & Apgar 1997
Torque_Teno_virus,Saguinus_oedipus,wild,PCR,2,Catroxo et al. 2008
Foot-and-mouth_disease_virus,Saiga_tatarica,wild,Isolation,2,Weaver et al. 2013
Encephalomyocarditis_virus,Saimiri_sciureus,wild,Isolation,2,Roca-Garcia 1957
Mayaro_virus,Saimiri_sciureus,wild,Antibodies,0,de Thoisy et al. 2003
Measles_virus,Saimiri_sciureus,wild,Isolation,2,Fowler & Miller. 2003
Saimiriine_herpesvirus_1,Saimiri_sciureus,wild,Isolation,2,Daniel et al. 1967
Saimiriine_herpesvirus_2,Saimiri_sciureus,wild,Isolation,2,Falk et al. 1972
Simian_foamy_virus,Saimiri_sciureus,wild,Isolation,2,Johnston et al. 1971
Squirrel_monkey_retrovirus,Saimiri_sciureus,captive,Isolation,2,Heberling et al. 1977
California_encephalitis_virus,Sciurus_carolinensis,wild,Antibodies,0,Moulton & Thompson 1971
Eastern_equine_encephalitis_virus,Sciurus_carolinensis,wild,Antibodies,0,Karstad et al. 1960
Encephalomyocarditis_virus,Sciurus_carolinensis,wild,Isolation,2,Vizoso and Hay 1965
Lymphocytic_choriomeningitis_virus,Sciurus_carolinensis,wild,Antibodies,0,Greenwood & Sanchez 2002
Minute_virus_of_mice,Sciurus_carolinensis,wild,Antibodies,0,Committee on Infectious Disease in Mice and Rats 1991; Greenwood & Sanchez 2002
Murid_herpesvirus_1,Sciurus_carolinensis,wild,Antibodies,0,Greenwod & Sanchez 2002
Murine_pneumonia_virus,Sciurus_carolinensis,wild,Antibodies,0,Greenwod & Sanchez 2002
Powassan_virus,Sciurus_carolinensis,wild,Antibodies,0,McLean et al. 1967
Rabies_virus,Sciurus_carolinensis,wild,Antibodies,0,Childs et al. 1997
Sendai_virus,Sciurus_carolinensis,wild,Antibodies,0,Greenwood & Sanchez 2002
Squirrel_fibroma_virus,Sciurus_carolinensis,wild,PCR,2,Bangari et al. 2009
Squirrel_parapoxvirus,Sciurus_carolinensis,wild,Isolation,2,Bruemmer et al. 2010
St._Louis_encephalitis_virus,Sciurus_carolinensis,wild,Antibodies,0,Day et al. 1996
Theilovirus,Sciurus_carolinensis,wild,Antibodies,0,Greenwood & Sanchez 2002
Vesicular_stomatitis_Indiana_virus,Sciurus_carolinensis,wild,SNT,1,Jenney et al. 1975
West_Nile_virus,Sciurus_carolinensis,wild,Antibodies,0,Root et al. 2005
Venezuelan_equine_encephalitis_virus,Sciurus_granatensis,wild,Antibodies,0,Grayson & Galido 1968
Colorado_tick_fever_virus,Sciurus_griseus,wild,Isolation,2,Acha & Szyfres 2003; Johnson et al. 1997
Western_equine_encephalitis_virus,Sciurus_griseus,wild,hemmaglutination,0,Hardy 1987
California_encephalitis_virus,Sciurus_niger,wild,Antibodies,0,Moulton & Thompson 1971
Eastern_equine_encephalitis_virus,Sciurus_niger,wild,Antibodies,0,Karstad et al. 1960
Rabies_virus,Sciurus_niger,wild,Antibodies,0,Childs et al. 1997
West_Nile_virus,Sciurus_niger,wild,Antibodies,0,Root et al. 2005
Venezuelan_equine_encephalitis_virus,Sciurus_variegatoides,wild,Antibodies,0,Grayson & Galido 1968
Encephalomyocarditis_virus,Sciurus_vulgaris,wild,Isolation,2,Knowles et al. 1998
Ljungan_virus,Sciurus_vulgaris,wild,PCR,2,Romeo et al. 2014
Lymphocytic_choriomeningitis_virus,Sciurus_vulgaris,wild,PCR,2,Blasdell et al. 2008
Squirrel_adenovirus,Sciurus_vulgaris,wild,PCR,2,Sainsbury et al. 2001
Squirrel_parapoxvirus,Sciurus_vulgaris,wild,Isolation,2,Thomas et al. 2003
Australian_bat_lyssavirus,Scotophilus_kuhlii,wild,Antibodies,0,Arguin et al. 2002
Chikungunya_virus,Scotophilus_kuhlii,wild,Isolation,2,Calisher et al. 2006
Dengue_virus,Scotophilus_kuhlii,wild,Antibodies,0,Sulkin et al. 1974; Johnsen et al. 1974
Issyk-Kul_virus,Scotophilus_kuhlii,wild,Isolation,2,Calisher et al. 2006; Calisher 2009
Nipah_virus,Scotophilus_kuhlii,wild,Antibodies,0,WHO
Dakar_bat_virus,Scotophilus_nigrita,wild,Isolation,2,CDC Arbocat Report 1985
Kyasanur_Forest_disease_virus,Semnopithecus_entellus,wild,Isolation,2,Sreenivasan et al. 1986
Langur_virus,Semnopithecus_entellus,wild,Isolation,2,Nandi et al. 2006
Measles_virus,Semnopithecus_entellus,wild,Antibodies,0,Bhatt et al. 1966
Simian_virus_5,Semnopithecus_entellus,wild,Antibodies,0,Bhatt et al. 1966
Trubanaman_virus,Setonix_brachyurus,wild,Antibodies,0,Johansen et al. 2005
Cano_Delgadito_virus,Sigmodon_alstoni,wild,Isolation,2,Fulhorst et al. 1997
Guanarito_virus,Sigmodon_alstoni,wild,Isolation,2,Gonzalez et al. 2007
Pirital_virus,Sigmodon_alstoni,wild,isolation,2,Fulhorst et al. 1999
Bayou_virus,Sigmodon_hispidus,wild,Antibodies,0,Holsomback et al. 2009
Black_Creek_Canal_virus,Sigmodon_hispidus,wild,Isolation,2,Rollin et al. 1995
Bunyamwera_virus,Sigmodon_hispidus,wild,Isolation,2,Calisher et al. 1986
Cowbone_Ridge_virus,Sigmodon_hispidus,wild,Isolation,2,Calisher et al. 1969
Eastern_equine_encephalitis_virus,Sigmodon_hispidus,wild,Isolation,2,Day et al. 1996
Encephalomyocarditis_virus,Sigmodon_hispidus,wild,Isolation,2,Tesh & Wallace 1978
Everglades_virus,Sigmodon_hispidus,wild,Antibodies,0,Day et al. 1996
Guama_virus,Sigmodon_hispidus,wild,Isolation,2,Shope et al. 1988
Guanarito_virus,Sigmodon_hispidus,wild,Isolation,2,Acha & Szyfres 2003; Salas et al. 1991
Highlands_J_virus,Sigmodon_hispidus,wild,Antibodies,0,Day et al. 1996
Jutiapa_virus,Sigmodon_hispidus,wild,Isolation,2,Varelas-Wesley et al. 1982
Muleshoe_virus,Sigmodon_hispidus,wild,PCR,2,Rawlings et al. 1996
Patois_virus,Sigmodon_hispidus,wild,Isolation,2,Galindo et al. 1966
Sal_Vieja_virus,Sigmodon_hispidus,wild,Isolation,2,Varelas-Wesley et al. 1982
San_Perlita_virus,Sigmodon_hispidus,wild,Isolation,2,Varelas-Wesley et al. 1982
St._Louis_encephalitis_virus,Sigmodon_hispidus,wild,Antibodies,0,Day et al. 1996
Tamiami_virus,Sigmodon_hispidus,wild,Isolation,2,Calisher et al. 1970
Venezuelan_equine_encephalitis_virus,Sigmodon_hispidus,wild,Isolation,2,Acha & Szyfres 2003; Chamberlain et al. 1964; Grayson & Galindo 1968; Lord 1973
Vesicular_stomatitis_Indiana_virus,Sigmodon_hispidus,wild,plaque reduction neutralization,1,Tesh et al. 1969
Vesicular_stomatitis_New_Jersey_virus,Sigmodon_hispidus,wild,Antibodies,0,Jimenez et al. 1996
West_Nile_virus,Sigmodon_hispidus,wild,Antibodies,0,Dietrich et al. 2005
Zegla_virus,Sigmodon_hispidus,wild,Isolation,2,Srihongse et al. 1966
Whitewater_Arroyo_virus,Sigmodon_toltecus,wild,Antibodies,0,Milazzo et al. 2010
Andes_virus,Sooretamys_angouya,wild,Antibodies,0,de Oliveira et al. 2011
Flexal_virus,Sooretamys_angouya,wild,Isolation,2,Gonzalez et al. 2007
Parana_virus,Sooretamys_angouya,wild,Isolation,2,Webb et al. 1970; and Charrel et al. 2008
Vaccinia_virus,Sooretamys_angouya,wild,PRNT,1,Peres et al. 2013
Uukuniemi_virus,Sorex_araneus,wild,Antibodies,0,Traavik et al. 1977
Colorado_tick_fever_virus,Spermophilus_beecheyi,wild,Antibodies,0,Emmons 1994
Ground_squirrel_hepatitis_virus,Spermophilus_beecheyi,wild,PCR,2,Ranck et al. 2008; Marion et al. 1980
Modoc_virus,Spermophilus_beecheyi,wild,Antibodies,0,Hardy et al. 1974
St._Louis_encephalitis_virus,Spermophilus_beecheyi,wild,Antibodies,0,Hardy et al. 1974
Western_equine_encephalitis_virus,Spermophilus_beecheyi,wild,hemmaglutination,0,Hardy 1987
Sciurid_herpesvirus_1,Spermophilus_citellus,wild,Isolation,2,Diosi et al. 1967
Sciurid_herpesvirus_2,Spermophilus_citellus,wild,Isolation,2,Diosi et al. 1975
Colorado_tick_fever_virus,Spermophilus_columbianus,wild,Isolation,2,Eklund et al. 1958
Cowpox_virus,Spermophilus_fulvus,wild,Isolation,2,Marennikova et al. 1979
Colorado_tick_fever_virus,Spermophilus_lateralis,wild,Isolation,2,Carey et al. 1980
Arctic_squirrel_hepatitis_virus,Spermophilus_parryii,wild,PCR,2,Testut et al. 1996
Colorado_tick_fever_virus,Spermophilus_richardsonii,wild,Isolation,2,Carey et al. 1980
Ground_squirrel_hepatitis_virus,Spermophilus_richardsonii,wild,SouthernBlot,0,Tennant et al. 1991; Minuk et al. 1986
Western_equine_encephalitis_virus,Spermophilus_richardsonii,wild,Antibodies,0,Leung et al. 1975
Eastern_equine_encephalitis_virus,Spermophilus_tridecemlineatus,wild,Antibodies,0,Karstad et al. 1960
Rabies_virus,Spermophilus_tridecemlineatus,wild,Antibodies,0,Childs et al. 1997
Rabies_virus,Spermophilus_undulatus,wild,PCR,2,Kuzmin et al. 2004
Rabies_virus,Spermophilus_variegatus,wild,Antibodies,0,Suzan & Ceballos 2005
Cetacean_morbillivirus_virus,Stenella_coeruleoalba,wild,PCR,2,Aguilar & Raga 1993
Dengue_virus,Sturnira_lilium,wild,Antibodies,0,Aguilar-Setien et al. 2008
Eastern_equine_encephalitis_virus,Sturnira_lilium,wild,Antibodies,0,Ubico & McClean 1995
Mapuera_virus,Sturnira_lilium,wild,Isolation,2,Calisher et al. 2006
Rabies_virus,Sturnira_lilium,wild,Antibodies,0,Price and Everard 1977
Rio_Bravo_virus,Sturnira_lilium,wild,Antibodies,0,Ubico and McClean 1995
St._Louis_encephalitis_virus,Sturnira_lilium,wild,Antibodies,0,Sabattini et al. 1965
Tacaribe_virus,Sturnira_lilium,wild,Antibodies,0,Price et al. 1978
Tamana_bat_virus,Sturnira_lilium,wild,Antibodies,0,Price 1978
Venezuelan_equine_encephalitis_virus,Sturnira_lilium,wild,Antibodies,0,Ubico & McClean 1995
Vesicular_stomatitis_Indiana_virus,Sturnira_lilium,wild,plaque reduction neutralization,1,Ubico & McLean 1995
Vesicular_stomatitis_New_Jersey_virus,Sturnira_lilium,wild,Antibodies,0,Ubico & McClean 1995
Venezuelan_equine_encephalitis_virus,Sturnira_ludovici,wild,Antibodies,0,Ubico & McClean 1995
St._Louis_encephalitis_virus,Sturnira_tildae,wild,Antibodies,0,Price et al. 1978
Kyasanur_Forest_disease_virus,Suncus_murinus,wild,Antibodies,0,Webb et al. 1965
Thottapalayam_virus,Suncus_murinus,wild,Isolation,2,Carey et al. 1971
Rabies_virus,Suricata_suricatta,wild,PCR,2,van Zyl et al. 2010
African_swine_fever_virus,Sus_scrofa,domestic,Isolation,2,ICTV database
Banna_virus,Sus_scrofa,domestic,Isolation,2,Tao et al. 2005
Border_disease_virus,Sus_scrofa,domestic,PCR,2,Roehe et al. 1992
Borna_disease_virus,Sus_scrofa,domestic,PCR,2,Zhang et al. 2014
Bovine_viral_diarrhea_virus_1,Sus_scrofa,domestic,PCR,2,Van Gennip et al. 1999
Classical_swine_fever_virus,Sus_scrofa,domestic,Isolation,2,Kosmidou et al 1998
Encephalomyocarditis_virus,Sus_scrofa,domestic,Isolation,2,Tesh and Wallace 1978
Foot-and-mouth_disease_virus,Sus_scrofa,domestic,Isolation,2,Ghoneim et al. 2010
Getah_virus,Sus_scrofa,domestic,Isolation,2,Attoui et al. 2007
Hepatitis_E_virus,Sus_scrofa,domestic,Antibodies,0,Taylor et al. 2001;http://www.uniprot.org/uniprot/Q2A069
Human_picobirnavirus,Sus_scrofa,domestic,PCR,2,Banyai et al. 2008
Influenza_A_virus,Sus_scrofa,wild,Antibodies,0,Kaden et al. 2008
Influenza_C_virus,Sus_scrofa,domestic,Isolation,2,Kimura et al. 1997
Japanese_encephalitis_virus,Sus_scrofa,domestic,Isolation,2,Nitatpattana et al. 2000
Menangle_virus,Sus_scrofa,domestic,Isolation,2,Bowden et al. 2001
Ndumu_virus,Sus_scrofa,domestic,RNA,2,Masembe et al. 2012
Nipah_virus,Sus_scrofa,domestic,Isolation,2,Calisher et al. 2006
Norwalk_virus,Sus_scrofa,domestic,Antibodies,0,Farkas et al. 2005
Ovine_herpesvirus_2,Sus_scrofa,domestic,PCR,2,Wessels et al. 2011
Patois_virus,Sus_scrofa,domestic,Antibodies,0,Scherer et al. 1972
Porcine_adenovirus_A,Sus_scrofa,domestic,Isolation,2,Derbyshire et al. 1966
Porcine_adenovirus_B,Sus_scrofa,domestic,Isolation,2,Kasza et al. 1966
Porcine_adenovirus_C,Sus_scrofa,domestic,Isolation,2,Tuboly et al. 1995
Porcine_astrovirus,Sus_scrofa,domestic,PCR,2,Indik et al. 2006
Porcine_circovirus-1,Sus_scrofa,domestic,PCR,2,Kim et al. 2001
Porcine_circovirus-2,Sus_scrofa,domestic,PCR,2,Petrini et al. 2009
Porcine_enteric_sapovirus,Sus_scrofa,domestic,Isolation,2,Martella et al. 2008
Porcine_enterovirus_A,Sus_scrofa,domestic,Isolation,2,Dunne et al. 1971
Porcine_enterovirus_B,Sus_scrofa,domestic,Isolation,2,Moon et al. 2012
Porcine_epidemic_diarrhea_virus,Sus_scrofa,domestic,PCR,2,Puranaveja et al. 2009
Porcine_hemagglutinating_encephalomyelitis_virus,Sus_scrofa,domestic,PCR,2,Quiroga et al. 2008
Porcine_parvovirus,Sus_scrofa,wild and domestic,PCR,2,Cadar et al. 2012
Porcine_reproductive_and_respiratory_syndrome_virus,Sus_scrofa,domestic,Isolation,2,Dea et al. 1992
Porcine_rubulavirus,Sus_scrofa,domestic,Isolation,2,Wang et al. 2007
Porcine_teschovirus,Sus_scrofa,wild and domestic,PCR,2,Prodelalova 2012
Porcine_torovirus,Sus_scrofa,domestic,Isolation,2,Kroneman et al. 1998
Porcine_type-C_oncovirus,Sus_scrofa,captive,Isolation,2,Armstrong et al. 1971
Reston_ebolavirus,Sus_scrofa,domestic,Isolation,2,Barrette et al. 2009
Rotavirus_A,Sus_scrofa,domestic,PCR,2,Okadera et al. 2013
Rotavirus_A,Sus_scrofa,wild,PCR,2,Okadera et al. 2013
Rotavirus_B,Sus_scrofa,domestic,PCR,2,Medici et al. 2010
Rotavirus_C,Sus_scrofa,domestic,PCR,2,Medici et al. 2010
Rotavirus_E,Sus_scrofa,domestic,Isolation,2,Chasey et al. 1986
Sendai_virus,Sus_scrofa,domestic,Antibodies,0,Faisca et al. 2007
Suid_herpesvirus_1,Sus_scrofa,domestic,PCR,2,Hahn et al. 2010
Suid_herpesvirus_1,Sus_scrofa,wild,Isolation,2,Pannwitz et al. 2010
Swine_norovirus,Sus_scrofa,domestic,PCR,2,Song et al. 2011
Swinepox_virus,Sus_scrofa,domestic,PCR,2,Moorkamp et al. 2008
Thiafora_virus,Sus_scrofa,wild,Antibodies,0,Chastel 1989
Torque_Teno_virus,Sus_scrofa,domestic,PCR,2,Martelli et al. 2006
Transmissible_gastroenteritis_virus,Sus_scrofa,domestic,Antibodies,0,Morin et al. 1973
Trubanaman_virus,Sus_scrofa,wild,Antibodies,0,Johansen et al. 2005
Vaccinia_virus,Sus_scrofa,domestic,VNT,1,Peres et al. 2013
Vesicular_exanthema_of_swine_virus,Sus_scrofa,domestic,Antibodies,0,Smith and Latham 1978
Vesicular_stomatitis_Indiana_virus,Sus_scrofa,domestic,Antibodies,0,Fletcher et al. 1985
Wesselsbron_virus,Sus_scrofa,domestic,Antibodies,0,Baba et al. 1994
Japanaut_virus,Syconycteris_australis,wild,Isolation,2,Calisher et al. 2006
Bovine_viral_diarrhea_virus_1,Sylvicapra_grimmia,wild,SNT,1,Hamblin and Hedger 1979
Foot-and-mouth_disease_virus,Sylvicapra_grimmia,domestic,Antibodies,0,Weaver et al. 2013
Peste-des-petits-ruminants_virus,Sylvicapra_grimmia,wild,ELISA,0,Ogunsanmi et al. 2003
Bunyamwera_virus,Sylvilagus_aquaticus,wild,Isolation,2,Calisher et al. 1986
Bunyamwera_virus,Sylvilagus_audubonii,wild,Isolation,2,Calisher et al. 1986
Simbu_virus,Sylvilagus_audubonii,wild,Isolation,2,Hardy et al.  1974
St._Louis_encephalitis_virus,Sylvilagus_audubonii,wild,Antibodies,0,Hardy et al. 1974
Vesicular_stomatitis_Indiana_virus,Sylvilagus_audubonii,wild,plaque reduction neutralization,1,Aguirre et al. 1992
Western_equine_encephalitis_virus,Sylvilagus_audubonii,wild,hemmaglutination,0,Hardy 1987
Myxoma_virus,Sylvilagus_bachmani,wild,Isolation,2,Williams et al. 2001
Myxoma_virus,Sylvilagus_brasiliensis,wild,Isolation,2,Williams et al. 2001
Patois_virus,Sylvilagus_brasiliensis,wild,Antibodies,0,Scherer et al. 1972
Vesicular_stomatitis_Indiana_virus,Sylvilagus_brasiliensis,wild,plaque reduction neutralization,1,Tesh et al. 1969
California_encephalitis_virus,Sylvilagus_floridanus,wild,Antibodies,0,Parkin et al. 1973
Cottontail_rabbit_papillomavirus,Sylvilagus_floridanus,wild,Antigen,0,Weiner et al. 2010
Rabbit_kidney_vacuolating_virus,Sylvilagus_floridanus,wild,Isolation,2,Hartley & Rowe 1964
St._Louis_encephalitis_virus,Sylvilagus_nuttallii,wild,Antibodies,0,Sabattini et al. 1965
Bluetongue_virus,Syncerus_caffer,wild,Antibodies,0,Anderson et al. 1998
Bovine_ephemeral_fever_virus,Syncerus_caffer,wild,Antibodies,0,Davies et al. 1975
Bovine_herpesvirus_2,Syncerus_caffer,wild,Antibodies,0,Hamblin & Hedger 1982
Bovine_viral_diarrhea_virus_1,Syncerus_caffer,wild,SNT,1,Hamblin & Hedger 1979
Crimean-Congo_hemorrhagic_fever_virus,Syncerus_caffer,wild,Antibodies,0,Shepherd et al. 1987
Foot-and-mouth_disease_virus,Syncerus_caffer,wild,Antibodies,0,Hamblin et al. 1990
Lumpy_skin_disease_virus,Syncerus_caffer,wild,Isolation,2,Davies 1982
O'nyong-nyong_virus,Syncerus_caffer,wild,plaque reduction neutralization,1,Kading et al. 2012
Rift_Valley_fever_virus,Syncerus_caffer,wild,Antibodies,0,Anderson & Rowe 1998
Eastern_equine_encephalitis_virus,Tadarida_brasiliensis,wild,Antibodies,0,Sulkin & Allen 1974; Constantine 1970
Rabies_virus,Tadarida_brasiliensis,wild,PCR,2,Blanton et al. 2008
Rio_Bravo_virus,Tadarida_brasiliensis,wild,Isolation,2,Calisher et al. 2006
St._Louis_encephalitis_virus,Tadarida_brasiliensis,wild,Isolation,2,Cui et al. 2008
West_Nile_virus,Tadarida_brasiliensis,wild,Antibodies,0,Davis et al. 2005
Bukalasa_bat_virus,Tadarida_condylura,wild,Isolation,2,Calisher et al. 2006
Bunyamwera_virus,Tadarida_condylura,wild,Antibodies,0,Geevarghesse & Banerjee 1990
Dakar_bat_virus,Tadarida_condylura,wild,Isolation,2,Calisher et al. 2006
Entebbe_bat_virus,Tadarida_condylura,wild,Isolation,2,Calisher et al. 2006
Zaire_ebolavirus,Tadarida_condylura,wild,Antibodies,0,Pourrut et al. 2009
Zika_virus,Tadarida_condylura,wild,Antibodies,0,Simpson et al. 1968
Issyk-Kul_virus,Tadarida_plicata,wild,Isolation,2,Calisher et al. 2006
Kaeng_Khoi_virus,Tadarida_plicata,wild,Isolation,2,Osborne et al. 2003
Bukalasa_bat_virus,Tadarida_pumila,wild,Isolation,2,Calisher et al. 2006
Chikungunya_virus,Tadarida_pumila,wild,Isolation,2,Calisher et al. 2006
Dakar_bat_virus,Tadarida_pumila,wild,Isolation,2,Calisher et al. 2006
Entebbe_bat_virus,Tadarida_pumila,wild,Isolation,2,Calisher et al. 2006
European_bat_lyssavirus_1,Tadarida_teniotis,wild,Antibodies,0,Serra-Cobo et al. 2002
Mayaro_virus,Tamandua_tetradactyla,wild,Antibodies,0,de Thoisy et al. 2003
St._Louis_encephalitis_virus,Tamandua_tetradactyla,wild,Antibodies,0,de Thoisy et al. 2004
Vesicular_stomatitis_Indiana_virus,Tamandua_tetradactyla,wild,plaque reduction neutralization,1,Tesh et al. 1970
Colorado_tick_fever_virus,Tamias_amoenus,wild,Isolation,2,Burgdorfer & Eklund 1959
Colorado_tick_fever_virus,Tamias_minimus,wild,Isolation,2,Carey et al. 1980
Chipmunk_parvovirus,Tamias_sibiricus,wild,PCR,2,Yoo et al. 1999
Bunyamwera_virus,Tamias_striatus,wild,Antibodies,0,McClean et al. 1996
California_encephalitis_virus,Tamias_striatus,wild,Antibodies,0,Moulton & Thompson 1971
Powassan_virus,Tamias_striatus,wild,Antibodies,0,McLean et al. 1960
Rabies_virus,Tamias_striatus,wild,Antibodies,0,Dowda et al. 1984
West_Nile_virus,Tamias_striatus,wild,Antibodies,0,Gomez et al. 2008
Colorado_tick_fever_virus,Tamias_umbrinus,wild,Isolation,2,Carey et al. 1980
Colorado_tick_fever_virus,Tamiasciurus_hudsonicus,wild,PCR,2,Burgdorfer & Eklund 1959
Powassan_virus,Tamiasciurus_hudsonicus,wild,Antibodies,0,McLean et al. 1970
Powassan_virus,Tamiasciurus_hudsonicus,wild,Isolation,2,McLean & Larke 1963
Squirrel_fibroma_virus,Tamiasciurus_hudsonicus,wild,PCR,2,Bangari et al. 2009
Australian_bat_lyssavirus,Taphozous_melanopogon,wild,Antibodies,0,Arguin et al. 2002
Issyk-Kul_virus,Taphozous_melanopogon,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Taphozous_melanopogon,wild,Antibodies,0,Cui et al. 2008
Dakar_bat_virus,Taphozous_perforatus,wild,Isolation,2,Calisher et al. 2006
Kaeng_Khoi_virus,Taphozous_perforatus,wild,Isolation,2,Wong et al. 2007
Kaeng_Khoi_virus,Taphozous_theobaldi,wild,Isolation,2,CDC Arbocat Report 1985
Bakau_virus,Tatera_indica,wild,Antibodies,0,Darwish et al. 1983
Crimean-Congo_hemorrhagic_fever_virus,Tatera_indica,wild,Antibodies,0,Darwish et al. 1983
Dera_Ghazi_Khan_virus,Tatera_indica,wild,Antibodies,0,Darwish et al. 1983
Dhori_virus,Tatera_indica,wild,Antibodies,0,Darwish et al. 1983
Isfahan_virus,Tatera_indica,wild,Antibodies,0,Tesh et al. 1977
Kyasanur_Forest_disease_virus,Tatera_indica,wild,Antibodies,0,Webb et al. 1965
Salehabad_virus,Tatera_indica,wild,Antibodies,0,Darwish et al. 1983
Wad_Medani_virus,Tatera_indica,wild,Antibodies,0,Darwish et al. 1983
Canine_distemper_virus,Taxidea_taxus,wild,Antibodies,0,Goodrich et al. 1994
Andes_virus,Thaptomys_nigrita,wild,PCR,2,Araujo et al. 2011
Simian_foamy_virus,Theropithecus_gelada,wild,PCR,2,Hussain et al. 2003
St._Louis_encephalitis_virus,Thomomys_talpoides,wild,Antibodies,0,Williams et al. 2001
Lebombo_virus,Thryonomys_swinderianus,wild,Isolation,2,Kemp 1975; Brown et al. 1991
Eastern_equine_encephalitis_virus,Tolypeutes_matacus,wild,Antibodies,0,Deem et al. 2009
St._Louis_encephalitis_virus,Tolypeutes_matacus,wild,Antibodies,0,Deem et al. 2009
Tacaribe_virus,Tonatia_bidens,wild,Antibodies,0,Price 1978
Bakau_virus,Trachypithecus_cristatus,wild,Antibodies,0,Beran & Steele 1994
Measles_virus,Trachypithecus_cristatus,wild,Isolation,2,Fowler & Miller 2003
Kyasanur_Forest_disease_virus,Trachypithecus_francoisi,wild,Antibodies,0,Webb et al. 1965
