hHostNameFinal,hOrder,hFamily,hGenus,hSpecies,hMarOTerr,hWildDomFAO,hAllZACites,hDiseaseZACites,hHuntedIUCN,hArtfclHbttUsrIUCN,IUCN_Species_ID,Authority,Synonyms,Common_names_Eng,Common_names_Fre,Common.names_Spa,RedList_status,RedList_criteria,RedList_criteria_version,Year_assessed,Population_trend,Petitioned,hMassGrams,S,S20,S40,S50,S80,S100,AreaHost,Area.crop,crop.perc,Area.pasture,pasture.perc,Area.urban,urban.perc,popc_1970AD,popc_1980AD,popc_1990AD,popc_2000AD,popc_2005AD,rurc_1970AD,rurc_1980AD,rurc_1990AD,rurc_2000AD,rurc_2005AD,urbc_1970AD,urbc_1980AD,urbc_1990AD,urbc_2000AD,urbc_2005AD,p_crop1970,p_grass1970,p_uopp1970,p_crop1980,p_grass1980,p_uopp1980,p_crop1990,p_grass1990,p_uopp1990,p_crop2000,p_grass2000,p_uopp2000,p_crop2005,p_grass2005,p_uopp2005,hContinents,DOMYearBP,domestic_category
Macaca_tonkeana,PRIMATES,CERCOPITHECIDAE,Macaca,tonkeana,Terrestrial,wild,95,8,1,1,12563,"(Meyer, 1899)",Macaca hypomelanus  |Macaca togeanus  |Macaca tonsus,"Tonkean Black Macaque, Tonkean Macaque",Macaque De Tonkea,Macaca De Tonkean,VU,A2cd+3cd+4cd,3.1,2008,decreasing,N,10035.53,123,86,77,74,64,1,81884897280,7974684224,9.73889507,4586296681,5.600906679,81407891.49,0.099417468,1806765.871,2286552.265,2790688.779,3249524.117,3460582.903,1664164.668,2030417.775,2071065.727,2053238.83,1983238.014,142601.2031,256134.5,719623,1196285.298,1477344.93,6.243682575,5.416916275,0.015956517,6.241910691,5.196657114,0.034154584,8.373070093,5.720629142,0.083108579,11.4881904,4.443625044,0.132687476,12.51830372,4.458689653,0.168081154,NA,NA,NA
Macroglossus_minimus,CHIROPTERA,PTEROPODIDAE,Macroglossus,minimus,Terrestrial,wild,41,9,0,1,12594,"(_. Geoffroy, 1810)",NA,"Dagger-toothed Long-nosed Fruit Bat, Lesser Long-tongued Fruit Bat, Lesser Long-tongued Frut Bat",NA,NA,LC,NA,3.1,2008,stable,N,16.3,1082,147,50,21,5,1,3.61e+12,4.12e+11,11.39389176,92269545890,2.553481623,10440828580,0.288941098,166868525.6,209340501.8,256470933.7,303054424,326222780.3,133331982.8,157393552.6,171361416.3,173011846.5,168968750.8,33536543.23,51946944.82,85109513.72,130042578.6,157254027.2,11.18265431,10.57020808,0.125276492,12.15211089,10.52231662,0.183494625,14.86989143,10.54020874,0.288659677,16.33576676,10.01541674,0.431368246,16.97799714,9.905335274,0.519540682,NA,NA,NA
Macropus_agilis,DIPROTODONTIA,MACROPODIDAE,Macropus,agilis,Terrestrial,wild,101,401,0,0,40560,"(Gould, 1842)",NA,Agile Wallaby,NA,NA,LC,NA,3.1,2008,decreasing,N,11815.75,304,50,36,31,9,1,1.33e+12,8708768417,0.652963375,2.35e+11,17.65540843,304872734.6,0.022858655,824105.5236,1049446.354,1331468.933,1717890.409,1819665.874,507482.0335,596314.2329,601312.935,654578.0163,688614.0916,316623.4884,453132.1438,730155.9984,1063312.024,1131051.999,1.509706153,47.90403812,0.012566548,1.56110694,47.74205541,0.017431217,1.692860773,45.31727861,0.024144492,1.763871835,44.2638414,0.034568065,1.860558473,42.91679167,0.038562645,NA,NA,NA
Macropus_fuliginosus,DIPROTODONTIA,MACROPODIDAE,Macropus,fuliginosus,Terrestrial,wild,286,68,0,1,40563,"(Desmarest, 1817)",NA,"Kangaroo Island Western Grey Kangaroo, Western Gray Kangaroo, Western Grey Kangaroo",NA,NA,LC,NA,3.1,2008,increasing,N,25564.7,117,35,17,14,9,2,1.61e+12,1.3e+11,8.049806432,7.72e+11,47.87944964,821962623.6,0.0509953,2340041.896,2706247.091,3131860.651,3483154.124,3618770.137,409063.2537,449882.7062,530419.1803,528502.6328,511858.4763,1930978.656,2256364.38,2601441.482,2954651.487,3106911.657,12.89860024,50.40447061,0.065733643,14.04361683,50.26736757,0.083145071,15.90147628,47.71279087,0.104899853,17.08335324,46.78009961,0.131692534,17.85331675,45.3479611,0.145614088,NA,NA,NA
Macropus_giganteus,DIPROTODONTIA,MACROPODIDAE,Macropus,giganteus,Terrestrial,wild,517,99,1,1,41513,"Shaw, 1790",NA,Eastern Grey Kangaroo,NA,NA,LC,NA,3.1,2008,stable,N,33409.89,192,58,30,22,11,1,2.24e+12,87561912134,3.908856882,1.26e+12,56.18443538,5721736550,0.255424411,9540516.489,10897753.12,12493855.25,14162607.83,14931313.38,1466321.269,1614940.299,1893770.68,1886009.689,1827237.379,8074195.229,9282812.848,10600084.5,12276598.16,13104076.05,10.57923742,46.1420133,0.198161392,10.97413382,46.05139421,0.246009253,11.62571261,43.78290776,0.30499585,10.82593117,43.15176176,0.38594843,11.31240817,41.8263088,0.431621288,NA,NA,NA
Macropus_parma,DIPROTODONTIA,MACROPODIDAE,Macropus,parma,Terrestrial,wild,91,24,0,0,12627,"Waterhouse, 1845",NA,Parma Wallaby,NA,NA,NT,NA,3.1,2008,unknown,N,4156.62,83,70,64,64,59,1,50783100928,25233716.27,0.049689199,5054261739,9.952644967,441526298.6,0.869435483,447703.5989,500946.4046,560610.7319,631804.2299,666269.9078,109047.0386,116795.4322,132899.6589,141591.3688,137796.137,338656.5603,384150.9724,427711.073,490212.8611,528473.7708,7.897334141,8.168187526,0.386230519,6.990222236,8.206204608,0.511924118,5.527213854,7.911991155,0.667497178,1.170781578,8.178928599,0.924487101,1.223564612,7.926448102,1.06972893,NA,NA,NA
Macropus_robustus,DIPROTODONTIA,MACROPODIDAE,Macropus,robustus,Terrestrial,wild,258,56,0,1,40565,"Gould, 1841",NA,"Barrow Island Euro, Common Wallaroo, Euro, Hill Wallaroo",NA,NA,LC,NA,3.1,2008,stable,N,25978.92,248,37,19,17,6,1,6.38e+12,1.21e+11,1.895661991,2.5e+12,39.19240324,3809069526,0.059728092,2801257.954,3276775.499,3795473.627,4344901.944,4539955.796,902463.8665,1021032.055,1218951.056,1229261.046,1197655.747,1898794.103,2255743.462,2576522.51,3115640.922,3342300.094,3.456795842,60.02049007,0.01702426,3.701525856,59.83775823,0.023311076,4.08064734,56.7722556,0.030747725,4.144800202,55.54177474,0.042998756,4.331611598,53.84203788,0.050024622,NA,NA,NA
Macropus_rufogriseus,DIPROTODONTIA,MACROPODIDAE,Macropus,rufogriseus,Terrestrial,wild,266,78,0,1,40566,"(Desmarest, 1817)",NA,"Bennett's Wallaby, Red-necked Wallaby",NA,NA,LC,NA,3.1,2008,stable,N,16850,132,71,48,40,20,1,6.55e+11,30403733690,4.643563756,2.48e+11,37.94004208,3791690204,0.579105041,6004577.061,6963242.893,8054392.202,9250167.109,9747841.449,781114.7734,866977.3067,1020407.34,1007169.33,966372.7912,5223462.29,6096265.607,7033984.792,8242997.803,8781468.709,12.66995972,34.09740757,0.437931355,12.62038106,34.09773335,0.549922634,12.52571213,32.56574285,0.687277592,9.810745382,32.47605107,0.874839037,10.25250819,31.47414449,0.974462201,NA,NA,NA
Macropus_rufus,DIPROTODONTIA,MACROPODIDAE,Macropus,rufus,Terrestrial,wild,474,70,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38968.39,165,35,20,17,7,1,5.38e+12,53799959114,0.999393659,2.13e+12,39.64932589,671724704.2,0.012478028,476007.6312,541167.079,616426.1742,692484.999,714995.8786,236997.32,264393.1183,306340.8564,323081.2348,317280.13,239010.3112,276773.9607,310085.3237,369403.7601,397715.7436,2.304634518,64.23327293,0.00246541,2.504129322,64.0330141,0.003207828,2.820247369,60.74028542,0.004115007,2.997280736,59.38197976,0.006220588,3.132409082,57.56521579,0.007392746,NA,NA,NA
Macrotus_californicus,CHIROPTERA,PHYLLOSTOMIDAE,Macrotus,californicus,Terrestrial,wild,50,7,0,1,12652,"Baird, 1858",NA,"California Leaf-nosed Bat, Californian Leaf-nosed Bat",NA,NA,LC,NA,3.1,2008,stable,N,11.83,258,82,56,49,24,1,6.46e+11,12012449377,1.860586589,2.52e+11,39.01201631,4954597393,0.767408658,6951553.093,9453241.838,12348321.97,15843050.92,16679157.6,2156754.72,2603225.166,2991180.388,3262605.32,3228429.281,4794798.409,6850016.592,9357141.457,12580445.58,13450728.25,5.588371213,38.83685756,0.267061639,5.878218408,38.14814865,0.397651272,5.809558824,39.08114668,0.563983845,4.484525163,38.5412952,0.820436414,4.479146918,38.69234698,0.914067541,NA,NA,NA
Madromys_blanfordi,RODENTIA,MURIDAE,Madromys,blanfordi,Terrestrial,wild,2,1,0,0,5512,"(Thomas, 1881)",Cremnomys blanfordi  |Mus blanfordi  |Rattus blanfordi,"Blanford's Rat, Blanfords Rat, White-tailed Wood Rat",NA,NA,LC,NA,3.1,2008,unknown,N,NA,161,78,62,59,40,1,9.95e+11,5.31e+11,53.32372164,31560205306,3.170876009,9219415880,0.926281193,173368792,214673082.4,266134922.3,325275727.7,352391965.6,140376633.6,167478559.2,200989506.9,238514665.1,255025343,32992158.82,47194522.84,65145415.16,86761062.48,97366623.09,53.7370271,2.732670756,0.213492522,54.85832276,2.576923438,0.303214048,55.11228121,2.468984893,0.416457932,53.49171466,2.523313999,0.556471235,53.45385322,2.433228009,0.622446245,NA,NA,NA
Mandrillus_leucophaeus,PRIMATES,CERCOPITHECIDAE,Mandrillus,leucophaeus,Terrestrial,wild,77,17,1,0,12753,"(F. Cuvier, 1807)",NA,Drill,NA,Dril,EN,A2cd,3.1,2008,unknown,N,14253.3,214,147,129,121,93,1,43470299136,361396978.3,0.83136529,70207862.9,0.16150766,149555356.3,0.34404032,785530.903,1012584.912,1340922.587,1692174.833,1892998.913,759573.4037,927772.5305,1153693.187,1334588.169,1443207.801,25957.5,84812.3811,187229.4001,357586.6637,449791.1124,10.799808,10.75502887,0.004503392,12.37436601,10.79109297,0.014545745,13.34417869,10.78830693,0.031884062,17.53034312,9.87430992,0.060733371,18.46974498,9.902281944,0.076418968,NA,NA,NA
Mandrillus_sphinx,PRIMATES,CERCOPITHECIDAE,Mandrillus,sphinx,Terrestrial,wild,149,17,1,0,12754,"(Linnaeus, 1758)",Mandrillus sphinx subspecies insularis|Mandrillus sphinx subspecies madarogaster,Mandrill,NA,Mandril,VU,A2cd,3.1,2008,unknown,N,16685.06,214,156,125,117,92,1,3.27e+11,144805279,0.044272129,10229798646,3.127613767,299106574.7,0.091447532,1741520.359,2227440.064,3054433.47,3942302.383,4392326.465,1294646.089,1308231.554,1465880.071,1528372.379,1561544.657,446874.4339,919208.2002,1588553.329,2413930.11,2830781.88,4.666696905,13.95604568,0.014376084,5.564286741,13.53431365,0.030897641,5.647556427,13.54193012,0.053371958,5.309068798,13.46203473,0.080321223,5.284311151,13.46156705,0.095083372,NA,NA,NA
Marmosa_murina,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosa,murina,Terrestrial,wild,39,12,0,1,40505,"Linnaeus, 1758",NA,"Linnaeus's Mouse Opossum, Murine Mouse Opossum",Opossum-souris Commun,NA,LC,NA,3.1,2008,stable,N,36.28,839,211,157,142,94,1,6.49e+12,1.03e+11,1.584810665,5.43e+11,8.370198363,10430887590,0.160700917,46281747.48,59393957.2,73716930.43,86805326.29,93287098.25,19680689.24,18771596.48,17980915.39,16077988.35,14769088.51,26601057.74,40622361.77,55736015.37,70727337.8,78518009.09,2.521512244,7.772589729,0.063240848,3.180067563,8.538951022,0.094780314,3.38044344,9.138063118,0.128929225,2.799187399,9.478156117,0.164160556,2.841552267,9.528224386,0.183302319,NA,NA,NA
Marmota_flaviventris,RODENTIA,SCIURIDAE,Marmota,flaviventris,Terrestrial,wild,264,10,0,0,42457,"(Audubon & Bachman, 1841)",NA,Yellow-bellied Marmot,NA,NA,LC,NA,3.1,2008,stable,N,3709.73,227,86,62,55,26,7,1.72e+12,1.62e+11,9.420918827,7.82e+11,45.51613134,9533718202,0.55463098,6843682.164,8704197.62,9963384.807,12199655.06,12834457.12,2207652.991,2761171.242,3015606.161,3163713.449,3058810.922,4636029.174,5943026.315,6947778.625,9035941.615,9775646.194,7.06148802,36.49999371,0.140955584,7.790764455,35.3586638,0.19780234,8.918293774,35.25629324,0.255215682,12.25743662,33.45607048,0.36763176,12.20864843,33.70659569,0.421188043,NA,NA,NA
Marmota_monax,RODENTIA,SCIURIDAE,Marmota,monax,Terrestrial,wild,474,143,0,1,42458,"(Linnaeus, 1758)",NA,Woodchuck,NA,NA,LC,NA,3.1,2008,stable,N,3880.93,179,64,42,37,16,1,7.6e+12,1.06e+12,13.88112601,2.61e+11,3.43224508,53952912107,0.709547292,153697686.8,160214559.1,169158467.2,180815486,190221359.7,40540145.35,42037933.71,41855923.98,38128567.32,37080597.22,113157541.5,118176625,127302542.9,142686919.1,153140762,20.82575116,4.993297636,0.729542074,20.09757187,4.949981841,0.825859425,19.39723434,5.142188733,0.970994867,17.11313663,5.540380025,1.203058975,17.04435692,5.564254254,1.361826483,NA,NA,NA
Martes_foina,CARNIVORA,MUSTELIDAE,Martes,foina,Terrestrial,wild,526,86,1,1,29672,"(Erxleben, 1777)",NA,"Beech Marten, Pallas's Cat, Stone Marten, STONE MARTEN","Fouine, FOUINE","Gardu_a, GARDU_A",LC,NA,3.1,2008,stable,N,1675,811,75,22,11,3,1,1.24e+13,2.18e+12,17.53793832,3.43e+12,27.64471151,1.33e+11,1.074699553,623959098.2,688785046.2,744268085.4,788498518.2,805405683.3,302772310.6,312419276,311802605,315950898.4,312920633,321186789.9,376365771.1,432465481.5,472547621.9,492485054.8,21.60744596,30.72711336,0.48945628,21.34992132,32.89252507,0.607749349,21.54140548,36.32246186,0.730453022,21.7348492,36.24675336,0.848438208,21.41358035,35.99736733,0.91292122,NA,NA,NA
Martes_pennanti,CARNIVORA,MUSTELIDAE,Martes,pennanti,Terrestrial,wild,325,28,1,0,41651,"(Erxleben, 1777)",NA,Fisher,NA,NA,LC,NA,3.1,2008,unknown,N,3750,218,58,42,39,27,1,3.48e+12,51554639170,1.481225303,98328821153,2.825102549,6529534740,0.187601204,14352799.96,15827144.74,17558432.88,18852271.59,19793954.96,5168093.384,5771600.039,6205709.394,6062088.506,6092938.913,9184706.485,10055544.7,11352723.48,12790182.99,13701016.05,6.453192823,2.909671662,0.068707195,5.907138659,2.839735897,0.086121644,5.47125052,2.850757796,0.114894955,4.078298508,2.823575106,0.155391157,4.067441912,2.838196622,0.182814616,NA,NA,NA
Mastomys_coucha,RODENTIA,MURIDAE,Mastomys,coucha,Terrestrial,wild,138,60,0,1,12865,"(Smith, 1834)",NA,"Southern African Mastomys, Southern Multimammate Mouse",NA,NA,LC,NA,3.1,2008,stable,N,53.81,278,133,77,62,23,2,1.28e+12,1e+11,7.847715577,7.08e+11,55.49408371,6295029125,0.493074194,14183885.36,16717326.96,23408993.64,31099311.4,33123810.98,8490505.39,9896879.001,12832012.47,15372566.73,15536439.3,5693379.975,6820447.87,10576981.27,15726745.56,17587371.65,8.282372214,60.27454818,0.09429293,8.274103635,59.64728435,0.116844007,8.974713013,60.27933286,0.186315745,10.25936912,61.58614737,0.276455158,10.2850784,61.84251582,0.310517204,NA,NA,NA
Mastomys_erythroleucus,RODENTIA,MURIDAE,Mastomys,erythroleucus,Terrestrial,wild,97,33,0,1,12866,"(Temminck, 1853)",NA,"Guinea Multimammate Mouse, Reddish-white Mastomys",NA,NA,LC,NA,3.1,2008,stable,N,64.07,742,131,80,52,14,1,7.14e+12,1.03e+12,14.38880146,2.06e+12,28.89546394,10825434429,0.151566626,145459455,191115103.8,259127565.8,343045379.4,392602868.6,117744208.8,145297291.3,184106613.3,226262335.9,248963956.2,27715250.62,45817814.44,75020951.03,116783046.4,143638911.8,11.85614028,39.05595473,0.04625843,12.66043813,39.12831848,0.074042369,14.02395355,40.51326397,0.120332047,16.30129563,41.24795709,0.187059035,17.87098194,41.47497644,0.231024137,NA,NA,NA
Mastomys_huberti,RODENTIA,MURIDAE,Mastomys,huberti,Terrestrial,wild,51,13,0,1,45061,"(Wroughton, 1909)",NA,"Hubert's Mastomys, Huberts Mastomys",NA,NA,LC,NA,3.1,2008,increasing,N,53.24333333,203,110,66,48,20,1,5.82e+11,60996639853,10.48937159,2.47e+11,42.44137045,522294806.3,0.089817151,7831574.714,10075968.07,12567857.89,16617639.88,19267498.5,6263368.721,7509623.046,8597173.749,10774168.94,12147787.65,1568205.917,2566346.041,3970684.043,5843475.061,7119709.37,5.615269709,46.51054643,0.031243502,6.56841691,46.60058394,0.052514162,8.421819548,46.68671714,0.082892561,9.59312519,50.37426263,0.126870957,10.10761984,51.00148662,0.157845213,NA,NA,NA
Mastomys_natalensis,RODENTIA,MURIDAE,Mastomys,natalensis,Terrestrial,wild,537,287,0,1,12868,"(Smith, 1834)",Mastomys hildebrandtii  |Myomys fumatus,"Natal Mastomys, Natal Multimammate Mouse",NA,NA,LC,NA,3.1,2008,stable,N,41.85,976,156,53,42,8,1,1.68e+13,1.37e+12,8.146813297,5.12e+12,30.56752528,21416861745,0.127795482,243878603.6,321385196.9,434687582.3,573765093.7,654601167.3,198452043.4,248028588,316543991.7,390791914.7,430878204.4,45426565.83,73356610.89,118143587.4,182973181.3,223722968.6,8.145672325,33.94685113,0.036805907,8.640657021,34.07666506,0.057044669,9.307809339,34.653705,0.091893944,10.24167463,34.60962183,0.140879363,11.13967736,34.78102921,0.171141327,NA,NA,NA
Mazama_gouazoubira,CETARTIODACTYLA,CERVIDAE,Mazama,gouazoubira,Terrestrial,wild,78,10,1,1,29620,"(G. Fischer [von Waldheim], 1814)",Mazama gouazipira,"Brown Brocket, Gray Brocket",NA,"Cabra Silvestre, Corzuela Com_n, Corzuela Parda, Guazu, Guazu Vir_",LC,NA,3.1,2008,decreasing,N,16633.17,618,170,107,82,27,1,5.78e+12,5.13e+11,8.891303444,2.03e+12,35.18290667,43320560668,0.750118764,101955325.2,127278848.8,154425428.8,178597834.9,191226570.7,43143136.01,40223484.12,37805832.06,33091394.82,30097589.96,58812189.15,87055364.16,116619597.3,145506440.7,161128982.1,9.653603153,31.54437905,0.158703854,11.41781255,34.1579843,0.23400649,11.97392846,36.63937853,0.314496589,13.08330066,38.45017147,0.39712947,13.68897635,38.59913904,0.443874805,NA,NA,NA
Megaderma_lyra,CHIROPTERA,MEGADERMATIDAE,Megaderma,lyra,Terrestrial,wild,177,15,0,1,12938,"_. Geoffroy, 1810",Encheira lyra subspecies caurina|Megaderma lyra subspecies caurina|Megaderma schistacea  |Megaderma spectrum  |Vespertilio carnatica,"Greater False Vampire, Greater False Vampire Bat, Indian False Vampire Bat",NA,NA,LC,NA,3.1,2008,unknown,N,39.27,726,130,57,34,14,1,6.07e+12,2.01e+12,33.08894625,3.64e+11,5.999221185,45104642622,0.742956132,864611257.4,1079097621,1340714196,1605710801,1730243917,704778884.6,843083822.5,1005954647,1152853770,1214166366,159832370.2,236013799.3,334759539.6,452857036.9,516077553.5,37.43823308,4.144328417,0.205326321,38.68783625,4.469577293,0.294245197,40.22616207,4.793908815,0.413484325,40.55860611,5.12850625,0.562547811,40.66208975,5.157584651,0.642629092,NA,NA,NA
Megadontomys_nelsoni,RODENTIA,CRICETIDAE,Megadontomys,nelsoni,Terrestrial,wild,4,1,0,0,12941,"(Merriam, 1898)",NA,Nelson's Giant Deer Mouse,NA,NA,EN,B1ab(iii),3.1,2008,decreasing,N,NA,161,131,119,113,92,64,5007070208,2186826920,43.67478044,296396700.7,5.919563504,29549736.94,0.590160228,286774.5465,376380.8585,451968.9633,531634.7172,558880.1811,178025.1676,195869.298,163412.584,182567.2768,179920.6381,108749.3789,180511.5605,288556.3794,349067.4404,378959.543,22.14366865,21.84809368,0.322740828,23.73427588,21.62484883,0.556290478,24.32753595,22.68941676,0.857040164,18.19531191,24.81038022,1.084389693,18.20034611,24.80403837,1.147408319,NA,NA,NA
Melanomys_caliginosus,RODENTIA,CRICETIDAE,Melanomys,caliginosus,Terrestrial,wild,9,2,0,1,13046,"(Tomes, 1860)",NA,Dusky Rice Rat,NA,NA,LC,NA,3.1,2008,stable,N,41,515,197,143,119,60,1,7.53e+11,46869311620,6.224443367,2.79e+11,37.02467912,3798693710,0.504482638,24456396.11,31351331.88,38928668.44,46872176.39,50367401.5,11958257.65,13313246.37,14251081.41,15212158.44,15222624.2,12498138.21,18038085.32,24677587.02,31660017.49,35144777.33,8.323339742,30.47688021,0.144858861,8.478798239,33.57217296,0.211157654,9.247771372,34.52549906,0.292681301,10.90164612,35.28031475,0.391359508,9.632598742,34.63601773,0.441261909,NA,NA,NA
Meles_meles,CARNIVORA,MUSTELIDAE,Meles,meles,Terrestrial,wild,1838,423,1,1,29673,"(Linnaeus, 1758)",NA,"Badger, Eurasian Badger","Blaireau Europ_en, BLAIREAU EUROP_EN","Tej_n, TEJîN",LC,NA,3.1,2008,stable,N,11884.03,339,85,47,34,6,1,9.76e+12,2.23e+12,22.84986876,1.74e+12,17.88498966,1.33e+11,1.366686851,657498140.3,712937713.1,764616729.5,795856967.6,809559684.1,265565894.7,253753862.5,248965486.5,249808578.2,248712784.2,391932245.7,459183851.5,515651244.2,546048390.4,560846905.3,33.28163631,19.40282043,0.768058574,32.54028342,19.31944368,0.95199036,31.94648405,19.47523231,1.126010237,29.11366958,20.31707661,1.28343336,28.60308415,19.20004111,1.370708764,NA,NA,NA
Mellivora_capensis,CARNIVORA,MUSTELIDAE,Mellivora,capensis,Terrestrial,wild,102,9,1,0,41629,"(Schreber, 1776)",NA,Honey Badger,NA,NA,LC,NA,3.1,2008,decreasing,N,8999.99,1367,87,28,12,1,1,2.9e+13,3.04e+12,10.46831965,7.51e+12,25.87034274,61515621886,0.211783977,739799860.6,949446055.9,1241037413,1565644366,1736139596,589835121.7,718908645.7,895615283.1,1076840667,1165421191,149964745.4,230537411.4,345422127,488803694.6,570718410,10.51321604,31.6180365,0.053245865,10.94428345,31.72784248,0.086452495,11.46045805,33.20779541,0.138838043,12.01291958,32.70628817,0.194703981,12.60550363,32.77830203,0.231149011,NA,NA,NA
Melogale_moschata,CARNIVORA,MUSTELIDAE,Melogale,moschata,Terrestrial,wild,28,7,1,1,41626,"(Gray, 1831)",NA,"Chinese Ferret-badger, Small-toothed Ferret-badger",NA,NA,LC,NA,3.1,2008,unknown,N,938.5,509,131,78,66,25,1,2.94e+12,4.19e+11,14.24065222,4.55e+11,15.45495249,28335150421,0.963341523,470408058.6,567179096.7,650336552.6,724209107.9,750675814.2,382542870.2,445239222.5,460130430,454792260,440096283,87865183.42,121939871.7,190206128.7,269416849.9,310579532,17.56211625,14.22826281,0.267634358,17.24677481,17.3217346,0.372208863,21.30428789,19.8961466,0.577610491,22.0219789,22.16729165,0.816364233,23.1159502,22.13984458,0.944041445,NA,NA,NA
Mephitis_mephitis,CARNIVORA,MEPHITIDAE,Mephitis,mephitis,Terrestrial,wild,538,246,1,1,41635,"(Schreber, 1776)",NA,Striped Skunk,NA,NA,LC,NA,3.1,2008,stable,N,2399.99,409,88,36,27,11,1,1.23e+13,1.94e+12,15.82553375,2.64e+12,21.53236916,1.04e+11,0.845594968,219770991.5,243401846.8,271888509.2,301631102.1,317340827.3,61020389.65,66788627.52,70021639.81,66036182.69,64168754.94,158750601.9,176613218.7,201866869.1,235594919.6,253172071.7,19.62107429,23.49127767,0.65065833,19.48094303,22.98056102,0.783371017,19.43812695,23.20468382,0.976996633,18.84083992,22.97068151,1.260711158,18.76383077,23.07409727,1.428730899,NA,NA,NA
Meriones_hurrianae,RODENTIA,MURIDAE,Meriones,hurrianae,Terrestrial,wild,179,10,1,0,13163,"Jordon, 1867",NA,"Indian Desert Gerbil, Indian Desert Jird",NA,NA,LC,NA,3.1,2008,unknown,N,71.02,132,55,44,41,26,1,4.83e+11,2.15e+11,44.59059057,34823175716,7.215413874,2180430685,0.451788485,30689267.07,41394219.59,56843994.73,74730525.53,81260360.12,24530053.56,31482716.3,41001501.82,52079683.73,55535605.24,6159213.87,9911503.393,15842493.7,22650842.3,25724753.89,23.51564404,6.705320437,0.093416055,25.17892945,6.420503888,0.14850379,26.74909045,6.110821296,0.234950001,37.58659969,5.130251381,0.328606316,37.63621497,4.965940356,0.372021066,NA,NA,NA
Meriones_libycus,RODENTIA,MURIDAE,Meriones,libycus,Terrestrial,wild,217,68,0,1,13164,"Lichtenstein, 1823",Meriones erythrourus  |Meriones erythrourus,Libyan Jird,NA,NA,LC,NA,3.1,2008,stable,N,91.33,379,54,17,11,3,1,7.85e+12,2.67e+11,3.405891924,2.39e+12,30.49421561,33247106651,0.423617977,89907069.49,121757373.3,163674352,201980843,220921651,53722756.51,64023903.3,77607920.54,90541621.26,96522492.67,36184315.25,57733469.66,86066430.8,111439214.4,124399161.3,6.401823922,35.0790307,0.079596506,6.241781407,35.995622,0.134020962,6.54496471,38.04032935,0.207038847,6.064315038,39.79806401,0.253715527,6.340889441,37.866376,0.289797715,NA,NA,NA
Mesocricetus_auratus,RODENTIA,CRICETIDAE,Mesocricetus,auratus,Terrestrial,wild,1048,368,1,1,13219,"(Waterhouse, 1839)",NA,Golden Hamster,NA,NA,VU,B1ab(iii),3.1,2008,decreasing,N,98.6,50,43,39,36,31,26,4713580032,2077947354,44.08427013,4607878437,97.75750927,160800615.3,3.4114328,415727.8699,579686.4762,826180.5609,930969.5526,1066306.532,288022.8699,357508.0777,467977.3578,463004.2519,484401.3364,127705,222179,358203,467965,581905.1899,89.39005983,8.241137713,0.241358465,86.91096194,10.46537438,0.415109333,84.05391643,13.15585456,0.72265111,61.29103229,28.87752936,1.124326521,64.65605846,27.34644114,1.458516812,NA,NA,NA
Metachirus_nudicaudatus,DIDELPHIMORPHIA,DIDELPHIDAE,Metachirus,nudicaudatus,Terrestrial,wild,92,15,0,1,40509,"(_. Geoffroy, 1803)",NA,Brown Four-eyed Opossum,Opossum brun _ quatre yeux,Cuica Com_n,LC,NA,3.1,2011,stable,N,363.77,1073,206,146,122,72,1,1.04e+13,2.96e+11,2.847770315,1.99e+12,19.12180567,35449258524,0.340619157,103137574.7,132465561.5,165225128.7,196137351.2,210573930.3,45981590.68,45893560.83,45812523.19,43760913.2,41595037.7,57155983.32,86572001.12,119412605.1,152376437.8,168978893.5,3.793001937,15.64781865,0.076333119,4.699741255,17.20883485,0.114810757,5.094937942,18.35235874,0.157815006,5.272545549,19.22772666,0.203172011,5.305783443,19.18961585,0.227112215,NA,NA,NA
Mico_leucippe,PRIMATES,CALLITRICHIDAE,Mico,leucippe,Terrestrial,wild,2,1,1,0,39912,"(Thomas, 1922)",Callithrix argentata subspecies leucippe|Callithrix leucippe,Golden-white Bare-ear Marmoset,NA,Sag_i-branco,VU,A2c,3.1,2008,decreasing,N,382.92,176,159,157,155,151,143,14937299968,43885080.6,0.293795269,8399811.172,0.056233799,6520084.999,0.043649689,6353.044511,9884.763573,13893.88809,16956.35058,18115.25497,6353.044511,9884.763573,12842.06814,13955.96362,12469.10391,0,0,1051.819946,3000.386963,5646.151062,0.503031419,1.933337864,0,0.818249809,2.162736675,0,0.948374619,2.320335015,0.002002736,0.214313932,2.429974153,0.004094219,0.219158669,2.443873608,0.006501161,NA,NA,NA
