name,exact,type,order,class,family,genus,species
suid herpesvirus 3,false,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Roseolovirus,Suid betaherpesvirus 2
suid herpesvirus 4,false,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Roseolovirus,Suid betaherpesvirus 2
suid herpesvirus 5,false,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Roseolovirus,Suid betaherpesvirus 2
swine vesicular disease,false,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Enterovirus,Enterovirus B
swinepox,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Suipoxvirus,Swinepox virus
tacaiuma,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Tacaiuma orthobunyavirus
tacaribe,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Tacaribe mammarenavirus
tai forest ebolavirus,false,viruses,Mononegavirales,Monjiviricetes,Filoviridae,Ebolavirus,Tai Forest ebolavirus
tamana bat,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Tamana bat virus
tamdy,false,viruses,Patatavirales,Stelpaviricetes,Potyviridae,Potyvirus,Potato virus A
tamiami,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Tamiami mammarenavirus
tanapox,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Yatapoxvirus,Tanapox virus
tataguine,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Tataguine orthobunyavirus
taterapox,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Orthopoxvirus,Taterapox virus
tembusu,false,viruses,Tolivirales,Tolucaviricetes,Tombusviridae,Tombusvirus,
thailand,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Thailand orthohantavirus
thiafora,false,viruses,Bunyavirales,Ellioviricetes,Nairoviridae,Orthonairovirus,Thiafora orthonairovirus
thogoto,false,viruses,Articulavirales,Insthoviricetes,Orthomyxoviridae,Thogotovirus,
thottapalayam,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Thottimvirus,Thottopalayam thottimvirus
tibrogargan,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Tibrovirus,Tibrogargan tibrovirus
tick-borne encephalitis,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Tick-borne encephalitis virus
timboteua,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Timboteua orthobunyavirus
tioman,false,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Pararubulavirus,Tioman pararubulavirus
tonate,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Tonate virus
topografov,false,viruses,Bunyavirales,Ellioviricetes,Hantaviridae,Orthohantavirus,Topografov hantavirus
torque teno,false,viruses,,,Anelloviridae,,Torque teno virus
torque teno canis,false,viruses,,,Anelloviridae,,Torque teno virus
torque teno douroucouli,false,viruses,,,Anelloviridae,Zetatorquevirus,Torque teno douroucouli virus
torque teno felis,false,viruses,,,Anelloviridae,,Torque teno virus
torque teno tamarin,false,viruses,,,Anelloviridae,Epsilontorquevirus,Torque teno tamarin virus
torque teno tupaia,false,viruses,,,Anelloviridae,Deltatorquevirus,Torque teno tupaia virus
torque teno zalophus,false,viruses,,,Anelloviridae,Lambdatorquevirus,Torque teno zalophus virus 1
transmissible gastroenteritis,false,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1
trubanaman,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,,Trubanaman virus
tula,false,viruses,Patatavirales,Stelpaviricetes,Potyviridae,Potyvirus,Turnip mosaic virus
tupaia,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Tupavirus,
turlock,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Turlock orthobunyavirus
tyuleniy,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Tyuleniy virus
uganda s,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Uganda S virus
una,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Una virus
upolu,false,viruses,Articulavirales,Insthoviricetes,Orthomyxoviridae,Thogotovirus,Upolu virus
usutu,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Usutu virus
uukuniemi,false,viruses,Bunyavirales,Ellioviricetes,Phenuiviridae,Uukuvirus,Uukuniemi uukuvirus
vaccinia,false,viruses,Ortervirales,Revtraviricetes,Caulimoviridae,Vaccinivirus,
variola,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Orthopoxvirus,Variola virus
venezuelan equine encephalitis,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Venezuelan equine encephalitis virus
vesicular exanthema of swine,false,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Vesivirus,Vesicular exanthema of swine virus
vesicular stomatitis,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Vesiculovirus,Vesicular stomatitis virus
vesicular stomatitis alagoas,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Vesiculovirus,Alagoas vesiculovirus
vesicular stomatitis indiana,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Vesiculovirus,Indiana vesiculovirus
vesicular stomatitis new jersey,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Vesiculovirus,New Jersey vesiculovirus
visna/maedi,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Lentivirus,Visna-maedi virus
volepox,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Orthopoxvirus,Ectromelia virus
wad medani,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Orbivirus,Wad Medani virus
wallal,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Orbivirus,Wallal virus
wanowrie,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,,Wanowrie virus
warrego,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Orbivirus,Warrego virus
wesselsbron,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Wesselsbron virus
west caucasian bat,false,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Lyssavirus,West Caucasian bat lyssavirus
west nile,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,West Nile virus
western equine encephalitis,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Western equine encephalitis virus
whataroa,false,viruses,Martellivirales,Alsuviricetes,Togaviridae,Alphavirus,Whataroa virus
whitewater arroyo,false,viruses,Bunyavirales,Ellioviricetes,Arenaviridae,Mammarenavirus,Whitewater Arroyo mammarenavirus
witwatersrand,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Witwatersrand orthobunyavirus
wongorr,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Orbivirus,Wongorr virus
woodchuck hepatitis,false,viruses,Blubervirales,Revtraviricetes,Hepadnaviridae,Orthohepadnavirus,Woodchuck hepatitis virus
woolly monkey sarcoma,false,viruses,Ortervirales,Revtraviricetes,Retroviridae,Gammaretrovirus,Woolly monkey sarcoma virus
wyeomyia,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Wyeomyia orthobunyavirus
yaba monkey tumor,false,viruses,Chitovirales,Pokkesviricetes,Poxviridae,Yatapoxvirus,Yaba monkey tumor virus
yaounde,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Yaounde virus
yellow fever,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Yellow fever virus
yogue,false,viruses,Bunyavirales,Ellioviricetes,Nairoviridae,Orthonairovirus,Yogue virus
yokose,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Yokose virus
yunnan,false,viruses,Reovirales,Resentoviricetes,Reoviridae,Orbivirus,Yunnan orbivirus
zegla,false,viruses,Bunyavirales,Ellioviricetes,Peribunyaviridae,Orthobunyavirus,Zegla orthobunyavirus
zika,false,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Flavivirus,Zika virus
african green monkey polyomavirus,true,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,,African green monkey polyomavirus
alcelaphine herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Macavirus,Alcelaphine gammaherpesvirus 1
alcelaphine herpesvirus 2,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Macavirus,Alcelaphine gammaherpesvirus 2
alphacoronavirus 1,true,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1
alphapapillomavirus 13,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 13
aotine herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Cytomegalovirus,Aotine betaherpesvirus 1
ateline herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Ateline alphaherpesvirus 1
ateline herpesvirus 2,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Rhadinovirus,Ateline gammaherpesvirus 2
ateline herpesvirus 3,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Rhadinovirus,Ateline gammaherpesvirus 3
australian bat lyssavirus,true,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Lyssavirus,Australian bat lyssavirus
avastrovirus 2,true,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Avastrovirus,Avastrovirus 2
avastrovirus 3,true,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Avastrovirus,Avastrovirus 3
avian coronavirus,true,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Gammacoronavirus,Avian coronavirus
avian dependoparvovirus 1,true,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Dependoparvovirus,Avian dependoparvovirus 1
avian orthoreovirus,true,viruses,Reovirales,Resentoviricetes,Reoviridae,Orthoreovirus,Avian orthoreovirus
baboon orthoreovirus,true,viruses,Reovirales,Resentoviricetes,Reoviridae,Orthoreovirus,Baboon orthoreovirus
betacoronavirus 1,true,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Betacoronavirus,Betacoronavirus 1
betapapillomavirus 6,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 6
bokeloh bat lyssavirus,true,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Lyssavirus,Bokeloh bat lyssavirus
bovine alphaherpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Bovine alphaherpesvirus 1
bovine alphaherpesvirus 2,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Bovine alphaherpesvirus 2
bovine astrovirus,true,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Bovine astrovirus
bovine coronavirus,true,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Betacoronavirus,Betacoronavirus 1
bovine enterovirus,true,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Enterovirus,Enterovirus E
bovine herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Bovine alphaherpesvirus 1
bovine herpesvirus 2,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Bovine alphaherpesvirus 2
bovine herpesvirus 3,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Macavirus,Alcelaphine gammaherpesvirus 1
bovine herpesvirus 4,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Rhadinovirus,Bovine gammaherpesvirus 4
bovine herpesvirus 5,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Bovine alphaherpesvirus 5
bovine herpesvirus 6,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Macavirus,Bovine gammaherpesvirus 6
bovine kobuvirus,true,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Kobuvirus,Aichivirus B
bovine papillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 4
bovine papillomavirus 12,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Xipapillomavirus,Xipapillomavirus 2
bovine papillomavirus 3,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Xipapillomavirus,Xipapillomavirus 1
bovine papillomavirus 5,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Epsilonpapillomavirus,Epsilonpapillomavirus 1
bovine parainfluenza virus 3,true,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Respirovirus,Bovine respirovirus 3
bovine parvovirus,true,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Bocaparvovirus,Ungulate bocaparvovirus 1
bovine polyomavirus,true,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,,Bos taurus polyomavirus 1
bovine torovirus,true,viruses,Nidovirales,Pisoniviricetes,Tobaniviridae,Torovirus,Bovine torovirus
bovine viral diarrhea virus 1,true,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Pestivirus,Pestivirus A
bovine viral diarrhea virus 2,true,viruses,Amarillovirales,Flasuviricetes,Flaviviridae,Pestivirus,Pestivirus B
bubaline herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Bubaline alphaherpesvirus 1
bundibugyo ebolavirus,true,viruses,Mononegavirales,Monjiviricetes,Filoviridae,Ebolavirus,Bundibugyo ebolavirus
callitrichine herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,,Saguinine gammaherpesvirus 1
callitrichine herpesvirus 3,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Lymphocryptovirus,Callitrichine gammaherpesvirus 3
canid herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Canid alphaherpesvirus 1
canine adenovirus,true,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Canine mastadenovirus A
canine calicivirus,true,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Vesivirus,Canine vesivirus
canine coronavirus,true,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1
canine oral papillomavirus,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 2
canine parvovirus,true,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Carnivore protoparvovirus 1
caprine herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Caprine alphaherpesvirus 1
caprine herpesvirus 2,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Macavirus,Caprine gammaherpesvirus 2
carnivore amdoparvovirus 1,true,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Amdoparvovirus,Carnivore amdoparvovirus 1
carnivore amdoparvovirus 2,true,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Amdoparvovirus,Carnivore amdoparvovirus 2
carnivore bocaparvovirus 3,true,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Bocaparvovirus,Carnivore bocaparvovirus 3
carnivore protoparvovirus 1,true,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Carnivore protoparvovirus 1
caviid herpesvirus 2,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,,Caviid betaherpesvirus 2
cercopithecine herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Macacine alphaherpesvirus 1
cercopithecine herpesvirus 12,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Lymphocryptovirus,Papiine gammaherpesvirus 1
cercopithecine herpesvirus 15,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Lymphocryptovirus,Macacine gammaherpesvirus 4
cercopithecine herpesvirus 16,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Papiine alphaherpesvirus 2
cercopithecine herpesvirus 17,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Rhadinovirus,Macacine gammaherpesvirus 5
cercopithecine herpesvirus 2,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Cercopithecine alphaherpesvirus 2
cercopithecine herpesvirus 5,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Cytomegalovirus,Cercopithecine betaherpesvirus 5
cercopithecine herpesvirus 8,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Cytomegalovirus,Macacine betaherpesvirus 3
cercopithecine herpesvirus 9,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Cercopithecine alphaherpesvirus 9
cervid herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Cervid alphaherpesvirus 1
cervid herpesvirus 2,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Cervid alphaherpesvirus 2
cetacean morbillivirus,true,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Morbillivirus,Cetacean morbillivirus
chipmunk parvovirus,true,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Erythroparvovirus,Rodent erythroparvovirus 1
chiropteran dependoparvovirus 1,true,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Dependoparvovirus,Chiropteran dependoparvovirus 1
chiropteran tetraparvovirus 1,true,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Tetraparvovirus,Chiropteran tetraparvovirus 1
cottontail rabbit papillomavirus,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Kappapapillomavirus,Kappapapillomavirus 2
deer papillomavirus,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 2
deltapapillomavirus 5,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 5
deltapapillomavirus 6,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 6
dolphin rhabdovirus,true,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,,Dolphin rhabdovirus
dyodeltapapillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Dyodeltapapillomavirus,Dyodeltapapillomavirus 1
dyoetapapillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Dyoetapapillomavirus,Dyoetapapillomavirus 1
dyoiotapapillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Dyoiotapapillomavirus,Dyoiotapapillomavirus 1
dyoiotapapillomavirus 2,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Dyoiotapapillomavirus,Dyoiotapapillomavirus 2
dyokappapapillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Dyokappapapillomavirus,Dyokappapapillomavirus 1
dyolambdapapillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Dyolambdapapillomavirus,Dyolambdapapillomavirus 1
dyonupapillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Dyonupapillomavirus,Dyonupapillomavirus 1
dyoomikronpapillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Dyoomikronpapillomavirus,Dyoomikronpapillomavirus 1
dyopipapillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Dyopipapillomavirus,Dyopipapillomavirus 1
dyorhopapillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Dyorhopapillomavirus,Dyorhopapillomavirus 1
dyosigmapapillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Dyosigmapapillomavirus,Dyosigmapapillomavirus 1
dyothetapapillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Dyothetapapillomavirus,Dyothetapapillomavirus 1
dyoxipapillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Dyoxipapillomavirus,Dyoxipapillomavirus 1
elephantid herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Proboscivirus,Elephantid betaherpesvirus 1
equid herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Equid alphaherpesvirus 1
equid herpesvirus 2,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Percavirus,Equid gammaherpesvirus 2
equid herpesvirus 3,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Equid alphaherpesvirus 3
equid herpesvirus 4,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Equid alphaherpesvirus 4
equid herpesvirus 5,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Percavirus,Equid gammaherpesvirus 5
equid herpesvirus 7,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,,Equid gammaherpesvirus 7
equid herpesvirus 8,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Equid alphaherpesvirus 8
equid herpesvirus 9,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Equid alphaherpesvirus 9
equine papillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Zetapapillomavirus,Zetapapillomavirus 1
equine torovirus,true,viruses,Nidovirales,Pisoniviricetes,Tobaniviridae,Torovirus,Equine torovirus
european bat lyssavirus 1,true,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Lyssavirus,European bat 1 lyssavirus
european bat lyssavirus 2,true,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Lyssavirus,European bat 2 lyssavirus
european elk papillomavirus,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 1
felid herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Felid alphaherpesvirus 1
feline astrovirus,true,viruses,Stellavirales,Stelpaviricetes,Astroviridae,Mamastrovirus,Mamastrovirus 2
feline calicivirus,true,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Vesivirus,Feline calicivirus
feline coronavirus,true,viruses,Nidovirales,Pisoniviricetes,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1
feline papillomavirus,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 1
frog virus 3,true,viruses,Pimascovirales,Megaviricetes,Iridoviridae,Ranavirus,Frog virus 3
gallid herpesvirus 2,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Mardivirus,Gallid alphaherpesvirus 2
gammapapillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 1
gammapapillomavirus 10,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 10
gammapapillomavirus 11,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 11
gammapapillomavirus 12,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 12
gammapapillomavirus 13,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 13
gammapapillomavirus 14,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 14
gammapapillomavirus 15,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 15
gammapapillomavirus 16,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 16
gammapapillomavirus 17,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 17
gammapapillomavirus 18,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 18
gammapapillomavirus 19,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 19
gammapapillomavirus 2,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 2
gammapapillomavirus 20,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 20
gammapapillomavirus 6,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 6
gammapapillomavirus 7,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7
gammapapillomavirus 8,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 8
gammapapillomavirus 9,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 9
guinea pig adenovirus,true,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Guinea pig adenovirus
h-1 parvovirus,true,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Rodent protoparvovirus 1
hamster oral papillomavirus,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Pipapillomavirus,Pipapillomavirus 1
hamster parvovirus,true,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Hamster parvovirus
hamster polyomavirus,true,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,Alphapolyomavirus,Mesocricetus auratus polyomavirus 1
hippotragine herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Macavirus,Hippotragine gammaherpesvirus 1
human astrovirus,true,viruses,Stellavirales,Stelpaviricetes,Astroviridae,,Human astrovirus
human gammaherpesvirus 4,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Lymphocryptovirus,Human gammaherpesvirus 4
human gammaherpesvirus 8,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Rhadinovirus,Human gammaherpesvirus 8
human herpesvirus 1,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Human alphaherpesvirus 1
human herpesvirus 2,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Human alphaherpesvirus 2
human herpesvirus 3,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Varicellovirus,Human alphaherpesvirus 3
human herpesvirus 4,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Lymphocryptovirus,Human gammaherpesvirus 4
human herpesvirus 5,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Cytomegalovirus,Human betaherpesvirus 5
human herpesvirus 6,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Roseolovirus,Human betaherpesvirus 6
human herpesvirus 7,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Roseolovirus,Human betaherpesvirus 7
human herpesvirus 8,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Rhadinovirus,Human gammaherpesvirus 8
human immunodeficiency virus 1,true,viruses,Ortervirales,Revtraviricetes,Retroviridae,Lentivirus,Human immunodeficiency virus 1
